"DateTime","Average","MNUMS 166 A"
"2024-06-03 14:00:00",2.9,4.09
"2024-06-04 14:00:00",,1.48
"2024-06-04 15:00:00",,1.267
"2024-06-04 16:00:00",,1.008
"2024-06-04 17:00:00",,0.792
"2024-06-04 18:00:00",,0.725
"2024-06-04 19:00:00",,1.187
"2024-06-04 20:00:00",,1.756
"2024-06-04 21:00:00",,1.434
"2024-06-04 22:00:00",,1.707
"2024-06-04 23:00:00",,1.995
"2024-06-05 00:00:00",,2.585
"2024-06-05 01:00:00",,2.705
"2024-06-05 02:00:00",,2.345
"2024-06-05 03:00:00",,2.705
"2024-06-05 04:00:00",,2.821
"2024-06-05 05:00:00",,2.438
"2024-06-05 06:00:00",,2.691
"2024-06-05 07:00:00",,2.924
"2024-06-05 08:00:00",,3.481
"2024-06-05 09:00:00",,2.939
"2024-06-05 10:00:00",,3.284
"2024-06-05 11:00:00",,3.933
"2024-06-05 12:00:00",,4.318
"2024-06-05 13:00:00",,3.523
"2024-06-05 14:00:00",,1.768
"2024-06-05 15:00:00",,1.79
"2024-06-05 16:00:00",,0.667
"2024-06-05 17:00:00",,1.469
"2024-06-05 18:00:00",,2.386
"2024-06-05 19:00:00",,2.555
"2024-06-05 20:00:00",,2.031
"2024-06-05 21:00:00",,2.421
"2024-06-05 22:00:00",,2.944
"2024-06-05 23:00:00",,2.782
"2024-06-06 00:00:00",,3.458
"2024-06-06 01:00:00",,3.909
"2024-06-06 02:00:00",,4.421
"2024-06-06 03:00:00",,4.384
"2024-06-06 04:00:00",,4.535
"2024-06-06 05:00:00",,6.701
"2024-06-06 06:00:00",,6.332
"2024-06-06 07:00:00",,6.916
"2024-06-06 08:00:00",2.9,7.037
