"DateTime","Average","MNUMS 175 A"
"2024-06-04 09:00:00",3.3,3.68
"2024-06-04 14:00:00",,1.759
"2024-06-04 15:00:00",,1.415
"2024-06-04 16:00:00",,1.086
"2024-06-04 17:00:00",,1.055
"2024-06-04 18:00:00",,0.75
"2024-06-04 19:00:00",,1.359
"2024-06-04 20:00:00",,1.948
"2024-06-04 21:00:00",,1.595
"2024-06-04 22:00:00",,1.734
"2024-06-04 23:00:00",,2.22
"2024-06-05 00:00:00",,2.771
"2024-06-05 01:00:00",,3.03
"2024-06-05 02:00:00",,2.72
"2024-06-05 03:00:00",,2.79
"2024-06-05 04:00:00",,2.751
"2024-06-05 05:00:00",,2.036
"2024-06-05 06:00:00",,2.377
"2024-06-05 07:00:00",,2.195
"2024-06-05 08:00:00",,3.471
"2024-06-05 09:00:00",,2.747
"2024-06-05 10:00:00",,3.476
"2024-06-05 11:00:00",,4.421
"2024-06-05 12:00:00",,4.791
"2024-06-05 13:00:00",,3.928
"2024-06-05 14:00:00",,2.154
"2024-06-05 15:00:00",,2.224
"2024-06-05 16:00:00",,0.853
"2024-06-05 17:00:00",,1.944
"2024-06-05 18:00:00",,2.9
"2024-06-05 19:00:00",,3.11
"2024-06-05 20:00:00",,2.526
"2024-06-05 21:00:00",,2.868
"2024-06-05 22:00:00",,3.396
"2024-06-05 23:00:00",,3.434
"2024-06-06 00:00:00",,4.189
"2024-06-06 01:00:00",,4.82
"2024-06-06 02:00:00",,5.636
"2024-06-06 03:00:00",,5.669
"2024-06-06 04:00:00",,5.779
"2024-06-06 05:00:00",,7.718
"2024-06-06 06:00:00",,7.341
"2024-06-06 07:00:00",,8.078
"2024-06-06 08:00:00",3.3,8.448
