"DateTime","Average","MNUMS 160 A"
"2024-06-04 08:00:00",3,3.79
"2024-06-04 13:00:00",,1.52
"2024-06-04 14:00:00",,1.538
"2024-06-04 15:00:00",,1.367
"2024-06-04 16:00:00",,1.181
"2024-06-04 17:00:00",,1.004
"2024-06-04 18:00:00",,0.877
"2024-06-04 19:00:00",,1.59
"2024-06-04 20:00:00",,1.974
"2024-06-04 21:00:00",,1.584
"2024-06-04 22:00:00",,1.833
"2024-06-04 23:00:00",,2.335
"2024-06-05 00:00:00",,2.987
"2024-06-05 01:00:00",,2.97
"2024-06-05 02:00:00",,2.563
"2024-06-05 03:00:00",,2.675
"2024-06-05 04:00:00",,2.825
"2024-06-05 05:00:00",,2.494
"2024-06-05 06:00:00",,2.584
"2024-06-05 07:00:00",,2.973
"2024-06-05 08:00:00",,3.522
"2024-06-05 09:00:00",,3.02
"2024-06-05 10:00:00",,3.524
"2024-06-05 11:00:00",,4.035
"2024-06-05 12:00:00",,4.434
"2024-06-05 13:00:00",,3.677
"2024-06-05 14:00:00",,1.856
"2024-06-05 15:00:00",,1.881
"2024-06-05 16:00:00",,0.685
"2024-06-05 17:00:00",,1.75
"2024-06-05 18:00:00",,2.298
"2024-06-05 19:00:00",,2.616
"2024-06-05 20:00:00",,2.041
"2024-06-05 21:00:00",,2.429
"2024-06-05 22:00:00",,2.976
"2024-06-05 23:00:00",,2.973
"2024-06-06 00:00:00",,3.71
"2024-06-06 01:00:00",,4.158
"2024-06-06 02:00:00",,4.659
"2024-06-06 03:00:00",,4.897
"2024-06-06 04:00:00",,5.069
"2024-06-06 05:00:00",,6.873
"2024-06-06 06:00:00",,6.67
"2024-06-06 07:00:00",,7.117
"2024-06-06 08:00:00",3,7.636
