time_stamp,rssi,uptime,pa_latency,memory,humidity,humidity_a,humidity_b,temperature,temperature_a,temperature_b,pressure,pressure_a,pressure_b,voc,voc_a,voc_b,analog_input,pm2.5_alt,pm2.5_alt_a,pm2.5_alt_b,scattering_coefficient,scattering_coefficient_a,scattering_coefficient_b,deciviews,deciviews_a,deciviews_b,visual_range,visual_range_a,visual_range_b,0.3_um_count,0.3_um_count_a,0.3_um_count_b,0.5_um_count,0.5_um_count_a,0.5_um_count_b,1.0_um_count,1.0_um_count_a,1.0_um_count_b,2.5_um_count,2.5_um_count_a,2.5_um_count_b,5.0_um_count,5.0_um_count_a,5.0_um_count_b,10.0_um_count,10.0_um_count_a,10.0_um_count_b,pm1.0_cf_1,pm1.0_cf_1_a,pm1.0_cf_1_b,pm1.0_atm,pm1.0_atm_a,pm1.0_atm_b,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b,pm2.5_cf_1,pm2.5_cf_1_a,pm2.5_cf_1_b,pm10.0_atm,pm10.0_atm_a,pm10.0_atm_b,pm10.0_cf_1,pm10.0_cf_1_a,pm10.0_cf_1_b
2023-06-13T09:20:00Z,-57,898,356,16052,16,16,16,92,92,92,860.565,860.565,860.565,25.99,,25.99,3.11,4.1,4.1,,11.5,11.5,,8.7,8.7,,164.1,164.1,,764.685,764.685,,213.135,213.135,,49.255,49.255,,5.63,5.63,,1.62,1.62,,1.62,1.62,,2.955,2.955,,2.955,2.955,,5.785,5.785,,5.785,5.785,,6.995,6.995,,6.995,6.995,
2023-06-13T09:30:00Z,-60,1316,370,16466,16.2,16.2,16.2,92,92,92,860.536,860.536,860.536,25.548,,25.548,2.952,3.8,3.8,,11.5,11.5,,8.7,8.7,,164.1,164.1,,765.086,765.086,,213.406,213.406,,41.796,41.796,,4.168,4.168,,1.668,1.668,,1.322,1.322,,3.11,3.11,,3.11,3.11,,5.346,5.346,,5.346,5.346,,6.568,6.568,,6.568,6.568,
2023-06-13T09:40:00Z,-59,1916,367,17072,16,16,16,92.2,92.2,92.2,860.438,860.438,860.438,29.082,,29.082,3.102,3.8,3.8,,11.7,11.7,,8.7,8.7,,162.6,162.6,,777.006,777.006,,215.606,215.606,,41.976,41.976,,3.896,3.896,,1.066,1.066,,1.066,1.066,,3.228,3.228,,3.228,3.228,,5.362,5.362,,5.362,5.362,,6.188,6.188,,6.188,6.188,
2023-06-13T09:50:00Z,-59,2516,364,17392,16,16,16,93,93,93,860.298,860.298,860.298,29.534,,29.534,2.998,3.9,3.9,,11.4,11.4,,8.6,8.6,,164.5,164.5,,761.93,761.93,,210.29,210.29,,44.746,44.746,,5.252,5.252,,1.078,1.078,,0.732,0.732,,3.2,3.2,,3.2,3.2,,5.81,5.81,,5.81,5.81,,6.544,6.544,,6.544,6.544,
2023-06-13T10:00:00Z,-60,3116,363,17392,16,16,16,93,93,93,860.184,860.184,860.184,26.832,,26.832,2.716,3.8,3.8,,11.4,11.4,,8.6,8.6,,165,165,,757.78,757.78,,209.886,209.886,,41.674,41.674,,4.338,4.338,,1.33,1.33,,1.2,1.2,,3.018,3.018,,3.018,3.018,,5.44,5.44,,5.44,5.44,,6.448,6.448,,6.448,6.448,
2023-06-13T10:10:00Z,-59,3716,357,17072,16,16,16,93,93,93,860.044,860.044,860.044,36.048,,36.048,3.418,3.7,3.7,,10.6,10.6,,8.2,8.2,,171.4,171.4,,708.214,708.214,,187.72,187.72,,41.854,41.854,,2.798,2.798,,1.158,1.158,,0.858,0.858,,2.782,2.782,,2.782,2.782,,4.844,4.844,,4.844,4.844,,5.684,5.684,,5.684,5.684,
2023-06-13T10:20:00Z,-59,4316,362,16752,16.6,16.6,16.6,93.4,93.4,93.4,860.098,860.098,860.098,26.466,,26.466,3.526,3.6,3.6,,10.8,10.8,,8.3,8.3,,169.9,169.9,,719.772,719.772,,196.278,196.278,,41.316,41.316,,4.266,4.266,,1.462,1.462,,1.29,1.29,,2.886,2.886,,2.886,2.886,,5.134,5.134,,5.134,5.134,,6.216,6.216,,6.216,6.216,
2023-06-13T10:30:00Z,-59,4916,377,17392,16,16,16,92.6,92.6,92.6,860.11,860.11,860.11,49.626,,49.626,3.188,4,4,,11.9,11.9,,8.9,8.9,,160.6,160.6,,793.284,793.284,,218.7,218.7,,46.556,46.556,,6.216,6.216,,1.218,1.218,,0.7,0.7,,3.326,3.326,,3.326,3.326,,6.166,6.166,,6.166,6.166,,7.006,7.006,,7.006,7.006,
2023-06-13T10:40:00Z,-59,5516,371,17392,16,16,16,91.4,91.4,91.4,860.132,860.132,860.132,75.836,,75.836,2.556,3.7,3.7,,11.3,11.3,,8.6,8.6,,165.7,165.7,,751.866,751.866,,205.366,205.366,,42.98,42.98,,5.238,5.238,,0.97,0.97,,0.854,0.854,,3.18,3.18,,3.18,3.18,,5.744,5.744,,5.744,5.744,,6.47,6.47,,6.47,6.47,
2023-06-13T10:50:00Z,-60,6116,361,17392,16,16,16,91,91,91,860.14,860.14,860.14,79.118,,79.118,3.456,3.8,3.8,,11.8,11.8,,8.8,8.8,,161.3,161.3,,787.71,787.71,,216.45,216.45,,43.2,43.2,,5.702,5.702,,1.128,1.128,,1.128,1.128,,3.356,3.356,,3.356,3.356,,5.968,5.968,,5.968,5.968,,6.866,6.866,,6.866,6.866,
