time_stamp,rssi,uptime,pa_latency,memory,humidity,humidity_a,humidity_b,temperature,temperature_a,temperature_b,pressure,pressure_a,pressure_b,voc,voc_a,voc_b,analog_input,pm2.5_alt,pm2.5_alt_a,pm2.5_alt_b,scattering_coefficient,scattering_coefficient_a,scattering_coefficient_b,deciviews,deciviews_a,deciviews_b,visual_range,visual_range_a,visual_range_b,0.3_um_count,0.3_um_count_a,0.3_um_count_b,0.5_um_count,0.5_um_count_a,0.5_um_count_b,1.0_um_count,1.0_um_count_a,1.0_um_count_b,2.5_um_count,2.5_um_count_a,2.5_um_count_b,5.0_um_count,5.0_um_count_a,5.0_um_count_b,10.0_um_count,10.0_um_count_a,10.0_um_count_b,pm1.0_cf_1,pm1.0_cf_1_a,pm1.0_cf_1_b,pm1.0_atm,pm1.0_atm_a,pm1.0_atm_b,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b,pm2.5_cf_1,pm2.5_cf_1_a,pm2.5_cf_1_b,pm10.0_atm,pm10.0_atm_a,pm10.0_atm_b,pm10.0_cf_1,pm10.0_cf_1_a,pm10.0_cf_1_b
2023-06-13T09:00:00Z,-58,477,,13592,18,18,18,90,90,90,861.33,861.33,861.33,25.26,,25.26,0.4,3.9,3.9,,11.7,11.7,,8.8,8.8,,162.1,162.1,,781.47,781.47,,235.47,235.47,,46.99,46.99,,8.82,8.82,,1.29,1.29,,0.35,0.35,,3.31,3.31,,3.31,3.31,,6.88,6.88,,6.88,6.88,,7.96,7.96,,7.96,7.96,
2023-06-13T09:10:00Z,-60,838,440,15862,17.6,17.6,17.6,90.8,90.8,90.8,861.156,861.156,861.156,34.038,,34.038,0.376,3.8,3.8,,10.9,10.9,,8.4,8.4,,169.1,169.1,,725.606,725.606,,220.998,220.998,,44.416,44.416,,5.684,5.684,,1.316,1.316,,0.518,0.518,,3.164,3.164,,3.164,3.164,,6.042,6.042,,6.042,6.042,,6.902,6.902,,6.902,6.902,
2023-06-13T09:20:00Z,-60,1437,375,16402,17,17,17,91,91,91,860.98,860.98,860.98,45.97,,45.97,0.43,3.6,3.6,,10.4,10.4,,8.1,8.1,,173.6,173.6,,692.346,692.346,,209.252,209.252,,42.258,42.258,,7.05,7.05,,1.122,1.122,,0.172,0.172,,3.126,3.126,,3.126,3.126,,6.19,6.19,,6.19,6.19,,6.97,6.97,,6.97,6.97,
2023-06-13T09:30:00Z,-60,2037,421,16688,17,17,17,91,91,91,860.892,860.892,860.892,45.028,,45.028,0.406,3.9,3.9,,11.3,11.3,,8.6,8.6,,165.6,165.6,,752.978,752.978,,231.68,231.68,,45.448,45.448,,6.68,6.68,,1.108,1.108,,0.34,0.34,,3.412,3.412,,3.412,3.412,,6.502,6.502,,6.502,6.502,,7.354,7.354,,7.354,7.354,
2023-06-13T09:40:00Z,-61,2637,363,16048,17,17,17,91,91,91,860.8,860.8,860.8,45.828,,45.828,0.366,4,4,,11.3,11.3,,8.6,8.6,,165.8,165.8,,751.1,751.1,,229.482,229.482,,45.232,45.232,,5.262,5.262,,1.656,1.656,,0.666,0.666,,3.334,3.334,,3.334,3.334,,6.034,6.034,,6.034,6.034,,7.178,7.178,,7.178,7.178,
2023-06-13T09:50:00Z,-59,3237,436,16688,16.8,16.8,16.8,91,91,91,860.64,860.64,860.64,49.866,,49.866,0.37,3.8,3.8,,10.8,10.8,,8.3,8.3,,169.4,169.4,,723.214,723.214,,221.064,221.064,,45.928,45.928,,7.026,7.026,,1.462,1.462,,0.536,0.536,,3.402,3.402,,3.402,3.402,,6.334,6.334,,6.334,6.334,,7.45,7.45,,7.45,7.45,
2023-06-13T10:00:00Z,-60,3837,357,16688,16.8,16.8,16.8,91,91,91,860.546,860.546,860.546,42.962,,42.962,0.4,3.7,3.7,,10.8,10.8,,8.3,8.3,,169.8,169.8,,720.658,720.658,,217.308,217.308,,42.912,42.912,,6.938,6.938,,0.53,0.53,,0.086,0.086,,3.126,3.126,,3.126,3.126,,6.104,6.104,,6.104,6.104,,6.62,6.62,,6.62,6.62,
2023-06-13T10:10:00Z,-60,4437,403,16688,16.2,16.2,16.2,91,91,91,860.4,860.4,860.4,54.886,,54.886,0.408,3.7,3.7,,10.5,10.5,,8.2,8.2,,172.5,172.5,,700.402,700.402,,214.86,214.86,,43.314,43.314,,5.674,5.674,,1.532,1.532,,0.778,0.778,,3.08,3.08,,3.08,3.08,,5.942,5.942,,5.942,5.942,,7.072,7.072,,7.072,7.072,
2023-06-13T10:20:00Z,-62,5037,362,17008,16,16,16,91.4,91.4,91.4,860.454,860.454,860.454,61.536,,61.536,0.362,3.5,3.5,,9.9,9.9,,7.8,7.8,,178.3,178.3,,659.394,659.394,,200.282,200.282,,39.858,39.858,,4.546,4.546,,0.526,0.526,,0.17,0.17,,2.82,2.82,,2.82,2.82,,5.37,5.37,,5.37,5.37,,5.778,5.778,,5.778,5.778,
2023-06-13T10:30:00Z,-59,5637,430,16368,16.4,16.4,16.4,92,92,92,860.474,860.474,860.474,49.384,,49.384,0.444,3.6,3.6,,10.3,10.3,,8,8,,174.4,174.4,,687.032,687.032,,210.078,210.078,,41.64,41.64,,6.126,6.126,,1.612,1.612,,0.722,0.722,,3.054,3.054,,3.054,3.054,,5.75,5.75,,5.75,5.75,,6.88,6.88,,6.88,6.88,
2023-06-13T10:40:00Z,-57,6237,426,16048,16,16,16,92,92,92,860.468,860.468,860.468,56.782,,56.782,0.366,3.8,3.8,,10.7,10.7,,8.2,8.2,,171,171,,711.82,711.82,,215.008,215.008,,45.444,45.444,,6.854,6.854,,1.85,1.85,,0.748,0.748,,3.174,3.174,,3.174,3.174,,6.122,6.122,,6.122,6.122,,7.388,7.388,,7.388,7.388,
2023-06-13T10:50:00Z,-57,6837,580,17008,16,16,16,92,92,92,860.476,860.476,860.476,60.686,,60.686,0.354,3.7,3.7,,11.3,11.3,,8.6,8.6,,165.6,165.6,,752.994,752.994,,230.962,230.962,,42.248,42.248,,6.488,6.488,,1.546,1.546,,0.198,0.198,,3.522,3.522,,3.522,3.522,,6.52,6.52,,6.52,6.52,,7.49,7.49,,7.49,7.49,
