time_stamp,rssi,uptime,pa_latency,memory,humidity,humidity_a,humidity_b,temperature,temperature_a,temperature_b,pressure,pressure_a,pressure_b,voc,voc_a,voc_b,analog_input,pm2.5_alt,pm2.5_alt_a,pm2.5_alt_b,scattering_coefficient,scattering_coefficient_a,scattering_coefficient_b,deciviews,deciviews_a,deciviews_b,visual_range,visual_range_a,visual_range_b,0.3_um_count,0.3_um_count_a,0.3_um_count_b,0.5_um_count,0.5_um_count_a,0.5_um_count_b,1.0_um_count,1.0_um_count_a,1.0_um_count_b,2.5_um_count,2.5_um_count_a,2.5_um_count_b,5.0_um_count,5.0_um_count_a,5.0_um_count_b,10.0_um_count,10.0_um_count_a,10.0_um_count_b,pm1.0_cf_1,pm1.0_cf_1_a,pm1.0_cf_1_b,pm1.0_atm,pm1.0_atm_a,pm1.0_atm_b,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b,pm2.5_cf_1,pm2.5_cf_1_a,pm2.5_cf_1_b,pm10.0_atm,pm10.0_atm_a,pm10.0_atm_b,pm10.0_cf_1,pm10.0_cf_1_a,pm10.0_cf_1_b
2023-06-12T07:20:00Z,-55,537,376,14704,16.5,16.5,16.5,86.5,86.5,86.5,866.555,866.555,866.555,25,,25,2.235,4.4,4.4,,15.7,15.7,,10.6,10.6,,135.5,135.5,,1043.43,1043.43,,294.82,294.82,,46.785,46.785,,8.915,8.915,,2.07,2.07,,0.19,0.19,,4.355,4.355,,4.355,4.355,,7.68,7.68,,7.68,7.68,,9.105,9.105,,9.105,9.105,
2023-06-12T07:30:00Z,-57,956,409,16112,15,15,15,88.4,88.4,88.4,866.438,866.438,866.438,28.054,,28.054,1.146,3.8,3.8,,14,14,,9.8,9.8,,145.7,145.7,,931.532,931.532,,235.444,235.444,,37.638,37.638,,4.052,4.052,,1.448,1.448,,0.258,0.258,,3.386,3.386,,3.386,3.386,,5.374,5.374,,5.374,5.374,,6.324,6.324,,6.324,6.324,
2023-06-12T07:40:00Z,-58,1556,432,16432,15,15,15,90.4,90.4,90.4,866.302,866.302,866.302,23.184,,23.184,1.77,3.5,3.5,,12.6,12.6,,9.2,9.2,,155.1,155.1,,841.832,841.832,,221.478,221.478,,33.988,33.988,,4.018,4.018,,1.394,1.394,,0.256,0.256,,3.298,3.298,,3.298,3.298,,5.116,5.116,,5.116,5.116,,6.038,6.038,,6.038,6.038,
2023-06-12T07:50:00Z,-58,2156,372,17392,14.2,14.2,14.2,91.4,91.4,91.4,866.208,866.208,866.208,37.642,,37.642,1.508,3.3,3.3,,11.4,11.4,,8.6,8.6,,164.8,164.8,,759.234,759.234,,204.058,204.058,,35.22,35.22,,4.98,4.98,,1.394,1.394,,0.086,0.086,,2.03,2.03,,2.03,2.03,,4.356,4.356,,4.356,4.356,,5.206,5.206,,5.206,5.206,
2023-06-12T08:00:00Z,-58,2756,357,16752,13,13,13,92,92,92,866.152,866.152,866.152,60.452,,60.452,1.402,3.4,3.4,,11.4,11.4,,8.6,8.6,,164.6,164.6,,760.51,760.51,,200.024,200.024,,33.138,33.138,,2.114,2.114,,0.604,0.604,,0.172,0.172,,2.068,2.068,,2.068,2.068,,3.788,3.788,,3.788,3.788,,4.276,4.276,,4.276,4.276,
2023-06-12T08:10:00Z,-57,3356,353,16752,12.2,12.2,12.2,92.8,92.8,92.8,866.048,866.048,866.048,76.154,,76.154,1.274,3,3,,10.6,10.6,,8.2,8.2,,171.9,171.9,,705.124,705.124,,187.77,187.77,,28.554,28.554,,1.612,1.612,,0.942,0.942,,0.172,0.172,,1.716,1.716,,1.716,1.716,,3.228,3.228,,3.228,3.228,,3.826,3.826,,3.826,3.826,
2023-06-12T08:20:00Z,-59,3956,363,17392,12.8,12.8,12.8,93,93,93,865.996,865.996,865.996,68.064,,68.064,1.328,3,3,,10.5,10.5,,8.1,8.1,,172.7,172.7,,699.008,699.008,,184.97,184.97,,28.53,28.53,,2.386,2.386,,0.764,0.764,,0.172,0.172,,1.712,1.712,,1.712,1.712,,3.358,3.358,,3.358,3.358,,3.844,3.844,,3.844,3.844,
2023-06-12T08:30:00Z,-58,4316,353,17712,13,13,13,93,93,93,865.9,865.9,865.9,54.44,,54.44,1.32,3.2,3.2,,11.6,11.6,,8.7,8.7,,162.9,162.9,,774.19,774.19,,208.65,208.65,,28.5,28.5,,1.38,1.38,,0,0,,0,0,,2.32,2.32,,2.32,2.32,,3.91,3.91,,3.91,3.91,,3.91,3.91,,3.91,3.91,
2023-06-13T07:20:00Z,-61,1256,377,16928,20,20,20,87,87,87,862.76,862.76,862.76,32.8,,32.8,1.775,4.4,4.4,,15.6,15.6,,10.5,10.5,,135.8,135.8,,1039.61,1039.61,,272.695,272.695,,42.2,42.2,,3.32,3.32,,0.425,0.425,,0,0,,4.215,4.215,,4.215,4.215,,6.64,6.64,,6.64,6.64,,6.915,6.915,,6.915,6.915,
2023-06-13T08:10:00Z,-60,596,,13376,18,18,18,91,91,91,862,862,862,15.02,,15.02,1.58,5.2,5.2,,19.8,19.8,,12.2,12.2,,115.3,115.3,,1322.91,1322.91,,323.8,323.8,,50.88,50.88,,6.75,6.75,,2.23,2.23,,0.74,0.74,,4.61,4.61,,4.61,4.61,,7.49,7.49,,7.49,7.49,,9.07,9.07,,9.07,9.07,
2023-06-13T08:20:00Z,-58,957,367,12824,18.333,18.333,18.333,90,90,90,861.963,861.963,861.963,18.737,,18.737,1.417,4.3,4.3,,14.3,14.3,,10,10,,143.3,143.3,,956.077,956.077,,259.88,259.88,,42.823,42.823,,3.13,3.13,,0.453,0.453,,0,0,,3.317,3.317,,3.317,3.317,,5.767,5.767,,5.767,5.767,,6.167,6.167,,6.167,6.167,
2023-06-13T10:20:00Z,-57,297,363,18128,20.75,20.75,20.75,83.25,83.25,83.25,860.505,860.505,860.505,24.317,,24.317,2.69,3.9,3.9,,13.5,13.5,,9.6,9.6,,149.2,149.2,,897.07,897.07,,241.692,241.692,,38,38,,3.18,3.18,,0.72,0.72,,0.107,0.107,,3.34,3.34,,3.34,3.34,,5.423,5.423,,5.423,5.423,,5.997,5.997,,5.997,5.997,
2023-06-13T10:30:00Z,-58,837,426,17504,18.6,18.6,18.6,86.2,86.2,86.2,860.5,860.5,860.5,28.224,,28.224,2.684,4.5,4.5,,15.1,15.1,,10.4,10.4,,138.5,138.5,,1008.906,1008.906,,266.642,266.642,,46.188,46.188,,3.982,3.982,,0.936,0.936,,0.43,0.43,,4.132,4.132,,4.132,4.132,,6.636,6.636,,6.636,6.636,,7.312,7.312,,7.312,7.312,
2023-06-13T10:40:00Z,-55,1437,363,18464,17.6,17.6,17.6,87.8,87.8,87.8,860.512,860.512,860.512,33.508,,33.508,2.284,4.2,4.2,,14,14,,9.9,9.9,,145.2,145.2,,936.484,936.484,,249.94,249.94,,44.022,44.022,,4.532,4.532,,1.416,1.416,,0.48,0.48,,3.734,3.734,,3.734,3.734,,6.014,6.014,,6.014,6.014,,7.114,7.114,,7.114,7.114,
2023-06-13T10:50:00Z,-55,2037,423,17824,16.6,16.6,16.6,89,89,89,860.518,860.518,860.518,40.84,,40.84,2.55,4.5,4.5,,15.1,15.1,,10.3,10.3,,138.7,138.7,,1006.496,1006.496,,270.726,270.726,,44.094,44.094,,2.886,2.886,,0.966,0.966,,0.446,0.446,,4.18,4.18,,4.18,4.18,,6.524,6.524,,6.524,6.524,,7.316,7.316,,7.316,7.316,
