time_stamp,rssi,uptime,pa_latency,memory,humidity,humidity_a,humidity_b,temperature,temperature_a,temperature_b,pressure,pressure_a,pressure_b,voc,voc_a,voc_b,analog_input,pm2.5_alt,pm2.5_alt_a,pm2.5_alt_b,scattering_coefficient,scattering_coefficient_a,scattering_coefficient_b,deciviews,deciviews_a,deciviews_b,visual_range,visual_range_a,visual_range_b,0.3_um_count,0.3_um_count_a,0.3_um_count_b,0.5_um_count,0.5_um_count_a,0.5_um_count_b,1.0_um_count,1.0_um_count_a,1.0_um_count_b,2.5_um_count,2.5_um_count_a,2.5_um_count_b,5.0_um_count,5.0_um_count_a,5.0_um_count_b,10.0_um_count,10.0_um_count_a,10.0_um_count_b,pm1.0_cf_1,pm1.0_cf_1_a,pm1.0_cf_1_b,pm1.0_atm,pm1.0_atm_a,pm1.0_atm_b,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b,pm2.5_cf_1,pm2.5_cf_1_a,pm2.5_cf_1_b,pm10.0_atm,pm10.0_atm_a,pm10.0_atm_b,pm10.0_cf_1,pm10.0_cf_1_a,pm10.0_cf_1_b
2023-06-12T07:40:00Z,-59,357,544,15683,19.667,19.667,19.667,84.667,84.667,84.667,865.947,865.947,865.947,25,,25,1.033,4.3,4.3,,16.2,16.2,,10.8,10.8,,132.4,132.4,,1081.37,1081.37,,343.807,343.807,,41.297,41.297,,10.677,10.677,,1.487,1.487,,0.75,0.75,,5.553,5.553,,5.533,5.533,,8.673,8.673,,8.673,8.673,,9.77,9.77,,9.77,9.77,
2023-06-12T07:50:00Z,-58,836,372,17264,16.8,16.8,16.8,88.4,88.4,88.4,865.894,865.894,865.894,34.72,,34.72,1.462,3,3,,9.1,9.1,,7.4,7.4,,186.2,186.2,,608.27,608.27,,182.25,182.25,,35.982,35.982,,6.692,6.692,,1.574,1.574,,0.57,0.57,,2.312,2.312,,2.312,2.312,,4.626,4.626,,4.626,4.626,,5.646,5.646,,5.646,5.646,
2023-06-12T08:00:00Z,-60,1436,378,16624,14.6,14.6,14.6,90.6,90.6,90.6,865.854,865.854,865.854,53.904,,53.904,1.212,3,3,,9,9,,7.4,7.4,,187,187,,603.32,603.32,,183.722,183.722,,31.926,31.926,,3.408,3.408,,0.94,0.94,,0.294,0.294,,2.416,2.416,,2.416,2.416,,4.148,4.148,,4.148,4.148,,4.75,4.75,,4.75,4.75,
2023-06-12T08:10:00Z,-59,2036,391,16624,13.8,13.8,13.8,92,92,92,865.73,865.73,865.73,69.748,,69.748,0.986,2.9,2.9,,8.5,8.5,,7.1,7.1,,192.6,192.6,,569.372,569.372,,173.504,173.504,,34.254,34.254,,5.134,5.134,,1.866,1.866,,1.02,1.02,,2.114,2.114,,2.114,2.114,,4.04,4.04,,4.04,4.04,,5.31,5.31,,5.31,5.31,
2023-06-12T08:20:00Z,-62,2636,365,17264,14,14,14,92.8,92.8,92.8,865.644,865.644,865.644,58.62,,58.62,1.048,2.9,2.9,,9.1,9.1,,7.4,7.4,,186.4,186.4,,606.738,606.738,,181.656,181.656,,31.142,31.142,,4.818,4.818,,0.852,0.852,,0.344,0.344,,2.384,2.384,,2.384,2.384,,4.372,4.372,,4.372,4.372,,4.924,4.924,,4.924,4.924,
2023-06-13T07:20:00Z,-70,657,376,16928,21,21,21,88,88,88,862.455,862.455,862.455,27.265,,27.265,1.07,4.6,4.6,,14,14,,9.8,9.8,,145.8,145.8,,930.83,930.83,,285.465,285.465,,51.57,51.57,,7.635,7.635,,0.65,0.65,,0.15,0.15,,4.32,4.32,,4.32,4.32,,7.785,7.785,,7.785,7.785,,8.185,8.185,,8.185,8.185,
2023-06-13T10:50:00Z,-61,238,358,15451,21.667,21.667,21.667,83,83,83,860.157,860.157,860.157,25,,25,1.29,4.9,4.9,,16.2,16.2,,10.8,10.8,,132.4,132.4,,1081.18,1081.18,,336.93,336.93,,54.76,54.76,,12.143,12.143,,1.233,1.233,,0.273,0.273,,5.563,5.563,,5.563,5.563,,9.767,9.767,,9.767,9.767,,10.577,10.577,,10.577,10.577,
2023-06-13T11:00:00Z,-58,717,373,16752,19.4,19.4,19.4,85.8,85.8,85.8,860.184,860.184,860.184,38.292,,38.292,1.124,4.1,4.1,,12.5,12.5,,9.1,9.1,,156.3,156.3,,830.906,830.906,,250.412,250.412,,45.526,45.526,,5.93,5.93,,1.328,1.328,,0.492,0.492,,3.758,3.758,,3.758,3.758,,6.462,6.462,,6.462,6.462,,7.288,7.288,,7.288,7.288,
2023-06-13T11:10:00Z,-59,1317,373,16752,18.2,18.2,18.2,87.6,87.6,87.6,860.28,860.28,860.28,46.12,,46.12,1.04,4.3,4.3,,12.2,12.2,,9,9,,157.9,157.9,,816.378,816.378,,248.546,248.546,,48.716,48.716,,6.294,6.294,,1.06,1.06,,0.378,0.378,,3.706,3.706,,3.706,3.706,,6.608,6.608,,6.608,6.608,,7.394,7.394,,7.394,7.394,
2023-06-13T11:20:00Z,-58,1917,368,17072,18,18,18,88.6,88.6,88.6,860.3,860.3,860.3,36.646,,36.646,1.1,4.3,4.3,,12.9,12.9,,9.4,9.4,,152.8,152.8,,862.806,862.806,,257.086,257.086,,51.922,51.922,,9.242,9.242,,2.412,2.412,,0.858,0.858,,3.788,3.788,,3.788,3.788,,7.114,7.114,,7.114,7.114,,8.736,8.736,,8.736,8.736,
2023-06-13T11:30:00Z,-59,2517,592,16752,18.4,18.4,18.4,89,89,89,860.334,860.334,860.334,28.442,,28.442,0.818,5.3,5.3,,15.6,15.6,,10.6,10.6,,135.7,135.7,,1041.426,1041.426,,318.746,318.746,,59.886,59.886,,9.012,9.012,,1.71,1.71,,0.696,0.696,,5.258,5.258,,5.258,5.258,,9.05,9.05,,9.05,9.05,,10.214,10.214,,10.214,10.214,
2023-06-13T11:40:00Z,-60,3117,368,17392,19.8,19.8,19.8,89,89,89,860.462,860.462,860.462,19.21,,19.21,1.008,6.4,6.4,,17.8,17.8,,11.4,11.4,,124.3,124.3,,1187.37,1187.37,,358.69,358.69,,75.366,75.366,,9.34,9.34,,2.352,2.352,,0.986,0.986,,5.962,5.962,,5.962,5.962,,10.292,10.292,,10.292,10.292,,11.896,11.896,,11.896,11.896,
2023-06-13T11:50:00Z,-58,3717,395,16752,21.4,21.4,21.4,89,89,89,860.36,860.36,860.36,24.742,,24.742,0.95,8.6,8.6,,23,23,,13.3,13.3,,103.6,103.6,,1536.486,1536.486,,458.788,458.788,,108.43,108.43,,16.646,16.646,,3.544,3.544,,1.37,1.37,,7.876,7.876,,7.876,7.876,,14.694,14.694,,14.694,14.694,,17.054,17.054,,17.054,17.054,
2023-06-13T12:00:00Z,-61,4317,422,17072,22,22,22,88.8,88.8,88.8,860.34,860.34,860.34,23.478,,23.478,0.976,9.2,9.2,,25,25,,13.9,13.9,,97.5,97.5,,1665.882,1665.882,,498.706,498.706,,114.34,114.34,,18.016,18.016,,3.526,3.526,,1.582,1.582,,8.73,8.73,,8.73,8.73,,15.778,15.778,,15.778,15.778,,18.194,18.194,,18.194,18.194,
2023-06-13T12:10:00Z,-61,4917,441,17072,22.6,22.6,22.6,88,88,88,860.352,860.352,860.352,24.232,,24.232,0.932,9.1,9.1,,25.4,25.4,,14,14,,96.4,96.4,,1692.102,1692.102,,503.142,503.142,,111.012,111.012,,16.666,16.666,,2.9,2.9,,0.982,0.982,,8.88,8.88,,8.88,8.88,,15.942,15.942,,15.942,15.942,,17.854,17.854,,17.854,17.854,
