"DateTime","Average","MNUMS 172 A"
"2024-06-04 09:00:00",2.3,1.77
"2024-06-04 10:00:00",,1.99
"2024-06-04 14:00:00",,1.124
"2024-06-04 15:00:00",,1.052
"2024-06-04 16:00:00",,0.677
"2024-06-04 17:00:00",,0.536
"2024-06-04 18:00:00",,0.464
"2024-06-04 19:00:00",,0.757
"2024-06-04 20:00:00",,1.27
"2024-06-04 21:00:00",,1.018
"2024-06-04 22:00:00",,1.304
"2024-06-04 23:00:00",,1.376
"2024-06-05 00:00:00",,1.732
"2024-06-05 01:00:00",,1.741
"2024-06-05 02:00:00",,1.712
"2024-06-05 03:00:00",,1.942
"2024-06-05 04:00:00",,1.997
"2024-06-05 05:00:00",,1.627
"2024-06-05 06:00:00",,1.804
"2024-06-05 07:00:00",,1.839
"2024-06-05 08:00:00",,1.858
"2024-06-06 10:00:00",,4.382
"2024-06-06 11:00:00",,5.002
"2024-06-06 12:00:00",,3.897
"2024-06-06 13:00:00",,3.409
"2024-06-06 14:00:00",,2.929
"2024-06-06 15:00:00",,1.397
"2024-06-06 16:00:00",,1.316
"2024-06-06 17:00:00",,0.841
"2024-06-06 18:00:00",,0.304
"2024-06-06 19:00:00",,0.31
"2024-06-06 20:00:00",,0.341
"2024-06-06 21:00:00",,0.755
"2024-06-06 22:00:00",,2.237
"2024-06-06 23:00:00",,4.604
"2024-06-07 00:00:00",,5.048
"2024-06-07 01:00:00",,6.546
"2024-06-07 02:00:00",,6.887
"2024-06-07 03:00:00",,5.229
"2024-06-07 04:00:00",,4.138
"2024-06-07 05:00:00",,3.452
"2024-06-07 06:00:00",,2.446
"2024-06-07 07:00:00",,2.798
"2024-06-07 08:00:00",,3.434
"2024-06-07 09:00:00",,2.75
"2024-06-07 10:00:00",,2.404
"2024-06-07 11:00:00",2.3,2.649
