"DateTime","Average","MNUMS 193 A"
"2024-06-04 08:00:00",5.8,3.055
"2024-06-06 10:00:00",,7.766
"2024-06-06 11:00:00",,9.266
"2024-06-06 12:00:00",,7.587
"2024-06-06 13:00:00",,6.546
"2024-06-06 14:00:00",,5.583
"2024-06-06 15:00:00",,3.152
"2024-06-06 16:00:00",,2.784
"2024-06-06 17:00:00",,1.807
"2024-06-06 18:00:00",,1.298
"2024-06-06 19:00:00",,1.137
"2024-06-06 20:00:00",,1.563
"2024-06-06 21:00:00",,1.93
"2024-06-06 22:00:00",,4.362
"2024-06-06 23:00:00",,8.611
"2024-06-07 00:00:00",,8.723
"2024-06-07 01:00:00",,12.526
"2024-06-07 02:00:00",,11.393
"2024-06-07 03:00:00",,8.958
"2024-06-07 04:00:00",,7.693
"2024-06-07 05:00:00",,6.198
"2024-06-07 06:00:00",,5.345
"2024-06-07 07:00:00",,5.654
"2024-06-07 08:00:00",,6.8
"2024-06-07 09:00:00",,5.546
"2024-06-07 10:00:00",,5.21
"2024-06-07 11:00:00",,5.158
"2024-06-07 12:00:00",5.8,5.386
