"DateTime","Average","MNUMS 171 A"
"2024-06-04 08:00:00",4.1,2.38
"2024-06-04 14:00:00",,1.607
"2024-06-04 15:00:00",,1.43
"2024-06-04 16:00:00",,1.079
"2024-06-04 17:00:00",,1.046
"2024-06-04 18:00:00",,0.803
"2024-06-04 19:00:00",,1.373
"2024-06-04 20:00:00",,1.873
"2024-06-04 21:00:00",,1.655
"2024-06-04 22:00:00",,2.142
"2024-06-04 23:00:00",,2.217
"2024-06-05 00:00:00",,2.939
"2024-06-05 01:00:00",,2.856
"2024-06-05 02:00:00",,2.841
"2024-06-05 03:00:00",,2.853
"2024-06-05 04:00:00",,2.954
"2024-06-05 05:00:00",,2.413
"2024-06-05 06:00:00",,2.599
"2024-06-05 07:00:00",,2.735
"2024-06-05 08:00:00",,2.696
"2024-06-06 10:00:00",,7.705
"2024-06-06 11:00:00",,9.325
"2024-06-06 12:00:00",,7.779
"2024-06-06 13:00:00",,6.734
"2024-06-06 14:00:00",,5.598
"2024-06-06 15:00:00",,3.121
"2024-06-06 16:00:00",,2.925
"2024-06-06 17:00:00",,1.831
"2024-06-06 18:00:00",,1.264
"2024-06-06 19:00:00",,1.256
"2024-06-06 20:00:00",,1.272
"2024-06-06 21:00:00",,1.879
"2024-06-06 22:00:00",,4.832
"2024-06-06 23:00:00",,7.95
"2024-06-07 00:00:00",,8.672
"2024-06-07 01:00:00",,10.776
"2024-06-07 02:00:00",,11.088
"2024-06-07 03:00:00",,8.808
"2024-06-07 04:00:00",,7.369
"2024-06-07 05:00:00",,6.004
"2024-06-07 06:00:00",,5.372
"2024-06-07 07:00:00",,5.204
"2024-06-07 08:00:00",,6.395
"2024-06-07 09:00:00",,5.217
"2024-06-07 10:00:00",,4.76
"2024-06-07 11:00:00",4.1,5.128
