"DateTime","Average","MNUMS 187 A"
"2024-06-04 10:00:00",6.9,34.712
"2024-06-06 10:00:00",,7.578
"2024-06-06 11:00:00",,9.183
"2024-06-06 12:00:00",,7.487
"2024-06-06 13:00:00",,6.412
"2024-06-06 14:00:00",,5.391
"2024-06-06 15:00:00",,3.164
"2024-06-06 16:00:00",,2.834
"2024-06-06 17:00:00",,1.667
"2024-06-06 18:00:00",,1.164
"2024-06-06 19:00:00",,1.121
"2024-06-06 20:00:00",,1.491
"2024-06-06 21:00:00",,1.939
"2024-06-06 22:00:00",,3.987
"2024-06-06 23:00:00",,8.748
"2024-06-07 00:00:00",,9.6
"2024-06-07 01:00:00",,13.161
"2024-06-07 02:00:00",,11.895
"2024-06-07 03:00:00",,9.078
"2024-06-07 04:00:00",,7.65
"2024-06-07 05:00:00",,6
"2024-06-07 06:00:00",,5.397
"2024-06-07 07:00:00",,5.532
"2024-06-07 08:00:00",,6.683
"2024-06-07 09:00:00",,5.207
"2024-06-07 10:00:00",,5.084
"2024-06-07 11:00:00",,5.066
"2024-06-07 12:00:00",6.9,4.997
