"DateTime","Average","MNUMS 188 A"
"2024-06-04 11:00:00",4.5,2.43
"2024-06-06 10:00:00",,6.347
"2024-06-06 11:00:00",,7.572
"2024-06-06 12:00:00",,6.028
"2024-06-06 13:00:00",,5.222
"2024-06-06 14:00:00",,4.45
"2024-06-06 15:00:00",,2.327
"2024-06-06 16:00:00",,2.084
"2024-06-06 17:00:00",,1.331
"2024-06-06 18:00:00",,0.853
"2024-06-06 19:00:00",,0.657
"2024-06-06 20:00:00",,0.89
"2024-06-06 21:00:00",,1.194
"2024-06-06 22:00:00",,3.646
"2024-06-06 23:00:00",,6.831
"2024-06-07 00:00:00",,7.752
"2024-06-07 01:00:00",,10.078
"2024-06-07 02:00:00",,9.2
"2024-06-07 03:00:00",,7.087
"2024-06-07 04:00:00",,5.891
"2024-06-07 05:00:00",,4.666
"2024-06-07 06:00:00",,4.127
"2024-06-07 07:00:00",,4.224
"2024-06-07 08:00:00",,5.155
"2024-06-07 09:00:00",,3.855
"2024-06-07 10:00:00",,3.796
"2024-06-07 11:00:00",,4.191
"2024-06-07 12:00:00",4.5,4.035
