"DateTime","Average","MNUMS 190 A"
"2024-06-04 11:00:00",4.9,2.03
"2024-06-06 10:00:00",,6.804
"2024-06-06 11:00:00",,7.728
"2024-06-06 12:00:00",,6.47
"2024-06-06 13:00:00",,5.387
"2024-06-06 14:00:00",,4.691
"2024-06-06 15:00:00",,2.632
"2024-06-06 16:00:00",,2.317
"2024-06-06 17:00:00",,1.543
"2024-06-06 18:00:00",,0.94
"2024-06-06 19:00:00",,0.996
"2024-06-06 20:00:00",,1.124
"2024-06-06 21:00:00",,1.726
"2024-06-06 22:00:00",,3.812
"2024-06-06 23:00:00",,7.637
"2024-06-07 00:00:00",,8.224
"2024-06-07 01:00:00",,10.697
"2024-06-07 02:00:00",,9.937
"2024-06-07 03:00:00",,7.849
"2024-06-07 04:00:00",,6.472
"2024-06-07 05:00:00",,5.32
"2024-06-07 06:00:00",,4.703
"2024-06-07 07:00:00",,4.612
"2024-06-07 08:00:00",,5.692
"2024-06-07 09:00:00",,4.398
"2024-06-07 10:00:00",,4.332
"2024-06-07 11:00:00",,4.311
"2024-06-07 12:00:00",4.9,4.182
