"DateTime","Average","MNUMS 185 A"
"2024-06-04 08:00:00",13.7,239.85
"2024-06-06 10:00:00",,6.98
"2024-06-06 11:00:00",,8.664
"2024-06-06 12:00:00",,6.877
"2024-06-06 13:00:00",,5.898
"2024-06-06 14:00:00",,5.059
"2024-06-06 15:00:00",,2.857
"2024-06-06 16:00:00",,2.629
"2024-06-06 17:00:00",,1.663
"2024-06-06 18:00:00",,1.129
"2024-06-06 19:00:00",,1.026
"2024-06-06 20:00:00",,1.321
"2024-06-06 21:00:00",,2.017
"2024-06-06 22:00:00",,3.751
"2024-06-06 23:00:00",,7.767
"2024-06-07 00:00:00",,7.999
"2024-06-07 01:00:00",,11.543
"2024-06-07 02:00:00",,10.617
"2024-06-07 03:00:00",,8.359
"2024-06-07 04:00:00",,7.005
"2024-06-07 05:00:00",,5.756
"2024-06-07 06:00:00",,5.336
"2024-06-07 07:00:00",,5.109
"2024-06-07 08:00:00",,6.103
"2024-06-07 09:00:00",,4.906
"2024-06-07 10:00:00",,4.575
"2024-06-07 11:00:00",,4.78
"2024-06-07 12:00:00",13.7,4.665
