time_stamp,rssi,uptime,pa_latency,memory,humidity,humidity_a,humidity_b,temperature,temperature_a,temperature_b,pressure,pressure_a,pressure_b,voc,voc_a,voc_b,analog_input,pm2.5_alt,pm2.5_alt_a,pm2.5_alt_b,scattering_coefficient,scattering_coefficient_a,scattering_coefficient_b,deciviews,deciviews_a,deciviews_b,visual_range,visual_range_a,visual_range_b,0.3_um_count,0.3_um_count_a,0.3_um_count_b,0.5_um_count,0.5_um_count_a,0.5_um_count_b,1.0_um_count,1.0_um_count_a,1.0_um_count_b,2.5_um_count,2.5_um_count_a,2.5_um_count_b,5.0_um_count,5.0_um_count_a,5.0_um_count_b,10.0_um_count,10.0_um_count_a,10.0_um_count_b,pm1.0_cf_1,pm1.0_cf_1_a,pm1.0_cf_1_b,pm1.0_atm,pm1.0_atm_a,pm1.0_atm_b,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b,pm2.5_cf_1,pm2.5_cf_1_a,pm2.5_cf_1_b,pm10.0_atm,pm10.0_atm_a,pm10.0_atm_b,pm10.0_cf_1,pm10.0_cf_1_a,pm10.0_cf_1_b
2023-06-13T11:00:00Z,-62,777,408,15766,19,19,19,86.75,86.75,86.75,860.697,860.697,860.697,25.075,,25.075,0.72,4.3,4.3,,12.6,12.6,,9.2,9.2,,155.5,155.5,,837.93,837.93,,238.542,238.542,,49.457,49.457,,5.588,5.588,,1.975,1.975,,0.69,0.69,,3,3,,3,3,,5.71,5.71,,5.71,5.71,,7.078,7.078,,7.078,7.078,
2023-06-13T11:10:00Z,-62,1316,356,17072,18,18,18,88,88,88,860.766,860.766,860.766,29.926,,29.926,1.142,4.2,4.2,,12.5,12.5,,9.2,9.2,,156.1,156.1,,832.728,832.728,,237.312,237.312,,47.982,47.982,,5.658,5.658,,1.504,1.504,,0.724,0.724,,2.808,2.808,,2.808,2.808,,5.606,5.606,,5.606,5.606,,6.766,6.766,,6.766,6.766,
2023-06-13T11:20:00Z,-61,1916,353,17392,18,18,18,89,89,89,860.776,860.776,860.776,27.386,,27.386,1.214,4.4,4.4,,12.6,12.6,,9.2,9.2,,155.4,155.4,,839.03,839.03,,242.442,242.442,,52.326,52.326,,6.448,6.448,,1.678,1.678,,0.6,0.6,,2.836,2.836,,2.836,2.836,,6.066,6.066,,6.066,6.066,,7.172,7.172,,7.172,7.172,
2023-06-13T11:30:00Z,-62,2516,377,17072,18.2,18.2,18.2,89,89,89,860.776,860.776,860.776,25.51,,25.51,0.822,4.9,4.9,,14.6,14.6,,10.1,10.1,,141.9,141.9,,970.934,970.934,,274.6,274.6,,55.268,55.268,,5.604,5.604,,1.324,1.324,,0.724,0.724,,3.682,3.682,,3.682,3.682,,6.714,6.714,,6.714,6.714,,7.792,7.792,,7.792,7.792,
2023-06-13T11:40:00Z,-62,3116,436,16752,19.4,19.4,19.4,89,89,89,860.926,860.926,860.926,20.586,,20.586,0.786,6.5,6.5,,18.2,18.2,,11.6,11.6,,122.7,122.7,,1210.7,1210.7,,348.318,348.318,,78.506,78.506,,9.872,9.872,,2.228,2.228,,0.808,0.808,,4.996,4.996,,4.996,4.996,,9.544,9.544,,9.544,9.544,,10.898,10.898,,10.898,10.898,
2023-06-13T11:50:00Z,-62,3716,370,16752,20.8,20.8,20.8,89,89,89,860.836,860.836,860.836,24.908,,24.908,1.088,7.7,7.7,,23.4,23.4,,13.4,13.4,,102.6,102.6,,1556.936,1556.936,,444.174,444.174,,86.592,86.592,,10.42,10.42,,3.1,3.1,,1.91,1.91,,7.14,7.14,,7.14,7.14,,11.5,11.5,,11.5,11.5,,13.436,13.436,,13.436,13.436,
2023-06-13T12:00:00Z,-63,4316,387,17072,22,22,22,89,89,89,860.776,860.776,860.776,24.438,,24.438,0.874,8.4,8.4,,24.5,24.5,,13.7,13.7,,99,99,,1632.152,1632.152,,468.152,468.152,,95.79,95.79,,11.478,11.478,,2.412,2.412,,1.042,1.042,,7.548,7.548,,7.548,7.548,,12.48,12.48,,12.48,12.48,,14.068,14.068,,14.068,14.068,
2023-06-13T12:10:00Z,-64,4916,539,16112,22.4,22.4,22.4,88.6,88.6,88.6,860.802,860.802,860.802,23.436,,23.436,0.902,8.6,8.6,,25.4,25.4,,14,14,,96.3,96.3,,1694.44,1694.44,,483.818,483.818,,94.936,94.936,,9.082,9.082,,3.564,3.564,,2.31,2.31,,7.87,7.87,,7.87,7.87,,12.28,12.28,,12.28,12.28,,14.756,14.756,,14.756,14.756,
2023-06-13T12:20:00Z,-64,5516,415,17392,23,23,23,89,89,89,861.02,861.02,861.02,25,,25,0.992,8.6,8.6,,25.9,25.9,,14.1,14.1,,94.9,94.9,,1728.072,1728.072,,493.706,493.706,,96.622,96.622,,11.468,11.468,,2.052,2.052,,1.234,1.234,,8.22,8.22,,8.22,8.22,,13.352,13.352,,13.352,13.352,,14.752,14.752,,14.752,14.752,
2023-06-13T12:30:00Z,-62,6116,456,17072,23,23,23,89,89,89,861.36,861.36,861.36,24.85,,24.85,0.782,8.4,8.4,,25.2,25.2,,13.9,13.9,,97,97,,1677.18,1677.18,,483.012,483.012,,93.432,93.432,,11.242,11.242,,1.924,1.924,,0.572,0.572,,7.882,7.882,,7.882,7.882,,12.774,12.774,,12.774,12.774,,14.032,14.032,,14.032,14.032,
2023-06-13T12:40:00Z,-62,6716,388,16752,22.6,22.6,22.6,89,89,89,861.572,861.572,861.572,27.466,,27.466,0.896,8.4,8.4,,23.9,23.9,,13.5,13.5,,100.8,100.8,,1594.364,1594.364,,461.548,461.548,,94.864,94.864,,8.816,8.816,,2.122,2.122,,0.86,0.86,,7.65,7.65,,7.65,7.65,,11.904,11.904,,11.904,11.904,,13.274,13.274,,13.274,13.274,
2023-06-13T12:50:00Z,-63,7316,407,17072,22,22,22,89,89,89,861.722,861.722,861.722,29.712,,29.712,0.92,8,8,,23.1,23.1,,13.3,13.3,,103.4,103.4,,1540.42,1540.42,,445.16,445.16,,89.358,89.358,,8.82,8.82,,1.804,1.804,,1.036,1.036,,7.094,7.094,,7.094,7.094,,11.59,11.59,,11.59,11.59,,12.722,12.722,,12.722,12.722,
2023-06-13T13:00:00Z,-63,7916,370,16752,22,22,22,89,89,89,861.764,861.764,861.764,31.74,,31.74,0.998,7.9,7.9,,23,23,,13.2,13.2,,103.7,103.7,,1534.124,1534.124,,434.808,434.808,,89.282,89.282,,8.798,8.798,,1.452,1.452,,0.522,0.522,,6.986,6.986,,6.986,6.986,,11.492,11.492,,11.492,11.492,,12.234,12.234,,12.234,12.234,
2023-06-13T13:10:00Z,-62,8516,366,16752,22,22,22,89,89,89,861.876,861.876,861.876,33.208,,33.208,0.85,7.6,7.6,,22.3,22.3,,13,13,,106,106,,1488.38,1488.38,,427.234,427.234,,84.244,84.244,,8.25,8.25,,1.908,1.908,,0.97,0.97,,6.816,6.816,,6.826,6.826,,11.118,11.118,,11.118,11.118,,12.182,12.182,,12.182,12.182,
2023-06-13T13:20:00Z,-63,9116,379,16112,22,22,22,89,89,89,862.006,862.006,862.006,35.004,,35.004,0.858,7.1,7.1,,21.1,21.1,,12.6,12.6,,110.6,110.6,,1404.064,1404.064,,404.7,404.7,,76.62,76.62,,6.076,6.076,,0.776,0.776,,0.084,0.084,,6.504,6.504,,6.504,6.504,,10.37,10.37,,10.37,10.37,,10.704,10.704,,10.704,10.704,
2023-06-13T13:30:00Z,-61,9716,363,16752,22,22,22,89,89,89,862.202,862.202,862.202,36.47,,36.47,0.86,6.9,6.9,,20.7,20.7,,12.5,12.5,,111.9,111.9,,1381.18,1381.18,,391.164,391.164,,75.75,75.75,,6.872,6.872,,1.514,1.514,,0.418,0.418,,6.114,6.114,,6.114,6.114,,10.09,10.09,,10.09,10.09,,10.862,10.862,,10.862,10.862,
2023-06-13T13:40:00Z,-62,10316,371,17392,22,22,22,89,89,89,862.892,862.892,862.892,37.11,,37.11,0.876,7.1,7.1,,21.2,21.2,,12.6,12.6,,110.2,110.2,,1411.178,1411.178,,402.978,402.978,,75.626,75.626,,5.218,5.218,,0.86,0.86,,0.43,0.43,,6.31,6.31,,6.31,6.31,,10.182,10.182,,10.182,10.182,,10.652,10.652,,10.652,10.652,
2023-06-13T13:50:00Z,-62,10916,404,16752,22,22,22,89.2,89.2,89.2,863.866,863.866,863.866,36.768,,36.768,1.028,7.2,7.2,,21.1,21.1,,12.6,12.6,,110.3,110.3,,1407.92,1407.92,,407.968,407.968,,79.814,79.814,,7.14,7.14,,0.766,0.766,,0.508,0.508,,6.346,6.346,,6.346,6.346,,10.682,10.682,,10.682,10.682,,11.26,11.26,,11.26,11.26,
2023-06-13T14:00:00Z,-62,11516,356,16752,22,22,22,90,90,90,864.444,864.444,864.444,25.774,,25.774,0.784,8.2,8.2,,24.7,24.7,,13.8,13.8,,98.3,98.3,,1648.16,1648.16,,472.838,472.838,,91.192,91.192,,9.982,9.982,,1.274,1.274,,0.478,0.478,,7.698,7.698,,7.698,7.698,,12.514,12.514,,12.514,12.514,,13.378,13.378,,13.378,13.378,
2023-06-13T14:10:00Z,-62,12116,380,16112,22.4,22.4,22.4,90,90,90,864.608,864.608,864.608,25.466,,25.466,0.794,8.2,8.2,,24.1,24.1,,13.6,13.6,,100.2,100.2,,1606.886,1606.886,,461.258,461.258,,89.586,89.586,,7.808,7.808,,1.43,1.43,,0.486,0.486,,7.568,7.568,,7.568,7.568,,11.806,11.806,,11.806,11.806,,12.666,12.666,,12.666,12.666,
2023-06-13T14:20:00Z,-62,12716,372,17392,22.6,22.6,22.6,90,90,90,864.22,864.22,864.22,27.26,,27.26,1.066,8,8,,23.6,23.6,,13.4,13.4,,101.9,101.9,,1571.072,1571.072,,454.164,454.164,,91.31,91.31,,11.768,11.768,,1.742,1.742,,0.756,0.756,,7.366,7.366,,7.366,7.366,,12.296,12.296,,12.296,12.296,,13.406,13.406,,13.406,13.406,
2023-06-13T14:30:00Z,-64,13316,363,16752,22,22,22,89.6,89.6,89.6,864.624,864.624,864.624,33.33,,33.33,1.122,7.3,7.3,,21.2,21.2,,12.7,12.7,,109.9,109.9,,1416.546,1416.546,,406.038,406.038,,81.492,81.492,,8.242,8.242,,1.732,1.732,,0.934,0.934,,6.39,6.39,,6.39,6.39,,10.492,10.492,,10.492,10.492,,11.506,11.506,,11.506,11.506,
2023-06-13T14:40:00Z,-62,13916,466,17712,22,22,22,89,89,89,863.988,863.988,863.988,34.184,,34.184,0.852,6.6,6.6,,19.5,19.5,,12.1,12.1,,116.8,116.8,,1298.846,1298.846,,373.942,373.942,,73.45,73.45,,8.1,8.1,,1.61,1.61,,0.99,0.99,,5.722,5.722,,5.722,5.722,,9.778,9.778,,9.778,9.778,,10.848,10.848,,10.848,10.848,
2023-06-13T14:50:00Z,-62,14516,364,17072,22,22,22,89,89,89,863.734,863.734,863.734,35.21,,35.21,0.676,6.2,6.2,,18.4,18.4,,11.7,11.7,,121.5,121.5,,1227.096,1227.096,,351.018,351.018,,70.264,70.264,,8.444,8.444,,1.686,1.686,,0.682,0.682,,5.232,5.232,,5.232,5.232,,9.204,9.204,,9.204,9.204,,10.094,10.094,,10.094,10.094,
2023-06-13T15:00:00Z,-63,15116,361,17392,22,22,22,89,89,89,863.792,863.792,863.792,35.716,,35.716,0.934,6,6,,17.2,17.2,,11.2,11.2,,127.5,127.5,,1143.932,1143.932,,329.064,329.064,,67.8,67.8,,6.804,6.804,,0.978,0.978,,0.236,0.236,,4.676,4.676,,4.676,4.676,,8.586,8.586,,8.586,8.586,,9.292,9.292,,9.292,9.292,
2023-06-13T15:10:00Z,-62,15716,394,16112,22,22,22,89,89,89,864.336,864.336,864.336,36.406,,36.406,0.83,5.5,5.5,,15.9,15.9,,10.7,10.7,,134.1,134.1,,1059.776,1059.776,,304.138,304.138,,60.828,60.828,,5.48,5.48,,0.458,0.458,,0.198,0.198,,4.322,4.322,,4.322,4.322,,7.878,7.878,,7.878,7.878,,8.246,8.246,,8.246,8.246,
2023-06-13T15:20:00Z,-61,16316,444,17072,22,22,22,89,89,89,864.578,864.578,864.578,36.514,,36.514,0.938,5.4,5.4,,15.7,15.7,,10.6,10.6,,135.1,135.1,,1048.028,1048.028,,298.128,298.128,,59.902,59.902,,4.794,4.794,,0.77,0.77,,0.258,0.258,,4.132,4.132,,4.132,4.132,,7.472,7.472,,7.472,7.472,,7.996,7.996,,7.996,7.996,
2023-06-13T15:30:00Z,-62,16916,424,16752,22,22,22,89,89,89,864.698,864.698,864.698,36.914,,36.914,0.886,4.9,4.9,,14.8,14.8,,10.2,10.2,,140.2,140.2,,989.46,989.46,,283.59,283.59,,53.182,53.182,,4.592,4.592,,0.772,0.772,,0.43,0.43,,3.878,3.878,,3.878,3.878,,6.832,6.832,,6.832,6.832,,7.374,7.374,,7.374,7.374,
2023-06-13T15:40:00Z,-61,17516,422,17392,22,22,22,89,89,89,864.44,864.44,864.44,37.244,,37.244,0.734,4.5,4.5,,13.3,13.3,,9.5,9.5,,150.4,150.4,,884.968,884.968,,252.372,252.372,,48.518,48.518,,2.958,2.958,,0.654,0.654,,0.344,0.344,,3.376,3.376,,3.376,3.376,,5.644,5.644,,5.644,5.644,,6.182,6.182,,6.182,6.182,
2023-06-13T15:50:00Z,-63,18116,375,17072,22,22,22,89,89,89,863.984,863.984,863.984,37.828,,37.828,0.926,4.2,4.2,,12.8,12.8,,9.3,9.3,,153.9,153.9,,851.918,851.918,,245.038,245.038,,46.132,46.132,,4.914,4.914,,0.806,0.806,,0.432,0.432,,3.044,3.044,,3.044,3.044,,5.802,5.802,,5.802,5.802,,6.37,6.37,,6.37,6.37,
2023-06-13T16:00:00Z,-61,18716,363,17072,22,22,22,89,89,89,864.152,864.152,864.152,38.308,,38.308,0.942,4.3,4.3,,12.3,12.3,,9.1,9.1,,157.4,157.4,,821.266,821.266,,232.372,232.372,,48.362,48.362,,4.232,4.232,,0.51,0.51,,0.168,0.168,,2.802,2.802,,2.802,2.802,,5.616,5.616,,5.616,5.616,,5.956,5.956,,5.956,5.956,
