Sensor,Coefficient,Intercept
MNUMS 179,0.8568948001979272,[124.19626347]
MNUMS 186,0.8616670072214496,[120.01790808]
MNUMS 192,0.8621795905568058,[119.78301881]
MNUMS 193,0.8551034238247129,[125.69061375]
MNUMS 187,0.8640077072198161,[117.86547663]
MNUMS 191,0.8541128575472122,[126.64184818]
MNUMS 185,0.8531486039044406,[127.50023605]
MNUMS 184,0.8514863205424521,[129.1566366]
MNUMS 190,0.8560246478665636,[124.72533931]
MNUMS 194,0.8587496022963653,[122.17948143]
MNUMS 180,0.859274578657622,[121.90909868]
MNUMS 181,0.8573897158169465,[123.66491462]
MNUMS 195,0.8571062423435766,[123.99567298]
MNUMS 183,0.8629465776498114,[119.07291529]
MNUMS 197,0.8738199109622711,[109.13583696]
MNUMS 196,0.8713587863648371,[110.65615484]
MNUMS 182,0.8654391440439622,[116.96549182]
MNUMS 206,0.8707307923208375,[112.29808975]
MNUMS 171,0.8629303805419958,[119.17354827]
MNUMS 205,0.8599970652252519,[121.55905745]
MNUMS 173,0.8603447344705939,[121.12630933]
MNUMS 198,0.8068112314880951,[166.97889021]
MNUMS 199,0.8719110534938703,[110.85557603]
MNUMS 172,0.8603572701313709,[120.91789969]
MNUMS 204,0.8710650210673317,[111.58169613]
MNUMS 200,0.8588746523884826,[122.25319684]
MNUMS 189,0.8640841411039893,[117.74750753]
MNUMS 188,0.8567444018800696,[124.40642882]
MNUMS 201,0.8581850462809998,[123.07518856]
MNUMS 203,0.8699374707167505,[112.54276849]
MNUMS 174,0.8554317133272881,[125.66501239]
MNUMS 202,0.8535941710238506,[126.45082483]
