Sensor,Coefficient,Intercept
MNUMS 179,0.7687871333075101,[2.80632894]
MNUMS 186,0.8507464971585347,[3.53090645]
MNUMS 192,0.7687285136748591,[5.36251118]
MNUMS 193,0.7686925238242144,[5.55855712]
MNUMS 187,0.7926629535798848,[4.64990793]
MNUMS 191,0.7680884464697768,[4.76957082]
MNUMS 185,0.7641936953960384,[5.3928653]
MNUMS 184,0.8101913120186428,[4.32349319]
MNUMS 190,0.7579524984299014,[5.20129444]
MNUMS 194,0.704814447089628,[4.30062369]
MNUMS 180,0.8757471679283138,[4.09682712]
MNUMS 181,0.8109099350941354,[5.06520029]
MNUMS 195,0.7383450397397919,[3.25177703]
MNUMS 183,0.816666410429861,[4.03902512]
MNUMS 197,0.6992979874110712,[3.55525626]
MNUMS 196,0.6773512512027506,[4.50835221]
MNUMS 182,0.8322368052782615,[1.39506304]
MNUMS 206,0.6904867349398862,[4.15326333]
MNUMS 171,0.9025617732558125,[0.7985739]
MNUMS 205,0.6935257059286773,[4.65435932]
MNUMS 173,0.8181624988110477,[4.42830828]
MNUMS 198,0.7392252111580753,[3.08225607]
MNUMS 199,0.6746272364171583,[4.84568675]
MNUMS 172,0.8283804415976636,[4.36676316]
MNUMS 204,0.7156585046116382,[3.72216864]
MNUMS 200,0.6824780546947595,[3.90321911]
MNUMS 189,0.7586603694598473,[5.48078107]
MNUMS 188,0.8109160041322122,[4.35768419]
MNUMS 201,0.699837925921206,[4.50308995]
MNUMS 203,0.6863517004634645,[4.59185857]
MNUMS 174,0.9321536697523813,[3.20454747]
MNUMS 202,0.7190101375619905,[4.16065193]
