time_stamp,rssi,uptime,pa_latency,memory,humidity,humidity_a,humidity_b,temperature,temperature_a,temperature_b,pressure,pressure_a,pressure_b,voc,voc_a,voc_b,analog_input,pm2.5_alt,pm2.5_alt_a,pm2.5_alt_b,scattering_coefficient,scattering_coefficient_a,scattering_coefficient_b,deciviews,deciviews_a,deciviews_b,visual_range,visual_range_a,visual_range_b,0.3_um_count,0.3_um_count_a,0.3_um_count_b,0.5_um_count,0.5_um_count_a,0.5_um_count_b,1.0_um_count,1.0_um_count_a,1.0_um_count_b,2.5_um_count,2.5_um_count_a,2.5_um_count_b,5.0_um_count,5.0_um_count_a,5.0_um_count_b,10.0_um_count,10.0_um_count_a,10.0_um_count_b,pm1.0_cf_1,pm1.0_cf_1_a,pm1.0_cf_1_b,pm1.0_atm,pm1.0_atm_a,pm1.0_atm_b,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b,pm2.5_cf_1,pm2.5_cf_1_a,pm2.5_cf_1_b,pm10.0_atm,pm10.0_atm_a,pm10.0_atm_b,pm10.0_cf_1,pm10.0_cf_1_a,pm10.0_cf_1_b
2023-06-13T08:40:00Z,-59,596,,13552,22,22,22,85,85,85,861.61,861.61,861.61,25.62,,25.62,0.57,4,4,,14.5,14.5,,10.1,10.1,,142.2,142.2,,967.76,967.76,,240.69,240.69,,38.44,38.44,,2.56,2.56,,0.99,0.99,,0.24,0.24,,3.27,3.27,,3.27,3.27,,5.39,5.39,,5.39,5.39,,6.08,6.08,,6.08,6.08,
2023-06-13T08:50:00Z,-60,958,425,15267,20.4,20.4,20.4,87.8,87.8,87.8,861.498,861.498,861.498,26.05,,26.05,0.628,4,4,,14.2,14.2,,9.9,9.9,,144.4,144.4,,944.596,944.596,,247.036,247.036,,37.656,37.656,,2.644,2.644,,0.732,0.732,,0.038,0.038,,3.788,3.788,,3.788,3.788,,5.712,5.712,,5.712,5.712,,6.246,6.246,,6.246,6.246,
2023-06-13T09:00:00Z,-56,1556,369,15728,18.6,18.6,18.6,90.6,90.6,90.6,861.35,861.35,861.35,26.822,,26.822,0.558,4.1,4.1,,14.1,14.1,,9.9,9.9,,145,145,,939.06,939.06,,247.938,247.938,,40.814,40.814,,3.134,3.134,,0.936,0.936,,0.17,0.17,,3.78,3.78,,3.78,3.78,,5.976,5.976,,5.976,5.976,,6.686,6.686,,6.686,6.686,
2023-06-13T09:10:00Z,-56,2156,423,16368,17.4,17.4,17.4,91.8,91.8,91.8,861.132,861.132,861.132,38.724,,38.724,0.43,4.3,4.3,,15.5,15.5,,10.5,10.5,,136.6,136.6,,1030.382,1030.382,,270.398,270.398,,40.56,40.56,,2.954,2.954,,0.548,0.548,,0.12,0.12,,4.404,4.404,,4.404,4.404,,6.56,6.56,,6.56,6.56,,7.06,7.06,,7.06,7.06,
2023-06-13T09:20:00Z,-57,2756,382,16688,17,17,17,92.8,92.8,92.8,860.94,860.94,860.94,47.33,,47.33,0.404,4.3,4.3,,15.3,15.3,,10.4,10.4,,137.5,137.5,,1019.738,1019.738,,266.132,266.132,,41.002,41.002,,2.45,2.45,,0.944,0.944,,0.258,0.258,,4.324,4.324,,4.324,4.324,,6.462,6.462,,6.462,6.462,,7.168,7.168,,7.168,7.168,
2023-06-13T09:30:00Z,-56,3356,365,16368,16.6,16.6,16.6,93,93,93,860.878,860.878,860.878,43.368,,43.368,0.382,4.3,4.3,,14.8,14.8,,10.2,10.2,,140.5,140.5,,986.584,986.584,,261.036,261.036,,43.106,43.106,,3.718,3.718,,1.274,1.274,,0.592,0.592,,4.194,4.194,,4.194,4.194,,6.49,6.49,,6.49,6.49,,7.558,7.558,,7.558,7.558,
2023-06-13T09:40:00Z,-56,3956,404,17008,16,16,16,93.8,93.8,93.8,860.768,860.768,860.768,45.898,,45.898,0.472,4.3,4.3,,15.4,15.4,,10.5,10.5,,136.8,136.8,,1028.186,1028.186,,264.572,264.572,,41.096,41.096,,2.886,2.886,,0.644,0.644,,0.18,0.18,,4.182,4.182,,4.182,4.182,,6.464,6.464,,6.464,6.464,,7.014,7.014,,7.014,7.014,
2023-06-13T09:50:00Z,-57,4556,364,16688,16.2,16.2,16.2,94,94,94,860.602,860.602,860.602,45.854,,45.854,0.4,4,4,,14,14,,9.9,9.9,,145.3,145.3,,935.224,935.224,,247.516,247.516,,36.384,36.384,,1.504,1.504,,0.34,0.34,,0.084,0.084,,4.048,4.048,,4.048,4.048,,5.784,5.784,,5.784,5.784,,6.106,6.106,,6.106,6.106,
2023-06-13T10:00:00Z,-56,5156,415,16048,16.6,16.6,16.6,94,94,94,860.516,860.516,860.516,36.08,,36.08,0.65,4,4,,14.5,14.5,,10.1,10.1,,142.4,142.4,,966.4,966.4,,247.732,247.732,,38.672,38.672,,2.716,2.716,,1.05,1.05,,0.43,0.43,,4.01,4.01,,4.01,4.01,,5.844,5.844,,5.844,5.844,,6.7,6.7,,6.7,6.7,
2023-06-13T10:10:00Z,-59,5756,364,17008,16,16,16,94.2,94.2,94.2,860.364,860.364,860.364,35.318,,35.318,0.7,4.3,4.3,,15.1,15.1,,10.3,10.3,,138.9,138.9,,1004.194,1004.194,,263.11,263.11,,41.462,41.462,,2.976,2.976,,1.292,1.292,,0.172,0.172,,4.126,4.126,,4.126,4.126,,6.282,6.282,,6.282,6.282,,7.194,7.194,,7.194,7.194,
2023-06-13T10:20:00Z,-58,6356,356,17008,15.8,15.8,15.8,94,94,94,860.442,860.442,860.442,52.448,,52.448,0.674,4.1,4.1,,13.8,13.8,,9.8,9.8,,146.9,146.9,,919.782,919.782,,242.158,242.158,,40.954,40.954,,2.728,2.728,,0.622,0.622,,0.172,0.172,,3.812,3.812,,3.812,3.812,,5.998,5.998,,5.998,5.998,,6.528,6.528,,6.528,6.528,
2023-06-13T10:30:00Z,-57,6956,375,17328,16,16,16,93.2,93.2,93.2,860.456,860.456,860.456,55.524,,55.524,0.602,4.2,4.2,,15,15,,10.3,10.3,,139.2,139.2,,1001.44,1001.44,,265.852,265.852,,40.21,40.21,,2.906,2.906,,1.136,1.136,,0.1,0.1,,4.518,4.518,,4.518,4.518,,6.384,6.384,,6.384,6.384,,7.252,7.252,,7.252,7.252,
2023-06-13T10:40:00Z,-57,7556,368,17008,16,16,16,93,93,93,860.44,860.44,860.44,60.664,,60.664,0.512,4.4,4.4,,15.3,15.3,,10.4,10.4,,137.4,137.4,,1020.996,1020.996,,271.36,271.36,,42.48,42.48,,3.124,3.124,,1.186,1.186,,0.586,0.586,,4.508,4.508,,4.508,4.508,,6.57,6.57,,6.57,6.57,,7.458,7.458,,7.458,7.458,
2023-06-13T10:50:00Z,-56,8156,360,17008,15,15,15,93,93,93,860.452,860.452,860.452,65.216,,65.216,0.5,4.6,4.6,,15.9,15.9,,10.7,10.7,,134,134,,1061.088,1061.088,,280.354,280.354,,44.982,44.982,,3.236,3.236,,0.908,0.908,,0.432,0.432,,4.644,4.644,,4.644,4.644,,6.898,6.898,,6.898,6.898,,7.698,7.698,,7.698,7.698,
2023-06-13T11:00:00Z,-56,8756,400,16368,15,15,15,93,93,93,860.462,860.462,860.462,72.12,,72.12,0.578,4.7,4.7,,16,16,,10.7,10.7,,133.4,133.4,,1068.57,1068.57,,275.19,275.19,,46.576,46.576,,3.77,3.77,,1.086,1.086,,0.342,0.342,,4.594,4.594,,4.594,4.594,,7.014,7.014,,7.014,7.014,,7.83,7.83,,7.83,7.83,
