"DateTime","Average","MNUMS 198 A","MNUMS 198 B"
"2024-06-04 12:00:00",7.9,16.42,18.473
"2024-06-04 13:00:00",,10.038,9.517
"2024-06-06 10:00:00",,10.09,10.406
"2024-06-06 11:00:00",,11.419,12.064
"2024-06-06 12:00:00",,9.364,10.071
"2024-06-06 13:00:00",,8.364,8.65
"2024-06-06 14:00:00",,6.817,7.318
"2024-06-06 15:00:00",,4.051,4.459
"2024-06-06 16:00:00",,3.843,4.059
"2024-06-06 17:00:00",,2.629,2.628
"2024-06-06 18:00:00",,1.95,1.946
"2024-06-06 19:00:00",,1.91,2.027
"2024-06-06 20:00:00",,2.051,2.049
"2024-06-06 21:00:00",,2.821,2.905
"2024-06-06 22:00:00",,5.033,5.419
"2024-06-06 23:00:00",,9.348,10.087
"2024-06-07 00:00:00",,11.027,11.72
"2024-06-07 01:00:00",,14.732,15.483
"2024-06-07 02:00:00",,14.173,14.376
"2024-06-07 03:00:00",,11.201,11.698
"2024-06-07 04:00:00",,9.616,10.081
"2024-06-07 05:00:00",,7.886,8.287
"2024-06-07 06:00:00",,6.963,7.323
"2024-06-07 07:00:00",,7.016,7.332
"2024-06-07 08:00:00",,8.056,8.357
"2024-06-07 09:00:00",,7.014,7.103
"2024-06-07 10:00:00",,6.372,6.808
"2024-06-07 11:00:00",,7.415,7.399
"2024-06-07 12:00:00",7.9,6.87,6.922
