"DateTime","Average","MNUMS 179 A"
"2024-06-04 08:00:00",6.2,8.02
"2024-06-06 10:00:00",,7.589
"2024-06-06 11:00:00",,9.329
"2024-06-06 12:00:00",,7.466
"2024-06-06 13:00:00",,6.571
"2024-06-06 14:00:00",,5.67
"2024-06-06 15:00:00",,3.211
"2024-06-06 16:00:00",,2.966
"2024-06-06 17:00:00",,1.966
"2024-06-06 18:00:00",,1.364
"2024-06-06 19:00:00",,1.196
"2024-06-06 20:00:00",,1.406
"2024-06-06 21:00:00",,2.062
"2024-06-06 22:00:00",,4.899
"2024-06-06 23:00:00",,9.685
"2024-06-07 00:00:00",,9.645
"2024-06-07 01:00:00",,13.306
"2024-06-07 02:00:00",,12.253
"2024-06-07 03:00:00",,9.447
"2024-06-07 04:00:00",,7.825
"2024-06-07 05:00:00",,6.24
"2024-06-07 06:00:00",,5.514
"2024-06-07 07:00:00",,5.73
"2024-06-07 08:00:00",,7.141
"2024-06-07 09:00:00",,5.732
"2024-06-07 10:00:00",,5.057
"2024-06-07 11:00:00",,5.694
"2024-06-07 12:00:00",6.2,5.494
