"DateTime","Average","MNUMS 191 A"
"2024-06-04 08:00:00",5.9,2.84
"2024-06-06 10:00:00",,8.161
"2024-06-06 11:00:00",,9.95
"2024-06-06 12:00:00",,7.817
"2024-06-06 13:00:00",,6.814
"2024-06-06 14:00:00",,5.62
"2024-06-06 15:00:00",,3.211
"2024-06-06 16:00:00",,2.911
"2024-06-06 17:00:00",,1.872
"2024-06-06 18:00:00",,1.254
"2024-06-06 19:00:00",,1.279
"2024-06-06 20:00:00",,1.25
"2024-06-06 21:00:00",,2.036
"2024-06-06 22:00:00",,4.396
"2024-06-06 23:00:00",,8.671
"2024-06-07 00:00:00",,8.845
"2024-06-07 01:00:00",,12.813
"2024-06-07 02:00:00",,11.714
"2024-06-07 03:00:00",,9.566
"2024-06-07 04:00:00",,7.901
"2024-06-07 05:00:00",,6.395
"2024-06-07 06:00:00",,5.675
"2024-06-07 07:00:00",,5.958
"2024-06-07 08:00:00",,7.204
"2024-06-07 09:00:00",,5.764
"2024-06-07 10:00:00",,5.356
"2024-06-07 11:00:00",,5.643
"2024-06-07 12:00:00",5.9,5.345
