Unnamed: 0,AP_Rs,CO_Rs,NO2_Rs,NOX_Rs,NO_Rs,P10_Rs,P25_Rs,Pr_Rs,RH_Rs,SO2_Rs,T_Rs,WD_Rs,WS_Rs
,hPa,mg/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,mm,%,ug/m3,DegC,degres,m/s
2023-12-09 20:30:00,875,1.72,63,226,106,,58,0,61,41,-21.9,95,2
2023-12-09 20:45:00,875,3.101,73,262,124,,58,0,62,50,-21.8,65,1
2023-12-09 21:00:00,875,3.861,76,315,156,,80,0,63,69,-22,77,1
2023-12-09 21:15:00,876,3.604,75,289,140,,95,0,63,77,-22.2,72,1
2023-12-09 21:30:00,876,4.469,80,337,169,,95,0,64,94,-22.3,67,1
2023-12-09 21:45:00,876,3.323,76,235,105,,95,0,64,91,-22.5,61,1
2023-12-09 22:00:00,876,3.229,74,264,124,,128,0,65,91,-22.5,73,1
2023-12-09 22:15:00,876,3.03,72,233,105,,151,0,65,38,-22.5,63,1
2023-12-09 22:30:00,876,3.814,77,252,115,,151,0,65,91,-22.7,67,1
2023-12-09 22:45:00,876,4.025,74,273,130,,151,0,65,99,-23,73,1
2023-12-09 23:00:00,876,2.75,66,214,96,,165,0,65,86,-22.8,86,1
2023-12-09 23:15:00,876,3.569,73,220,96,,174,0,65,95,-22.9,64,1
2023-12-09 23:30:00,876,2.387,61,176,75,,174,0,65,80,-22.9,104,2
2023-12-09 23:45:00,876,1.568,56,159,68,,174,0,65,57,-23,111,2
2023-12-10 00:00:00,877,2.469,64,170,70,,148,0,64,68,-22.8,67,1
2023-12-10 00:15:00,877,2.246,62,161,65,,130,0,64,72,-22.9,84,1
2023-12-10 00:30:00,877,2.539,66,163,64,,130,0,64,71,-23,69,1
2023-12-10 00:45:00,877,2.399,64,161,64,,130,0,64,72,-23.2,93,1
2023-12-10 01:00:00,877,2.258,61,163,66,,116,0,64,71,-23,94,1
2023-12-10 01:15:00,877,1.521,53,109,38,,106,0,63,61,-23.3,103,2
2023-12-10 01:30:00,877,1.147,51,111,39,,106,0,63,50,-23.5,110,2
2023-12-10 01:45:00,877,1.123,51,101,34,,106,0,63,46,-23.6,109,2
2023-12-10 02:00:00,877,1.217,51,109,38,,77,0,63,44,-23.7,103,1
2023-12-10 02:15:00,877,1.931,57,119,41,,58,0,64,51,-23.5,80,1
2023-12-10 02:30:00,877,1.521,54,101,31,,58,0,64,52,-23.6,100,1
2023-12-10 02:45:00,877,0.995,46,78,21,,58,0,64,44,-23.8,98,1
2023-12-10 03:00:00,877,2.703,59,109,33,,60,0,64,60,-23.8,68,1
2023-12-10 03:15:00,878,2.492,62,109,31,,62,0,64,65,-23.7,52,1
2023-12-10 03:30:00,878,1.498,56,92,24,,62,0,64,59,-23.5,100,1
2023-12-10 03:45:00,878,1.837,51,82,21,,62,0,64,54,-23.6,79,1
2023-12-10 04:00:00,878,2.328,58,84,18,,69,0,64,63,-23.9,55,1
2023-12-10 04:15:00,878,1.79,53,84,20,,73,0,64,64,-23.9,89,2
2023-12-10 04:30:00,878,0.667,36,55,13,,73,0,63,41,-24,110,2
2023-12-10 04:45:00,878,0.69,38,57,13,,73,0,63,37,-24.1,110,1
2023-12-10 05:00:00,878,0.796,43,67,16,,62,0,63,39,-24,115,1
2023-12-10 05:15:00,878,0.772,44,73,19,,55,0,63,36,-23.9,106,1
2023-12-10 05:30:00,878,0.644,39,57,13,,55,0,62,32,-24.1,111,2
2023-12-10 05:45:00,878,0.644,38,59,14,,55,0,63,30,-24.3,112,2
2023-12-10 06:00:00,878,0.62,32,50,11,,41,0,62,29,-24.6,110,2
2023-12-10 06:15:00,878,0.62,38,54,10,,32,0,63,30,-24.2,83,2
2023-12-10 06:30:00,878,0.573,39,57,11,,32,0,62,32,-23.9,88,1
2023-12-10 06:45:00,878,0.491,35,59,15,,32,0,62,30,-23.8,110,1
2023-12-10 07:00:00,878,0.445,36,59,15,,27,0,62,30,-23.5,92,1
2023-12-10 07:15:00,878,0.772,41,75,21,,23,0,61,33,-23.3,85,1
2023-12-10 07:30:00,879,0.632,41,92,34,,23,0,61,33,-23.4,116,1
2023-12-10 07:45:00,879,0.573,40,86,31,,23,0,60,29,-23.6,113,2
2023-12-10 08:00:00,879,0.597,49,122,48,,17,0,60,29,-23.6,115,2
2023-12-10 08:15:00,879,0.538,44,115,46,,13,0,60,25,-24.3,110,2
2023-12-10 08:30:00,879,0.515,41,105,41,,13,0,61,22,-24.5,113,2
2023-12-10 08:45:00,879,0.725,50,170,79,,13,0,61,25,-24.4,115,1
2023-12-10 09:00:00,880,0.702,47,132,55,,13,0,61,23,-24.6,112,1
2023-12-10 09:15:00,880,0.807,47,151,69,,13,0,61,24,-24.4,115,2
2023-12-10 09:30:00,880,0.772,49,149,65,,13,0,61,26,-24.3,113,2
2023-12-10 09:45:00,879,0.714,48,124,49,,13,0,61,27,-23.8,99,2
2023-12-10 10:00:00,879,0.842,48,130,54,,14,0,60,28,-23.4,97,2
2023-12-10 10:15:00,879,0.69,46,120,49,,15,0,59,29,-23.2,95,2
2023-12-10 10:30:00,879,0.573,41,103,41,,15,0,58,27,-22.9,95,2
2023-12-10 10:45:00,879,0.62,39,101,41,,15,0,56,29,-22.3,103,2
2023-12-10 11:00:00,879,0.772,41,130,58,,24,0,55,34,-21.8,108,2
2023-12-10 11:15:00,879,0.702,40,109,45,,31,0,54,32,-21.5,104,2
2023-12-10 11:30:00,879,0.69,42,109,44,,31,0,53,31,-20.9,98,2
2023-12-10 11:45:00,879,0.807,44,132,58,,31,0,52,31,-20.8,113,2
2023-12-10 12:00:00,879,0.796,45,132,56,,42,0,52,32,-20.9,112,2
2023-12-10 12:15:00,879,0.749,45,130,55,,49,0,52,34,-20.5,108,2
2023-12-10 12:30:00,879,0.831,51,147,63,,49,0,52,30,-20.4,121,1
2023-12-10 12:45:00,878,0.878,50,141,60,,49,0,51,29,-20,104,1
2023-12-10 13:00:00,878,0.878,56,161,69,,76,0,51,30,-20,160,1
2023-12-10 13:15:00,878,0.807,46,132,56,,93,0,51,27,-20,115,2
2023-12-10 13:30:00,878,0.55,38,109,46,,93,0,51,22,-20.2,104,2
2023-12-10 13:45:00,878,0.761,45,128,54,,93,0,52,25,-19.8,114,1
2023-12-10 14:00:00,878,0.679,37,105,45,,75,0,51,26,-19.5,108,2
2023-12-10 14:15:00,878,0.737,39,111,48,,63,0,51,25,-19.4,107,2
2023-12-10 14:30:00,878,0.854,66,201,88,,63,0,51,29,-19.3,201,2
2023-12-10 14:45:00,878,0.831,59,140,53,,63,0,50,28,-19.3,201,1
2023-12-10 15:00:00,878,0.936,67,184,76,,66,0,50,30,-18.9,205,1
2023-12-10 15:15:00,878,0.901,71,178,70,,68,0,50,30,-18.9,206,1
2023-12-10 15:30:00,878,0.983,65,172,70,,68,0,51,30,-18.8,177,1
2023-12-10 15:45:00,878,1.17,73,206,88,,68,0,51,30,-18.9,203,2
2023-12-10 16:00:00,878,1.135,68,237,111,,61,0,51,30,-18.8,170,1
2023-12-10 16:15:00,878,1.03,63,195,86,,56,0,52,27,-19,135,1
2023-12-10 16:30:00,878,1.076,66,191,81,,56,0,52,26,-19.2,199,1
2023-12-10 16:45:00,878,0.913,60,147,56,,56,0,53,25,-19.3,112,1
2023-12-10 17:00:00,878,1.31,69,222,100,,61,0,54,26,-19.2,164,1
2023-12-10 17:15:00,878,1.334,78,270,126,,64,0,54,28,-19.2,202,1
2023-12-10 17:30:00,878,1.158,64,178,75,,64,0,54,28,-19.2,127,1
2023-12-10 17:45:00,878,1.322,77,243,109,,64,0,54,27,-19.4,204,1
2023-12-10 18:00:00,879,1.299,74,241,109,,47,0,54,28,-19.4,191,1
2023-12-10 18:15:00,879,1.147,65,182,76,,36,0,55,27,-19.4,106,2
2023-12-10 18:30:00,879,1.24,69,214,95,,36,0,55,29,-19.4,115,1
2023-12-10 18:45:00,879,1.264,70,206,89,,36,0,56,32,-19.3,111,1
2023-12-10 19:00:00,879,1.03,69,193,81,,27,0,55,29,-19.5,106,1
2023-12-10 19:15:00,879,1.24,70,203,88,,21,0,56,29,-19.4,118,1
2023-12-10 19:30:00,878,1.474,72,243,111,,21,0,56,31,-19.2,160,1
2023-12-10 19:45:00,878,1.474,70,266,128,,21,0,56,32,-19.1,121,1
2023-12-10 20:00:00,878,1.486,67,231,108,,22,0,56,32,-18.9,111,1
2023-12-10 20:15:00,878,1.463,70,239,110,,23,0,56,33,-18.8,117,1
2023-12-10 20:30:00,878,1.685,71,264,126,,23,0,56,35,-18.6,117,1
2023-12-10 20:45:00,878,1.346,68,195,83,,23,0,56,40,-18.5,114,1
2023-12-10 21:00:00,878,1.182,65,174,70,,42,0,55,36,-18.7,113,1
2023-12-10 21:15:00,878,1.135,68,187,78,,55,0,55,34,-18.8,118,1
2023-12-10 21:30:00,878,1.076,70,184,75,,55,0,55,37,-18.4,100,1
2023-12-10 21:45:00,878,0.901,65,163,65,,55,0,54,41,-18.2,110,1
2023-12-10 22:00:00,878,1.17,75,216,93,,39,0,54,45,-18.1,199,1
2023-12-10 22:15:00,878,0.772,61,138,50,,29,0,53,19,-18,93,1
2023-12-10 22:30:00,878,0.597,62,111,33,,29,0,52,72,-18.1,78,1
2023-12-10 22:45:00,878,0.62,65,128,41,,29,0,52,117,-18,87,1
2023-12-10 23:00:00,878,0.608,64,115,34,,22,0,52,101,-18,73,1
2023-12-10 23:15:00,878,0.585,59,99,26,,17,0,52,85,-18.1,102,1
2023-12-10 23:30:00,878,0.538,52,88,24,,17,0,52,75,-18.1,104,1
2023-12-10 23:45:00,878,0.644,49,88,26,,17,0,52,58,-18.2,106,1
2023-12-11 00:00:00,878,0.597,41,76,23,,15,0,52,42,-18.4,108,2
2023-12-11 00:15:00,877,0.573,46,78,21,,14,0,53,41,-18.3,98,1
2023-12-11 00:30:00,877,0.608,40,63,16,,14,0,53,37,-18.4,107,2
2023-12-11 00:45:00,877,0.62,43,69,18,,14,0,54,35,-18.3,96,1
2023-12-11 01:00:00,877,0.62,39,67,19,,11,0,55,33,-18.3,108,2
2023-12-11 01:15:00,877,0.597,37,54,11,,8,0,56,32,-18.4,84,1
2023-12-11 01:30:00,877,0.702,42,63,15,,8,0,58,31,-18.6,104,2
2023-12-11 01:45:00,877,0.573,40,54,9,,8,0,59,30,-18.7,69,1
2023-12-11 02:00:00,877,0.573,39,55,11,,9,0,60,28,-18.9,99,2
2023-12-11 02:15:00,876,0.62,42,55,9,,9,0,61,29,-18.8,85,1
2023-12-11 02:30:00,876,0.55,35,52,11,,9,0,61,28,-18.6,93,1
2023-12-11 02:45:00,876,0.527,32,42,6,,9,0,62,25,-18.7,101,2
2023-12-11 03:00:00,876,0.503,33,38,4,,9,0,62,25,-18.8,92,1
2023-12-11 03:15:00,876,0.515,34,44,6,,10,0,63,25,-18.8,101,1
2023-12-11 03:30:00,876,0.491,30,40,6,,10,0,63,24,-18.8,101,1
2023-12-11 03:45:00,876,0.538,32,48,10,,10,0,63,23,-18.7,110,2
2023-12-11 04:00:00,875,0.48,28,42,9,,9,0,63,21,-18.8,103,1
2023-12-11 04:15:00,875,0.503,32,48,10,,9,0,64,21,-18.9,106,1
2023-12-11 04:30:00,875,0.445,29,36,5,,9,0,64,20,-19,91,1
2023-12-11 04:45:00,875,0.433,29,40,6,,9,0,64,19,-19.1,93,1
2023-12-11 05:00:00,875,0.41,26,36,8,,11,0,64,18,-19.2,90,2
2023-12-11 05:15:00,875,0.433,28,34,5,,12,0,65,18,-19.2,79,2
2023-12-11 05:30:00,875,0.421,33,38,4,,12,0,65,19,-19.2,77,1
2023-12-11 05:45:00,875,0.433,33,46,9,,12,0,66,18,-19.2,100,1
2023-12-11 06:00:00,875,0.445,36,67,20,,12,0,66,16,-19,87,1
2023-12-11 06:15:00,875,0.456,41,73,20,,12,0,67,18,-18.9,101,1
2023-12-11 06:30:00,875,0.527,44,80,24,,12,0,67,18,-18.8,110,1
2023-12-11 06:45:00,875,0.585,53,140,58,,12,0,67,18,-18.7,105,1
2023-12-11 07:00:00,875,0.55,53,109,36,,11,0,68,18,-18.6,91,1
2023-12-11 07:15:00,875,0.62,53,117,41,,10,0,68,18,-18.5,85,1
2023-12-11 07:30:00,874,0.573,53,86,21,,10,0,68,17,-18.5,79,1
2023-12-11 07:45:00,874,0.679,57,105,31,,10,0,68,18,-18.4,84,1
2023-12-11 08:00:00,874,1.018,64,159,61,,7,0,68,19,-18.2,103,1
2023-12-11 08:15:00,874,0.995,65,149,56,,6,0,68,18,-18.3,93,1
2023-12-11 08:30:00,874,1.006,69,149,53,,6,0,67,21,-18.3,71,1
2023-12-11 08:45:00,874,0.971,70,170,66,,6,0,67,23,-18.4,85,1
2023-12-11 09:00:00,875,0.807,60,153,60,,11,0,66,23,-18.6,108,2
2023-12-11 09:15:00,874,0.772,53,117,41,,14,0,66,20,-18.7,106,2
2023-12-11 09:30:00,874,0.772,53,105,35,,14,0,65,19,-18.7,93,1
2023-12-11 09:45:00,874,0.878,55,122,45,,14,0,65,18,-18.7,93,1
2023-12-11 10:00:00,874,0.784,56,117,39,,15,0,65,20,-18.7,92,1
2023-12-11 10:15:00,874,0.69,49,94,29,,15,0,65,21,-18.5,61,1
2023-12-11 10:30:00,874,0.796,50,113,41,,15,0,64,21,-18.2,103,2
2023-12-11 10:45:00,874,0.737,49,107,39,,15,0,63,23,-18,94,2
2023-12-11 11:00:00,874,0.749,53,122,46,,29,0,62,31,-17.7,150,1
2023-12-11 11:15:00,873,0.889,57,155,64,,38,0,60,28,-17.6,118,1
2023-12-11 11:30:00,873,1.03,65,189,81,,38,0,60,31,-17.3,185,1
2023-12-11 11:45:00,873,0.866,57,170,74,,38,0,59,39,-17.1,125,1
2023-12-11 12:00:00,873,0.807,47,115,44,,39,0,57,38,-17.1,107,2
2023-12-11 12:15:00,872,0.842,57,141,55,,39,0,57,37,-16.7,151,1
2023-12-11 12:30:00,872,0.784,46,128,54,,39,0,56,29,-16.8,123,2
2023-12-11 12:45:00,872,0.784,59,141,54,,39,0,56,31,-16.9,183,2
2023-12-11 13:00:00,872,0.866,65,166,66,,42,0,56,27,-16.7,200,1
2023-12-11 13:15:00,872,0.725,59,140,53,,44,0,55,26,-16.4,112,1
2023-12-11 13:30:00,872,0.983,66,166,66,,44,0,55,25,-16.5,185,1
2023-12-11 13:45:00,872,0.831,50,141,60,,44,0,55,42,-16.7,114,2
2023-12-11 14:00:00,872,0.749,57,174,76,,44,0,56,103,-16.5,105,2
2023-12-11 14:15:00,871,0.854,63,166,66,,43,0,56,59,-16.6,156,1
2023-12-11 14:30:00,871,0.842,74,176,66,,43,0,56,43,-16.7,206,2
2023-12-11 14:45:00,871,0.971,66,166,66,,43,0,57,42,-16.5,162,1
2023-12-11 15:00:00,871,1.053,65,193,84,,38,0,57,39,-16.3,128,1
2023-12-11 15:15:00,871,0.842,60,155,61,,34,0,56,40,-16.3,111,1
2023-12-11 15:30:00,871,0.784,55,149,61,,34,0,55,73,-16.7,107,2
2023-12-11 15:45:00,871,0.679,55,141,56,,34,0,55,60,-16.9,95,2
2023-12-11 16:00:00,871,0.796,62,172,73,,36,0,55,94,-17,114,2
2023-12-11 16:15:00,871,0.725,59,140,53,,37,0,56,65,-17,88,1
2023-12-11 16:30:00,871,0.655,60,107,30,,37,0,56,48,-17.1,61,1
2023-12-11 16:45:00,871,0.854,75,184,71,,37,0,57,69,-17.1,63,1
2023-12-11 17:00:00,871,0.889,70,159,59,,38,0,57,67,-17.4,68,1
2023-12-11 17:15:00,871,0.819,63,130,44,,38,0,58,37,-17.7,89,1
2023-12-11 17:30:00,871,1.03,71,161,59,,38,0,58,32,-17.9,84,1
2023-12-11 17:45:00,871,0.995,65,147,54,,38,0,59,26,-18,102,1
2023-12-11 18:00:00,871,1.018,73,164,60,,35,0,59,28,-18,77,1
2023-12-11 18:15:00,871,1.112,70,145,49,,33,0,60,30,-18.3,61,2
2023-12-11 18:30:00,871,1.041,66,157,60,,33,0,60,25,-18.4,112,2
2023-12-11 18:45:00,871,1.252,72,159,56,,33,0,60,28,-18.5,79,1
2023-12-11 19:00:00,871,1.392,82,206,83,,26,0,61,30,-18.7,193,1
2023-12-11 19:15:00,871,1.544,78,235,103,,21,0,61,28,-19,156,1
2023-12-11 19:30:00,871,2.094,77,184,70,,21,0,62,29,-19.4,63,1
2023-12-11 19:45:00,871,2.083,76,168,60,,21,0,62,38,-19.8,47,1
2023-12-11 20:00:00,871,2.048,75,153,51,,24,0,62,41,-20.2,51,1
2023-12-11 20:15:00,871,2.188,77,163,56,,26,0,63,44,-20.3,43,1
2023-12-11 20:30:00,871,2.34,78,174,63,,26,0,63,45,-20.6,45,1
2023-12-11 20:45:00,870,2.492,76,189,74,,26,0,64,49,-20.7,44,1
2023-12-11 21:00:00,870,2.609,76,185,71,,68,0,64,52,-21,46,1
2023-12-11 21:15:00,870,2.574,77,185,71,,96,0,64,56,-21.2,54,1
2023-12-11 21:30:00,870,2.867,74,216,93,,96,0,65,61,-21.2,75,1
2023-12-11 21:45:00,870,3.101,74,249,115,,96,0,65,65,-21.3,75,1
2023-12-11 22:00:00,870,3.171,78,243,108,,108,0,65,68,-21.7,69,1
2023-12-11 22:15:00,870,2.902,75,184,70,,117,0,65,28,-22,50,1
2023-12-11 22:30:00,870,3.089,75,182,70,,117,0,66,74,-22.3,49,1
2023-12-11 22:45:00,870,2.48,72,163,59,,117,0,66,73,-22.4,51,1
2023-12-11 23:00:00,870,2.363,72,147,49,,114,0,66,70,-22.5,49,1
2023-12-11 23:15:00,870,2.317,72,136,41,,111,0,66,67,-22.5,58,1
2023-12-11 23:30:00,870,1.907,65,140,49,,111,0,66,56,-22.5,101,2
2023-12-11 23:45:00,869,2.153,63,134,46,,111,0,66,49,-22.6,81,1
2023-12-12 00:00:00,869,2.984,69,149,53,,108,0,66,64,-23.1,65,1
2023-12-12 00:15:00,869,3.171,72,168,63,,106,0,67,76,-23.3,61,1
2023-12-12 00:30:00,869,3.101,73,164,60,,106,0,67,79,-23.2,54,1
2023-12-12 00:45:00,869,2.597,70,130,39,,106,0,67,79,-23.4,50,1
2023-12-12 01:00:00,869,2.141,68,107,26,,132,0,67,75,-23.6,50,1
2023-12-12 01:15:00,869,2.001,68,103,24,,150,0,67,72,-23.7,51,1
2023-12-12 01:30:00,869,2.001,65,90,16,,150,0,66,70,-23.9,53,1
2023-12-12 01:45:00,869,2.434,69,105,24,,150,0,66,73,-24.1,65,1
2023-12-12 02:00:00,869,2.387,69,107,25,,135,0,66,72,-24.3,53,1
2023-12-12 02:15:00,869,2.621,68,117,31,,126,0,66,77,-24.5,74,1
2023-12-12 02:30:00,869,1.1,57,78,14,,126,0,66,56,-24.6,98,1
2023-12-12 02:45:00,869,1.229,51,71,14,,126,0,67,44,-24.7,100,1
2023-12-12 03:00:00,869,2.726,65,99,23,,114,0,67,59,-24.8,62,1
2023-12-12 03:15:00,869,2.913,68,101,23,,106,0,67,68,-25.1,64,1
2023-12-12 03:30:00,869,2.586,66,94,18,,106,0,67,72,-25.2,58,1
2023-12-12 03:45:00,869,2.937,66,98,20,,106,0,67,78,-25.3,55,1
2023-12-12 04:00:00,869,3.101,67,101,23,,92,0,67,82,-25.3,58,1
2023-12-12 04:15:00,869,2.399,65,94,19,,82,0,67,76,-25.2,79,1
2023-12-12 04:30:00,869,1.182,47,67,14,,82,0,67,55,-25.3,106,1
2023-12-12 04:45:00,869,2.141,57,84,18,,82,0,67,60,-25.5,71,1
2023-12-12 05:00:00,869,2.633,62,86,16,,87,0,68,66,-25.6,56,1
2023-12-12 05:15:00,869,2.375,63,84,14,,89,0,67,67,-25.7,61,1
2023-12-12 05:30:00,869,1.182,53,73,13,,89,0,67,52,-25.8,100,1
2023-12-12 05:45:00,868,2.27,56,78,15,,89,0,67,58,-25.9,66,1
2023-12-12 06:00:00,868,2.726,61,107,30,,67,0,68,65,-26,72,1
2023-12-12 06:15:00,868,2.305,61,115,35,,51,0,68,64,-25.8,72,1
2023-12-12 06:30:00,868,1.626,60,124,41,,51,0,68,60,-25.9,99,1
2023-12-12 06:45:00,869,1.252,58,145,58,,51,0,68,50,-25.9,112,1
2023-12-12 07:00:00,869,2.153,63,122,39,,46,0,68,55,-26.1,60,1
2023-12-12 07:15:00,869,2.574,67,151,55,,42,0,68,64,-26.3,65,1
2023-12-12 07:30:00,869,2.106,65,140,49,,42,0,68,58,-26.1,72,1
2023-12-12 07:45:00,869,1.474,62,132,45,,42,0,68,51,-26.2,90,1
2023-12-12 08:00:00,869,1.193,57,124,43,,54,0,68,39,-26.2,109,2
2023-12-12 08:15:00,869,1.603,71,222,99,,62,0,68,44,-26.1,196,1
2023-12-12 08:30:00,869,1.486,63,201,90,,62,0,68,38,-26.1,117,1
2023-12-12 08:45:00,869,1.404,61,191,85,,62,0,68,36,-26.1,112,2
2023-12-12 09:00:00,869,1.416,61,184,80,,57,0,68,36,-26.3,108,2
2023-12-12 09:15:00,869,1.416,60,199,91,,54,0,68,36,-26.2,108,2
2023-12-12 09:30:00,869,1.287,57,193,90,,54,0,68,34,-26.1,111,2
2023-12-12 09:45:00,869,1.229,57,166,71,,54,0,68,36,-26.1,116,2
2023-12-12 10:00:00,869,1.275,55,184,85,,51,0,69,36,-25.9,111,2
2023-12-12 10:15:00,869,1.135,53,164,74,,49,0,68,34,-25.7,112,2
2023-12-12 10:30:00,869,1.381,59,226,109,,49,0,68,40,-25,129,1
2023-12-12 10:45:00,869,1.264,62,195,88,,49,0,67,52,-24.6,148,1
2023-12-12 11:00:00,869,0.948,55,170,75,,51,0,65,51,-24.4,114,1
2023-12-12 11:15:00,870,0.819,46,147,66,,52,0,64,39,-24.6,110,2
2023-12-12 11:30:00,869,0.784,38,115,50,,52,0,62,34,-24.5,110,3
2023-12-12 11:45:00,869,0.948,53,157,68,,52,0,63,42,-23.9,124,1
2023-12-12 12:00:00,870,0.936,48,141,61,,48,0,61,44,-23.4,106,2
2023-12-12 12:15:00,869,0.725,38,105,44,,45,0,60,34,-23.6,105,2
2023-12-12 12:30:00,869,0.725,39,109,46,,45,0,59,31,-23.4,109,2
2023-12-12 12:45:00,869,0.889,47,141,61,,45,0,59,35,-22.7,110,2
2023-12-12 13:00:00,869,0.796,39,117,50,,39,0,58,40,-22.5,104,2
2023-12-12 13:15:00,869,0.913,53,147,61,,36,0,58,41,-22.2,117,1
2023-12-12 13:30:00,869,0.936,51,147,64,,36,0,57,38,-22,122,1
2023-12-12 13:45:00,869,0.761,39,120,54,,36,0,57,35,-21.9,108,3
2023-12-12 14:00:00,868,0.737,45,117,46,,40,0,58,31,-21.7,109,2
2023-12-12 14:15:00,868,0.784,50,149,65,,42,0,58,41,-21.5,114,2
2023-12-12 14:30:00,868,0.772,51,136,56,,42,0,58,40,-21.1,118,1
2023-12-12 14:45:00,869,0.854,71,176,68,,42,0,57,41,-20.9,202,2
2023-12-12 15:00:00,869,0.924,67,168,66,,35,0,56,42,-20.8,205,2
2023-12-12 15:15:00,868,0.889,58,151,60,,30,0,55,38,-20.8,146,1
2023-12-12 15:30:00,868,0.948,74,185,74,,30,0,55,38,-20.6,206,2
2023-12-12 15:45:00,869,0.971,79,226,96,,30,0,55,40,-20.4,200,1
2023-12-12 16:00:00,869,0.831,54,134,51,,36,0,55,34,-20.6,108,1
2023-12-12 16:15:00,869,0.796,50,119,45,,40,0,55,29,-20.9,107,2
2023-12-12 16:30:00,869,0.679,50,113,41,,40,0,56,27,-21.1,104,2
2023-12-12 16:45:00,869,0.878,59,136,50,,40,0,57,28,-21.1,107,2
2023-12-12 17:00:00,869,0.924,62,143,54,,29,0,58,28,-21.2,107,2
2023-12-12 17:15:00,869,0.936,60,140,53,,22,0,58,29,-21.3,106,2
2023-12-12 17:30:00,870,1.112,73,218,95,,22,0,58,30,-21.4,175,1
2023-12-12 17:45:00,870,1.076,72,159,56,,22,0,58,30,-21.6,115,1
2023-12-12 18:00:00,870,0.959,68,151,55,,29,0,58,27,-22.1,111,2
2023-12-12 18:15:00,870,0.995,65,166,66,,34,0,59,26,-22,111,1
2023-12-12 18:30:00,869,1.147,66,187,79,,34,0,59,26,-22.2,113,2
2023-12-12 18:45:00,870,1.112,67,187,79,,34,0,60,27,-22.3,111,2
2023-12-12 19:00:00,870,1.123,69,185,76,,25,0,60,28,-22.2,112,1
2023-12-12 19:15:00,870,1.112,68,163,61,,18,0,60,28,-22.2,114,1
2023-12-12 19:30:00,870,1.1,71,195,81,,18,0,60,28,-22.1,112,1
2023-12-12 19:45:00,870,1.275,70,191,80,,18,0,60,29,-22.1,129,1
2023-12-12 20:00:00,871,1.31,71,201,85,,26,0,60,30,-22.3,177,1
2023-12-12 20:15:00,871,1.31,78,205,83,,30,0,60,30,-22.9,208,2
2023-12-12 20:30:00,871,1.31,78,260,119,,30,0,60,30,-23,149,1
2023-12-12 20:45:00,871,1.31,66,195,85,,30,0,61,30,-23.3,104,2
2023-12-12 21:00:00,871,1.381,69,210,93,,35,0,62,28,-23.1,100,1
2023-12-12 21:15:00,871,1.755,78,260,120,,38,0,62,31,-22.9,191,1
2023-12-12 21:30:00,871,1.498,82,272,124,,38,0,62,33,-22.9,208,1
2023-12-12 21:45:00,872,1.392,78,245,109,,38,0,62,32,-22.8,206,1
2023-12-12 22:00:00,872,1.568,76,243,110,,38,0,62,32,-22.6,208,1
2023-12-12 22:15:00,872,1.778,74,262,123,,38,0,62,13,-22.6,195,1
2023-12-12 22:30:00,872,1.427,67,208,93,,38,0,62,30,-22.7,180,1
2023-12-12 22:45:00,872,1.076,62,143,53,,38,0,62,28,-22.7,94,1
2023-12-12 23:00:00,872,1.252,64,180,75,,50,0,62,28,-22.8,106,1
2023-12-12 23:15:00,872,1.451,63,166,68,,59,0,63,28,-22.7,107,1
2023-12-12 23:30:00,872,1.685,66,199,88,,59,0,63,32,-22.7,133,1
2023-12-12 23:45:00,872,1.229,60,122,41,,59,0,63,32,-22.8,99,1
2023-12-13 00:00:00,872,1.135,58,117,38,,41,0,62,32,-22.9,109,1
2023-12-13 00:15:00,872,0.995,56,105,33,,29,0,62,31,-23,107,1
2023-12-13 00:30:00,872,1.158,62,130,44,,29,0,62,31,-22.8,125,1
2023-12-13 00:45:00,872,1.357,67,149,54,,29,0,62,34,-22.5,166,1
2023-12-13 01:00:00,873,1.147,66,143,51,,28,0,62,34,-22.6,203,1
2023-12-13 01:15:00,873,1.158,67,153,56,,28,0,62,33,-22.7,203,1
2023-12-13 01:30:00,873,0.983,66,136,46,,28,0,62,31,-22.8,199,1
2023-12-13 01:45:00,873,0.924,66,120,35,,28,0,62,30,-22.9,198,1
2023-12-13 02:00:00,873,0.924,63,113,33,,33,0,62,31,-22.7,151,1
2023-12-13 02:15:00,873,0.959,51,80,20,,36,0,62,30,-22.6,103,2
2023-12-13 02:30:00,873,0.889,49,69,13,,36,0,62,29,-22.7,109,2
2023-12-13 02:45:00,873,0.761,43,55,9,,36,0,62,26,-22.7,113,2
2023-12-13 03:00:00,873,0.971,50,80,20,,29,0,63,28,-22.4,100,1
2023-12-13 03:15:00,873,1.065,59,84,16,,23,0,64,33,-22,75,1
2023-12-13 03:30:00,873,1.018,53,69,10,,23,0,64,33,-21.6,79,1
2023-12-13 03:45:00,873,1.17,52,65,8,,23,0,64,36,-21.3,83,1
2023-12-13 04:00:00,873,0.959,45,65,13,,38,0,64,36,-21.4,115,1
2023-12-13 04:15:00,873,0.866,46,63,11,,47,0,64,34,-21.4,115,1
2023-12-13 04:30:00,873,0.819,41,52,6,,47,0,64,33,-21.2,83,1
2023-12-13 04:45:00,873,0.761,36,48,8,,47,0,64,32,-20.9,80,1
2023-12-13 05:00:00,873,0.866,39,46,5,,39,0,64,33,-20.8,84,1
