Unnamed: 0,AP_Rs,CO_Rs,NO2_Rs,NOX_Rs,NO_Rs,P10_Rs,P25_Rs,Pr_Rs,RH_Rs,SO2_Rs,T_Rs,WD_Rs,WS_Rs
,hPa,mg/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,mm,%,ug/m3,DegC,degres,m/s
2023-11-28 00:15:00,871,1.79,66,86,14,,83,0,65,31,-17,51,1
2023-11-28 00:30:00,871,1.661,67,86,13,,83,0,65,33,-16.9,48,1
2023-11-28 00:45:00,871,1.708,69,86,11,,83,0,65,32,-17.1,43,1
2023-11-28 01:00:00,871,1.697,68,128,39,,73,0,65,31,-16.9,66,1
2023-11-28 01:15:00,871,2.012,71,111,25,,67,0,65,32,-17.1,43,1
2023-11-28 01:30:00,871,1.837,70,99,19,,67,0,65,33,-17.4,58,1
2023-11-28 01:45:00,871,2.235,71,124,35,,67,0,65,35,-17.3,12,0
2023-11-28 02:00:00,871,3.159,77,153,50,,68,0,65,38,-17.1,63,1
2023-11-28 02:15:00,871,4.469,81,191,73,,69,0,65,46,-17.1,47,0
2023-11-28 02:30:00,871,4.411,83,239,103,,69,0,65,48,-16.6,198,0
2023-11-28 02:45:00,871,3.311,82,229,96,,69,0,65,43,-16.3,272,1
2023-11-28 03:00:00,871,3.779,82,231,98,,96,0,66,42,-16.3,214,1
2023-11-28 03:15:00,872,3.756,82,239,103,,114,0,66,40,-16.1,233,1
2023-11-28 03:30:00,872,3.966,80,210,85,,114,0,66,38,-16.3,283,2
2023-11-28 03:45:00,872,3.686,81,197,76,,114,0,67,37,-16.5,278,1
2023-11-28 04:00:00,872,2.551,78,155,50,,118,0,68,34,-16.7,282,2
2023-11-28 04:15:00,872,2.223,78,140,40,,120,0,69,31,-17,276,1
2023-11-28 04:30:00,872,2.235,78,145,44,,120,0,69,32,-17.1,257,0
2023-11-28 04:45:00,872,2.165,76,145,45,,120,0,69,31,-16.8,21,0
2023-11-28 05:00:00,872,2.165,77,166,58,,104,0,69,31,-16.4,179,0
2023-11-28 05:15:00,872,2.305,79,159,53,,94,0,68,30,-16.1,292,0
2023-11-28 05:30:00,872,3.019,78,199,79,,94,0,67,31,-16.2,298,0
2023-11-28 05:45:00,872,2.878,80,187,70,,94,0,67,31,-16,282,1
2023-11-28 06:00:00,872,2.714,82,268,121,,83,0,66,31,-16,202,0
2023-11-28 06:15:00,873,2.118,84,216,88,,76,0,66,31,-16.3,239,1
2023-11-28 06:30:00,873,1.463,79,143,43,,76,0,65,29,-16.5,258,1
2023-11-28 06:45:00,873,1.053,64,151,56,,76,0,65,27,-16.3,27,1
2023-11-28 07:00:00,873,0.608,42,67,16,,55,0,62,26,-15.8,8,1
2023-11-28 07:15:00,873,0.983,74,161,56,,41,0,61,28,-15.6,328,1
2023-11-28 07:30:00,873,0.948,69,122,34,,41,0,59,27,-15.6,298,1
2023-11-28 07:45:00,874,0.995,75,145,46,,41,0,59,25,-15.9,288,2
2023-11-28 08:00:00,874,1.088,80,170,59,,38,0,59,25,-15.8,281,1
2023-11-28 08:15:00,874,0.995,77,140,41,,36,0,59,23,-16.2,281,2
2023-11-28 08:30:00,874,0.971,76,138,40,,36,0,60,22,-16.5,285,2
2023-11-28 08:45:00,875,1.217,81,199,78,,36,0,61,22,-16.6,276,2
2023-11-28 09:00:00,874,1.135,79,184,69,,36,0,62,22,-16.7,278,2
2023-11-28 09:15:00,875,1.018,78,187,71,,36,0,63,22,-16.8,286,1
2023-11-28 09:30:00,875,0.995,77,157,51,,36,0,63,22,-16.7,296,1
2023-11-28 09:45:00,875,0.819,61,119,38,,36,0,63,23,-16.4,359,0
2023-11-28 10:00:00,875,0.761,67,141,49,,33,0,62,24,-15.9,313,1
2023-11-28 10:15:00,875,0.913,70,174,68,,31,0,61,25,-15.6,302,1
2023-11-28 10:30:00,875,0.831,74,199,81,,31,0,60,27,-15.2,287,1
2023-11-28 10:45:00,875,0.667,61,122,40,,31,0,59,28,-15,303,1
2023-11-28 11:00:00,875,0.737,64,138,49,,31,0,57,32,-14.3,300,1
2023-11-28 11:15:00,875,0.69,71,159,58,,30,0,55,30,-14,298,1
2023-11-28 11:30:00,875,0.737,75,155,53,,30,0,55,30,-13.9,278,1
2023-11-28 11:45:00,875,0.737,70,161,60,,30,0,55,25,-14,292,1
2023-11-28 12:00:00,875,0.597,67,145,51,,38,0,55,24,-14,296,1
2023-11-28 12:15:00,875,0.608,63,134,46,,42,0,55,23,-13.9,300,1
2023-11-28 12:30:00,875,0.538,58,119,40,,42,0,54,22,-13.5,310,1
2023-11-28 12:45:00,875,0.573,63,119,36,,42,0,53,21,-13.6,301,1
2023-11-28 13:00:00,875,0.491,48,90,28,,38,0,52,18,-13.9,5,1
2023-11-28 13:15:00,875,0.41,41,67,16,,34,0,54,17,-14.3,2,1
2023-11-28 13:30:00,875,0.714,67,147,51,,34,0,54,19,-14,289,1
2023-11-28 13:45:00,875,0.55,58,105,30,,34,0,54,20,-13.7,357,0
2023-11-28 14:00:00,875,0.456,38,78,26,,35,0,54,16,-13.9,16,1
2023-11-28 14:15:00,875,0.433,42,80,25,,35,0,54,17,-13.7,1,1
2023-11-28 14:30:00,875,0.62,57,132,49,,35,0,55,18,-13.7,341,1
2023-11-28 14:45:00,876,0.503,58,113,35,,35,0,55,18,-13.6,312,1
2023-11-28 15:00:00,876,0.468,39,71,21,,33,0,55,15,-13.9,348,1
2023-11-28 15:15:00,876,0.527,54,111,38,,31,0,54,16,-13.4,325,1
2023-11-28 15:30:00,876,0.562,56,117,40,,31,0,52,16,-13.4,352,1
2023-11-28 15:45:00,876,0.632,59,113,35,,31,0,52,17,-13.1,292,0
2023-11-28 16:00:00,876,0.737,76,168,61,,29,0,52,18,-13.1,277,1
2023-11-28 16:15:00,876,0.796,75,174,65,,27,0,53,18,-13.8,276,1
2023-11-28 16:30:00,876,0.608,66,124,38,,27,0,53,16,-14.1,305,1
2023-11-28 16:45:00,876,0.491,56,84,18,,27,0,53,15,-14.4,310,1
2023-11-28 17:00:00,876,0.807,70,164,61,,25,0,53,15,-14.6,332,1
2023-11-28 17:15:00,877,0.538,57,94,24,,23,0,53,14,-14.8,315,1
2023-11-28 17:30:00,877,0.679,66,109,29,,23,0,53,13,-14.9,358,0
2023-11-28 17:45:00,877,0.562,51,75,16,,23,0,54,14,-15.1,13,1
2023-11-28 18:00:00,877,0.398,42,57,10,,19,0,52,13,-15.2,319,0
2023-11-28 18:15:00,877,0.784,75,153,51,,16,0,52,13,-15,284,2
2023-11-28 18:30:00,877,0.842,87,174,58,,16,0,54,14,-14.8,277,1
2023-11-28 18:45:00,877,0.936,86,161,49,,16,0,53,15,-15.1,277,2
2023-11-28 19:00:00,878,0.924,86,164,51,,11,0,53,15,-15.2,281,2
2023-11-28 19:15:00,878,0.866,86,174,58,,9,0,52,15,-15.2,286,1
2023-11-28 19:30:00,878,0.702,78,147,45,,9,0,52,14,-15.3,287,1
2023-11-28 19:45:00,878,0.714,74,132,38,,9,0,52,15,-15.4,290,1
2023-11-28 20:00:00,878,0.632,62,101,26,,8,0,52,14,-15.4,287,1
2023-11-28 20:15:00,878,0.702,72,134,40,,8,0,53,14,-15.2,294,1
2023-11-28 20:30:00,878,0.784,73,147,49,,8,0,53,15,-15.4,308,1
2023-11-28 20:45:00,878,0.725,75,130,35,,8,0,53,14,-15.4,305,1
2023-11-28 21:00:00,878,0.761,75,117,28,,16,0,52,14,-15.4,288,1
2023-11-28 21:15:00,878,0.737,75,126,34,,21,0,51,14,-15.6,287,1
2023-11-28 21:30:00,878,1.018,84,174,59,,21,0,52,15,-15.6,274,1
2023-11-28 21:45:00,878,1.076,86,182,63,,21,0,53,15,-15.7,277,1
2023-11-28 22:00:00,878,1.112,86,178,60,,25,0,53,15,-15.9,277,2
2023-11-28 22:15:00,878,1.006,81,157,49,,28,0,53,7,-16.1,278,2
2023-11-28 22:30:00,879,0.889,76,140,41,,28,0,53,13,-16.3,281,2
2023-11-28 22:45:00,879,1.041,85,163,50,,28,0,54,14,-16.4,275,1
2023-11-28 23:00:00,879,1.217,85,182,63,,24,0,55,14,-16.4,276,2
2023-11-28 23:15:00,879,1.229,83,172,58,,21,0,55,14,-16.6,276,2
2023-11-28 23:30:00,879,1.03,79,149,46,,21,0,55,14,-16.7,264,1
2023-11-28 23:45:00,879,0.842,72,117,29,,21,0,55,13,-16.8,284,2
2023-11-29 00:00:00,879,0.901,73,126,35,,21,0,55,13,-16.9,278,2
2023-11-29 00:15:00,879,0.854,70,119,31,,22,0,54,12,-16.7,280,2
2023-11-29 00:30:00,879,0.842,72,113,28,,22,0,55,13,-16.7,281,1
2023-11-29 00:45:00,879,0.761,70,113,28,,22,0,55,12,-16.8,278,1
2023-11-29 01:00:00,879,0.679,61,82,14,,31,0,55,11,-16.9,281,1
2023-11-29 01:15:00,879,0.69,67,103,24,,37,0,55,11,-16.9,271,1
2023-11-29 01:30:00,879,0.702,67,94,18,,37,0,55,11,-17,274,2
2023-11-29 01:45:00,880,0.597,54,69,9,,37,0,55,11,-17.3,280,2
2023-11-29 02:00:00,880,0.632,55,76,14,,27,0,56,11,-17.3,279,2
2023-11-29 02:15:00,880,0.655,57,80,15,,20,0,57,11,-17.4,277,2
2023-11-29 02:30:00,880,0.749,53,71,11,,20,0,57,11,-17.4,288,2
2023-11-29 02:45:00,880,0.702,46,59,8,,20,0,57,11,-17.4,282,2
2023-11-29 03:00:00,880,0.527,43,59,10,,15,0,57,10,-17.4,266,2
2023-11-29 03:15:00,880,0.445,42,50,6,,11,0,57,10,-17.3,269,1
2023-11-29 03:30:00,880,0.421,39,46,4,,11,0,57,9,-17.5,269,2
2023-11-29 03:45:00,880,0.445,41,52,6,,11,0,57,9,-17.4,269,2
2023-11-29 04:00:00,880,0.503,41,55,9,,10,0,57,8,-17.5,271,2
2023-11-29 04:15:00,880,0.503,38,50,8,,10,0,58,9,-17.6,267,2
2023-11-29 04:30:00,880,0.515,46,65,13,,10,0,58,9,-17.6,267,1
2023-11-29 04:45:00,880,0.445,45,55,8,,10,0,58,9,-17.6,274,2
2023-11-29 05:00:00,880,0.398,35,40,4,,10,0,58,9,-17.6,270,2
2023-11-29 05:15:00,880,0.421,36,40,3,,10,0,58,7,-17.7,288,2
2023-11-29 05:30:00,880,0.468,43,50,4,,10,0,59,8,-17.7,285,1
2023-11-29 05:45:00,880,0.374,37,40,3,,10,0,59,7,-17.7,285,2
2023-11-29 06:00:00,880,0.632,52,67,10,,9,0,59,7,-17.7,287,2
2023-11-29 06:15:00,880,1.053,54,75,14,,9,0,59,7,-17.9,282,2
2023-11-29 06:30:00,880,1.018,68,109,28,,9,0,60,9,-18.1,276,2
2023-11-29 06:45:00,880,0.807,70,122,35,,9,0,60,9,-18.1,273,1
2023-11-29 07:00:00,880,0.737,74,147,48,,34,0,61,9,-17.8,274,2
2023-11-29 07:15:00,880,0.842,79,170,59,,50,0,60,10,-17.7,281,2
2023-11-29 07:30:00,880,0.842,78,151,48,,50,0,60,10,-17.7,288,2
2023-11-29 07:45:00,880,0.936,81,176,63,,50,0,60,9,-17.7,270,2
2023-11-29 08:00:00,881,1.03,77,143,43,,37,0,60,9,-17.8,258,1
2023-11-29 08:15:00,881,0.878,79,126,31,,28,0,60,9,-17.8,285,2
2023-11-29 08:30:00,881,1.076,83,189,69,,28,0,60,9,-17.5,278,1
2023-11-29 08:45:00,881,1.076,79,155,49,,28,0,60,10,-17.4,285,2
2023-11-29 09:00:00,881,1.17,82,161,51,,25,0,59,10,-17.4,270,2
2023-11-29 09:15:00,881,0.959,79,174,61,,23,0,59,10,-17.4,264,2
2023-11-29 09:30:00,881,1.053,87,184,63,,23,0,59,12,-17.3,255,2
2023-11-29 09:45:00,881,1.205,86,193,70,,23,0,59,13,-17.2,262,2
2023-11-29 10:00:00,881,0.959,78,145,44,,25,0,59,13,-17.1,261,2
2023-11-29 10:15:00,881,0.924,71,126,36,,26,0,59,14,-16.9,264,3
2023-11-29 10:30:00,881,0.901,75,140,43,,26,0,58,14,-16.5,264,2
2023-11-29 10:45:00,881,0.878,78,163,55,,26,0,57,21,-15.7,280,2
2023-11-29 11:00:00,882,1.1,84,201,76,,19,0,54,24,-15.2,278,2
2023-11-29 11:15:00,882,0.924,85,172,58,,14,0,52,23,-14.7,275,2
2023-11-29 11:30:00,882,1.006,88,212,81,,14,0,52,23,-14.8,277,2
2023-11-29 11:45:00,882,0.924,84,178,61,,14,0,51,21,-14.3,289,1
2023-11-29 12:00:00,882,0.959,84,182,64,,30,0,50,18,-14.4,276,2
2023-11-29 12:15:00,882,0.971,85,191,70,,42,0,51,19,-14.8,275,2
2023-11-29 12:30:00,882,0.959,78,184,69,,42,0,52,18,-14.8,277,2
2023-11-29 12:45:00,882,0.901,72,178,69,,42,0,51,16,-14.4,269,2
2023-11-29 13:00:00,882,0.784,66,151,56,,40,0,50,14,-14.2,,
2023-11-29 13:15:00,882,0.714,66,153,56,54,39,0,49,13,-14.1,279,2
2023-11-29 13:30:00,882,0.761,69,163,61,54,39,0,49,13,-14.2,282,1
2023-11-29 13:45:00,882,0.796,77,178,66,54,39,0,50,13,-14.5,272,2
2023-11-29 14:00:00,882,0.655,60,120,40,56,27,0,50,11,-14.6,271,1
2023-11-29 14:15:00,882,0.69,67,143,50,58,20,0,50,11,-14.3,283,1
2023-11-29 14:30:00,882,0.573,61,113,34,58,20,0,48,10,-14.2,286,2
2023-11-29 14:45:00,882,0.807,81,222,93,58,20,0,48,12,-14,273,2
2023-11-29 15:00:00,882,0.655,71,143,48,43,25,0,47,11,-13.9,276,2
2023-11-29 15:15:00,882,0.667,73,159,56,33,28,0,47,11,-13.9,280,2
2023-11-29 15:30:00,882,0.55,65,120,36,33,28,0,47,10,-13.9,286,2
2023-11-29 15:45:00,882,0.562,68,136,44,33,28,0,47,10,-13.9,282,2
2023-11-29 16:00:00,882,0.702,70,153,54,25,26,0,47,10,-14,270,1
2023-11-29 16:15:00,882,0.772,78,178,65,20,25,0,47,11,-14.1,271,2
2023-11-29 16:30:00,882,0.679,78,166,58,20,25,0,48,10,-14.6,278,2
2023-11-29 16:45:00,882,0.737,83,163,53,20,25,0,49,10,-14.7,287,1
2023-11-29 17:00:00,882,0.644,73,132,39,28,26,0,49,10,-14.9,291,1
2023-11-29 17:15:00,882,0.714,76,145,45,33,27,0,50,10,-15,286,2
2023-11-29 17:30:00,882,0.819,75,130,36,33,27,0,50,10,-15.2,292,2
2023-11-29 17:45:00,883,0.562,64,92,19,33,27,0,50,9,-15.5,294,2
2023-11-29 18:00:00,883,0.667,66,119,35,26,19,0,50,9,-15.6,286,2
2023-11-29 18:15:00,883,0.632,64,96,20,21,14,0,50,10,-15.7,295,1
2023-11-29 18:30:00,883,0.714,76,128,34,21,14,0,50,10,-15.6,287,2
2023-11-29 18:45:00,883,0.772,72,119,30,21,14,0,50,10,-15.6,299,1
2023-11-29 19:00:00,883,0.597,62,94,21,30,30,0,50,10,-15.8,298,1
2023-11-29 19:15:00,883,0.655,68,107,25,36,40,0,50,10,-15.7,295,1
2023-11-29 19:30:00,883,0.667,62,84,14,36,40,0,50,11,-16,354,0
2023-11-29 19:45:00,883,0.585,58,80,15,36,40,0,51,11,-16,301,1
2023-11-29 20:00:00,883,0.749,69,119,33,48,31,0,50,11,-15.9,295,1
2023-11-29 20:15:00,883,0.796,76,120,29,55,25,0,50,11,-15.8,280,1
2023-11-29 20:30:00,883,1.24,90,187,64,55,25,0,50,12,-15.7,294,1
2023-11-29 20:45:00,883,2.352,95,212,76,55,25,0,52,32,-17.1,48,1
2023-11-29 21:00:00,883,2.34,93,189,63,72,30,0,56,33,-18.1,39,1
2023-11-29 21:15:00,883,2.492,93,199,69,83,33,0,57,32,-17.9,46,0
2023-11-29 21:30:00,883,2.469,94,235,91,83,33,0,57,34,-17.5,271,1
2023-11-29 21:45:00,883,1.942,95,210,75,83,33,0,56,28,-17.3,264,2
2023-11-29 22:00:00,883,2.282,92,220,84,90,54,0,57,30,-17.7,273,2
2023-11-29 22:15:00,883,2.036,93,239,95,95,68,0,58,12,-17.3,267,2
2023-11-29 22:30:00,883,2.118,91,218,83,95,68,0,58,28,-17.3,264,1
2023-11-29 22:45:00,883,1.872,88,199,73,95,68,0,58,28,-17.4,284,2
2023-11-29 23:00:00,883,1.802,88,195,70,95,81,0,59,27,-17.4,285,2
2023-11-29 23:15:00,883,1.416,85,147,41,96,90,0,58,25,-17.4,288,1
2023-11-29 23:30:00,883,1.708,87,184,64,96,90,0,58,25,-17.3,284,1
2023-11-29 23:45:00,883,2.094,89,210,79,96,90,0,58,25,-17.1,281,1
2023-11-30 00:00:00,883,1.814,87,180,61,94,84,0,58,25,-17.1,271,1
2023-11-30 00:15:00,883,1.872,89,216,84,92,80,0,58,26,-17.3,262,1
2023-11-30 00:30:00,883,2.785,89,184,61,92,80,0,59,29,-17.7,285,1
2023-11-30 00:45:00,883,2.012,87,149,40,92,80,0,59,32,-17.7,285,1
2023-11-30 01:00:00,883,2.118,85,136,33,117,85,0,59,30,-17.8,288,2
2023-11-30 01:15:00,883,2.656,86,176,59,133,88,0,60,32,-17.8,286,2
2023-11-30 01:30:00,883,2.644,87,184,64,133,88,0,60,34,-18,281,2
2023-11-30 01:45:00,883,2.317,83,136,35,133,88,0,60,31,-18,279,1
2023-11-30 02:00:00,883,2.457,84,147,41,118,88,0,60,31,-18.2,279,2
2023-11-30 02:15:00,883,1.907,84,151,44,108,88,0,61,29,-18.3,283,2
2023-11-30 02:30:00,883,1.392,76,117,26,108,88,0,61,28,-18.4,258,1
2023-11-30 02:45:00,883,1.182,64,92,19,108,88,0,61,27,-18.7,284,1
2023-11-30 03:00:00,883,1.018,62,84,14,79,77,0,61,25,-18.7,294,1
2023-11-30 03:15:00,883,1.287,65,84,13,60,70,0,60,24,-18.6,327,0
2023-11-30 03:30:00,883,1.802,75,111,23,60,70,0,61,27,-18.3,272,0
2023-11-30 03:45:00,883,3.065,82,124,28,60,70,0,61,33,-18.3,299,0
2023-11-30 04:00:00,883,3.428,80,141,40,103,68,0,60,38,-18.2,292,1
2023-11-30 04:15:00,882,6.014,88,218,85,132,66,0,60,51,-18.4,272,0
2023-11-30 04:30:00,882,7.71,91,231,91,132,66,0,60,68,-19,62,1
2023-11-30 04:45:00,882,7.804,91,224,86,132,66,0,61,81,-19.5,62,1
2023-11-30 05:00:00,882,6.845,88,180,60,126,81,0,63,81,-19.8,52,1
2023-11-30 05:15:00,882,6.845,89,166,51,123,91,0,63,82,-20,51,1
2023-11-30 05:30:00,882,7.242,90,182,60,123,91,0,64,86,-20.1,52,0
2023-11-30 05:45:00,882,6.739,90,180,59,123,91,0,64,87,-19.7,294,0
2023-11-30 06:00:00,882,4.154,84,178,61,143,100,0,64,70,-19.5,262,1
2023-11-30 06:15:00,882,5.113,85,231,95,156,106,0,64,61,-19.9,226,0
2023-11-30 06:30:00,882,5.569,86,245,103,156,106,0,64,60,-20.3,51,0
2023-11-30 06:45:00,882,5.019,85,206,79,156,106,0,65,63,-20.5,67,1
2023-11-30 07:00:00,882,5.873,89,245,103,138,109,0,65,72,-20.3,55,1
2023-11-30 07:15:00,882,6.575,90,216,83,126,111,0,65,76,-20.2,49,0
2023-11-30 07:30:00,882,6.962,91,298,136,126,111,0,65,80,-20.6,52,1
2023-11-30 07:45:00,882,6.435,91,346,166,126,111,0,66,83,-20.4,300,1
2023-11-30 08:00:00,882,5.838,92,407,206,188,140,0,65,74,-20.2,253,1
2023-11-30 08:15:00,882,5.265,92,377,186,229,159,0,66,68,-20.5,259,1
2023-11-30 08:30:00,882,4.82,92,415,211,229,159,0,67,65,-20.4,259,1
2023-11-30 08:45:00,882,4.411,92,377,186,229,159,0,67,62,-20.3,287,1
2023-11-30 09:00:00,882,4.317,94,442,228,251,170,0,67,61,-20.3,268,1
2023-11-30 09:15:00,882,4.423,97,470,244,265,176,0,67,61,-20.2,252,1
2023-11-30 09:30:00,882,4.352,98,497,261,265,176,0,68,62,-20.3,245,1
2023-11-30 09:45:00,882,4.083,99,442,224,265,176,0,68,63,-20,253,1
2023-11-30 10:00:00,882,3.51,97,403,200,235,182,0,68,62,-19.9,255,1
2023-11-30 10:15:00,882,3.405,92,302,138,215,185,0,67,56,-20.1,251,2
2023-11-30 10:30:00,882,3.054,99,369,176,215,185,0,68,58,-19.7,272,2
2023-11-30 10:45:00,882,2.656,95,302,135,215,185,0,67,68,-19.4,272,2
2023-11-30 11:00:00,882,2.27,93,304,138,208,161,0,66,83,-19.1,272,2
2023-11-30 11:15:00,882,1.72,90,293,133,202,146,0,65,67,-18.4,280,2
2023-11-30 11:30:00,882,1.837,97,314,143,202,146,0,65,65,-18.1,268,2
2023-11-30 11:45:00,881,1.58,92,270,116,202,146,0,64,64,-17.5,270,2
2023-11-30 12:00:00,881,1.451,90,272,119,181,110,0,63,61,-17,274,2
2023-11-30 12:15:00,881,1.31,86,228,93,167,87,0,62,69,-16.8,276,2
2023-11-30 12:30:00,881,1.31,79,197,76,167,87,0,62,54,-17.2,266,3
2023-11-30 12:45:00,881,1.193,77,187,73,167,87,0,64,43,-17.1,263,3
2023-11-30 13:00:00,881,1.03,72,164,60,117,66,0,64,42,-17.1,272,3
2023-11-30 13:15:00,881,1.041,69,155,56,84,52,0,64,39,-17,281,3
2023-11-30 13:30:00,880,1.112,78,191,74,84,52,0,65,37,-16.8,275,3
2023-11-30 13:45:00,880,1.264,80,208,84,84,52,0,65,39,-16.4,277,3
2023-11-30 14:00:00,880,0.948,74,159,55,60,43,0,64,40,-16.2,276,3
2023-11-30 14:15:00,880,1.217,79,193,74,44,38,0,64,42,-16,272,3
2023-11-30 14:30:00,880,1.135,76,172,63,44,38,0,63,42,-15.7,281,3
2023-11-30 14:45:00,879,1.24,87,233,96,44,38,0,63,52,-15.2,273,2
2023-11-30 15:00:00,879,1.135,86,231,95,88,30,0,61,58,-14.4,280,2
2023-11-30 15:15:00,879,1.041,88,205,75,117,25,0,59,62,-14.2,271,2
2023-11-30 15:30:00,879,1.287,79,159,51,117,25,0,58,55,-14.5,273,2
2023-11-30 15:45:00,879,1.392,83,210,83,117,25,0,59,53,-14.8,274,2
2023-11-30 16:00:00,879,1.275,86,205,78,106,33,0,60,51,-15,272,2
2023-11-30 16:15:00,879,0.936,76,147,46,99,39,0,60,52,-15.5,282,2
2023-11-30 16:30:00,879,0.796,68,122,35,99,39,0,61,40,-15.8,283,2
2023-11-30 16:45:00,879,1.018,81,166,56,99,39,0,62,37,-16,276,2
2023-11-30 17:00:00,878,0.913,74,141,44,70,29,0,62,33,-16.1,274,2
2023-11-30 17:15:00,878,1.217,87,168,53,50,23,0,62,34,-16,275,2
2023-11-30 17:30:00,878,1.404,90,187,64,50,23,0,63,34,-16,271,2
2023-11-30 17:45:00,878,1.697,89,191,68,50,23,0,63,34,-16.2,277,2
2023-11-30 18:00:00,878,1.79,92,247,100,104,36,0,64,36,-16,257,1
2023-11-30 18:15:00,878,1.802,99,317,143,140,45,0,64,37,-15.9,262,1
2023-11-30 18:30:00,878,1.673,99,323,146,140,45,0,64,38,-15.8,255,1
2023-11-30 18:45:00,878,1.837,94,266,113,140,45,0,63,38,-16,254,1
2023-11-30 19:00:00,878,1.778,91,229,90,104,41,0,63,37,-16.3,261,2
2023-11-30 19:15:00,878,1.638,91,231,91,81,38,0,64,35,-16.6,257,2
2023-11-30 19:30:00,878,1.427,91,203,74,81,38,0,65,34,-16.6,272,1
2023-11-30 19:45:00,878,1.217,90,195,68,81,38,0,65,32,-16.8,282,1
2023-11-30 20:00:00,878,1.708,97,319,145,95,36,0,66,32,-16.8,197,1
2023-11-30 20:15:00,878,1.615,96,281,121,104,34,0,66,32,-16.6,206,1
2023-11-30 20:30:00,878,1.919,105,375,175,104,34,0,66,33,-16.3,208,1
2023-11-30 20:45:00,877,2.071,95,329,153,104,34,0,66,33,-16.1,109,1
2023-11-30 21:00:00,877,2.293,94,283,125,162,42,0,66,38,-16.2,92,1
2023-11-30 21:15:00,877,1.404,78,216,90,202,47,0,66,32,-16.3,107,1
2023-11-30 21:30:00,877,5.054,99,323,146,202,47,0,66,50,-16.7,52,1
2023-11-30 21:45:00,877,5.148,101,296,128,202,47,0,66,75,-17.1,48,1
2023-11-30 22:00:00,877,4.797,103,298,129,241,97,0,66,83,-17.2,49,1
2023-11-30 22:15:00,876,4.212,102,294,126,268,130,0,66,38,-17.1,47,1
2023-11-30 22:30:00,876,3.931,98,258,104,268,130,0,66,78,-17.1,54,1
2023-11-30 22:45:00,876,4.388,96,249,100,268,130,0,66,87,-17.8,56,1
2023-11-30 23:00:00,876,4.657,99,275,115,188,162,0,66,90,-17.9,58,1
2023-11-30 23:15:00,875,4.715,99,287,123,134,184,0,67,94,-17.8,51,1
2023-11-30 23:30:00,875,4.633,99,287,123,134,184,0,67,99,-17.8,55,1
2023-11-30 23:45:00,875,4.118,99,243,94,134,184,0,67,101,-17.6,47,1
2023-12-01 00:00:00,875,3.744,93,214,79,232,198,0,66,96,-17.9,46,1
2023-12-01 00:15:00,875,3.463,93,191,65,297,207,0,66,94,-18,53,1
2023-12-01 00:30:00,875,4.037,95,216,79,297,207,0,66,99,-18.1,56,1
2023-12-01 00:45:00,874,3.943,97,228,85,297,207,0,66,102,-17.8,54,1
2023-12-01 01:00:00,874,3.908,93,199,69,210,185,0,66,101,-17.7,47,1
2023-12-01 01:15:00,874,3.721,93,197,68,152,171,0,66,99,-17.8,64,1
2023-12-01 01:30:00,874,3.393,92,178,56,152,171,0,66,93,-17.7,53,1
2023-12-01 01:45:00,874,3.873,91,170,53,152,171,0,66,95,-18,50,1
2023-12-01 02:00:00,874,3.873,91,166,50,227,172,0,66,100,-18,57,1
2023-12-01 02:15:00,873,3.826,90,163,48,278,172,0,66,98,-18.1,64,1
2023-12-01 02:30:00,873,3.627,88,155,43,278,172,0,66,98,-18.2,55,1
2023-12-01 02:45:00,873,3.65,89,151,40,278,172,0,66,95,-18.5,60,1
2023-12-01 03:00:00,873,3.732,87,145,39,221,169,0,66,98,-18.3,56,1
2023-12-01 03:15:00,873,3.557,84,132,31,183,167,0,66,96,-18.4,54,1
2023-12-01 03:30:00,873,4.317,86,153,44,183,167,0,67,99,-18.4,52,1
2023-12-01 03:45:00,873,4.727,86,191,69,183,167,0,67,105,-18.1,74,1
2023-12-01 04:00:00,873,3.428,85,161,50,234,161,0,67,102,-18.2,176,0
2023-12-01 04:15:00,873,3.299,86,155,45,268,156,0,66,95,-18.2,88,0
2023-12-01 04:30:00,873,4.142,86,141,36,268,156,0,66,98,-18.4,56,1
2023-12-01 04:45:00,873,4.703,85,149,41,268,156,0,66,100,-18.4,55,1
2023-12-01 05:00:00,873,4.282,83,132,33,226,134,0,66,99,-18.4,56,1
2023-12-01 05:15:00,872,4.575,85,136,34,199,119,0,66,99,-18.4,60,1
2023-12-01 05:30:00,872,5.008,86,157,46,199,119,0,66,104,-18.5,60,1
2023-12-01 05:45:00,872,5.675,87,180,61,199,119,0,66,112,-18.3,64,1
2023-12-01 06:00:00,872,3.615,83,163,51,219,121,0,66,108,-18.1,68,1
2023-12-01 06:15:00,872,3.03,86,151,43,232,123,0,66,101,-18.2,170,0
2023-12-01 06:30:00,872,2.282,81,229,96,232,123,0,66,91,-18.1,212,0
2023-12-01 06:45:00,872,2.387,84,283,130,232,123,0,66,88,-17.9,231,0
2023-12-01 07:00:00,872,2.504,90,344,166,211,102,0,65,85,-17.5,228,0
2023-12-01 07:15:00,872,2.422,91,346,166,197,87,0,65,81,-17.5,248,1
2023-12-01 07:30:00,872,2.539,91,315,148,197,87,0,65,76,-17.6,262,1
2023-12-01 07:45:00,872,4.586,97,423,213,197,87,0,65,80,-17.4,258,1
