2023-06-16T00:00:00Z,-56,79316,379,17216,18,18,18,91,91,91,866.472,866.472,866.472,70.236,,70.236,0.446,1.9,1.9,,6.4,6.4,,5.7,5.7,,220.9,220.9,,425.164,425.164,,119.616,119.616,,18.734,18.734,,1.392,1.392,,0.49,0.49,,0.344,0.344,,0.584,0.584,,0.584,0.584,,1.488,1.488,,1.488,1.488,,1.858,1.858,,1.858,1.858,
2023-06-16T00:10:00Z,-58,79916,412,17216,18,18,18,90.8,90.8,90.8,866.552,866.552,866.552,69.85,,69.85,0.394,2,2,,6.3,6.3,,5.6,5.6,,222,222,,420.274,420.274,,115.966,115.966,,20.284,20.284,,1.462,1.462,,0.466,0.466,,0.466,0.466,,0.368,0.368,,0.368,0.368,,1.422,1.422,,1.422,1.422,,1.826,1.826,,1.826,1.826,
2023-06-16T00:20:00Z,-56,80516,357,17856,18,18,18,91,91,91,866.572,866.572,866.572,68.71,,68.71,0.526,2.1,2.1,,6.9,6.9,,6,6,,213.6,213.6,,458.818,458.818,,126.116,126.116,,21.216,21.216,,1.812,1.812,,0.392,0.392,,0.048,0.048,,0.638,0.638,,0.638,0.638,,1.804,1.804,,1.804,1.804,,2.064,2.064,,2.064,2.064,
2023-06-16T00:30:00Z,-56,81116,357,16896,18,18,18,91,91,91,866.658,866.658,866.658,67.836,,67.836,0.46,2.2,2.2,,7.1,7.1,,6.2,6.2,,210.2,210.2,,475.202,475.202,,128.926,128.926,,23.128,23.128,,2.226,2.226,,0.416,0.416,,0,0,,0.732,0.732,,0.732,0.732,,1.91,1.91,,1.91,1.91,,2.16,2.16,,2.16,2.16,
2023-06-16T00:40:00Z,-56,81716,373,17536,18,18,18,91,91,91,866.674,866.674,866.674,66.264,,66.264,0.544,2.1,2.1,,7.3,7.3,,6.3,6.3,,208.1,208.1,,485.762,485.762,,129.898,129.898,,21.732,21.732,,2.496,2.496,,0.61,0.61,,0.17,0.17,,0.79,0.79,,0.79,0.79,,2.07,2.07,,2.07,2.07,,2.438,2.438,,2.438,2.438,
2023-06-16T00:50:00Z,-57,82316,374,17216,18,18,18,91,91,91,866.726,866.726,866.726,64.252,,64.252,0.37,2.2,2.2,,7.2,7.2,,6.2,6.2,,208.9,208.9,,481.656,481.656,,129.354,129.354,,22.506,22.506,,1.808,1.808,,0.344,0.344,,0.344,0.344,,0.856,0.856,,0.856,0.856,,1.998,1.998,,1.998,1.998,,2.278,2.278,,2.278,2.278,
2023-06-16T01:00:00Z,-57,82916,380,17536,18,18,18,91,91,91,866.822,866.822,866.822,62.324,,62.324,0.436,2.5,2.5,,8.1,8.1,,6.8,6.8,,197.9,197.9,,539.39,539.39,,148.686,148.686,,25.5,25.5,,1.698,1.698,,0.514,0.514,,0.346,0.346,,1.102,1.102,,1.102,1.102,,2.378,2.378,,2.378,2.378,,2.77,2.77,,2.77,2.77,
2023-06-16T01:10:00Z,-56,83516,356,17536,18,18,18,91,91,91,866.886,866.886,866.886,61.104,,61.104,0.426,2.3,2.3,,7.8,7.8,,6.6,6.6,,201.7,201.7,,518.382,518.382,,144.056,144.056,,22.532,22.532,,2.072,2.072,,0.194,0.194,,0.02,0.02,,0.974,0.974,,0.974,0.974,,2.324,2.324,,2.324,2.324,,2.446,2.446,,2.446,2.446,
2023-06-16T01:20:00Z,-57,84117,359,17250,18,18,18,91,91,91,866.854,866.854,866.854,60.116,,60.116,0.424,2.6,2.6,,8.4,8.4,,7,7,,194.1,194.1,,560.52,560.52,,151.768,151.768,,26.908,26.908,,2.42,2.42,,0.714,0.714,,0.234,0.234,,1.236,1.236,,1.236,1.236,,2.53,2.53,,2.53,2.53,,3.094,3.094,,3.094,3.094,
2023-06-16T01:30:00Z,-57,84716,904,17536,18,18,18,91,91,91,866.876,866.876,866.876,59.06,,59.06,0.522,2.6,2.6,,8.4,8.4,,7,7,,193.8,193.8,,562.394,562.394,,152.682,152.682,,27.968,27.968,,2.75,2.75,,0.724,0.724,,0.344,0.344,,1.188,1.188,,1.188,1.188,,2.796,2.796,,2.796,2.796,,3.272,3.272,,3.272,3.272,
2023-06-16T01:40:00Z,-55,85316,373,17536,18,18,18,91,91,91,866.888,866.888,866.888,57.972,,57.972,0.372,2.8,2.8,,9,9,,7.3,7.3,,187.3,187.3,,601.154,601.154,,166.738,166.738,,28.45,28.45,,2.822,2.822,,0.39,0.39,,0.218,0.218,,1.544,1.544,,1.544,1.544,,3.022,3.022,,3.022,3.022,,3.366,3.366,,3.366,3.366,
2023-06-16T01:50:00Z,-56,85916,367,17536,18,18,18,91,91,91,866.916,866.916,866.916,56.212,,56.212,0.426,3,3,,9.5,9.5,,7.6,7.6,,182,182,,634.896,634.896,,174.326,174.326,,31.758,31.758,,3.312,3.312,,0.73,0.73,,0.298,0.298,,1.622,1.622,,1.622,1.622,,3.476,3.476,,3.476,3.476,,3.946,3.946,,3.946,3.946,
