time_stamp,rssi,uptime,pa_latency,memory,humidity,humidity_a,humidity_b,temperature,temperature_a,temperature_b,pressure,pressure_a,pressure_b,voc,voc_a,voc_b,analog_input,pm2.5_alt,pm2.5_alt_a,pm2.5_alt_b,scattering_coefficient,scattering_coefficient_a,scattering_coefficient_b,deciviews,deciviews_a,deciviews_b,visual_range,visual_range_a,visual_range_b,0.3_um_count,0.3_um_count_a,0.3_um_count_b,0.5_um_count,0.5_um_count_a,0.5_um_count_b,1.0_um_count,1.0_um_count_a,1.0_um_count_b,2.5_um_count,2.5_um_count_a,2.5_um_count_b,5.0_um_count,5.0_um_count_a,5.0_um_count_b,10.0_um_count,10.0_um_count_a,10.0_um_count_b,pm1.0_cf_1,pm1.0_cf_1_a,pm1.0_cf_1_b,pm1.0_atm,pm1.0_atm_a,pm1.0_atm_b,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b,pm2.5_cf_1,pm2.5_cf_1_a,pm2.5_cf_1_b,pm10.0_atm,pm10.0_atm_a,pm10.0_atm_b,pm10.0_cf_1,pm10.0_cf_1_a,pm10.0_cf_1_b
2023-06-13T09:40:00Z,-58,597,382,15496,18,18,18,90,90,90,860.698,860.698,860.698,25.468,,25.468,0.348,4.3,4.3,,12.2,12.2,,9,9,,158.4,158.4,,812.386,812.386,,231.268,231.268,,48.696,48.696,,5.06,5.06,,1.4,1.4,,1.142,1.142,,2.766,2.766,,2.766,2.766,,5.424,5.424,,5.424,5.424,,6.746,6.746,,6.746,6.746,
2023-06-13T09:50:00Z,-58,1196,487,17072,18,18,18,90,90,90,860.534,860.534,860.534,25.14,,25.14,0.42,4,4,,11.8,11.8,,8.8,8.8,,161.7,161.7,,784.3,784.3,,225.962,225.962,,44.266,44.266,,5.03,5.03,,1.654,1.654,,1.316,1.316,,2.768,2.768,,2.768,2.768,,4.878,4.878,,4.878,4.878,,6.418,6.418,,6.418,6.418,
2023-06-13T10:00:00Z,-58,1796,382,16752,18,18,18,90,90,90,860.428,860.428,860.428,27.224,,27.224,0.292,3.8,3.8,,11.1,11.1,,8.5,8.5,,166.9,166.9,,743,743,,211.816,211.816,,41.394,41.394,,3.458,3.458,,1.114,1.114,,0.858,0.858,,2.534,2.534,,2.534,2.534,,4.622,4.622,,4.622,4.622,,5.574,5.574,,5.574,5.574,
2023-06-13T10:10:00Z,-57,2396,397,17072,17.8,17.8,17.8,90.4,90.4,90.4,860.292,860.292,860.292,36.112,,36.112,0.3,3.6,3.6,,10.8,10.8,,8.3,8.3,,169.9,169.9,,719.876,719.876,,206.3,206.3,,40.968,40.968,,4.814,4.814,,1.758,1.758,,1.5,1.5,,2.278,2.278,,2.278,2.278,,4.27,4.27,,4.27,4.27,,5.98,5.98,,5.98,5.98,
2023-06-13T10:20:00Z,-58,2996,379,17072,17.4,17.4,17.4,91,91,91,860.37,860.37,860.37,38.39,,38.39,0.294,3.5,3.5,,10.2,10.2,,8,8,,175.4,175.4,,679.396,679.396,,191.856,191.856,,40.172,40.172,,3.88,3.88,,1.424,1.424,,1.128,1.128,,2.102,2.102,,2.102,2.102,,3.996,3.996,,3.996,3.996,,5.114,5.114,,5.114,5.114,
2023-06-13T10:30:00Z,-54,3596,459,17072,17,17,17,90.6,90.6,90.6,860.374,860.374,860.374,41.264,,41.264,0.214,3.5,3.5,,11.2,11.2,,8.5,8.5,,166.4,166.4,,746.728,746.728,,212.954,212.954,,38.998,38.998,,5.62,5.62,,2.582,2.582,,2.156,2.156,,2.34,2.34,,2.34,2.34,,4.622,4.622,,4.622,4.622,,6.51,6.51,,6.51,6.51,
2023-06-13T10:40:00Z,-54,4196,363,17072,17,17,17,90,90,90,860.364,860.364,860.364,48.626,,48.626,0.254,3.8,3.8,,11.1,11.1,,8.5,8.5,,167.2,167.2,,740.316,740.316,,212.664,212.664,,42.29,42.29,,4.334,4.334,,1.73,1.73,,1.086,1.086,,2.35,2.35,,2.35,2.35,,4.564,4.564,,4.564,4.564,,5.892,5.892,,5.892,5.892,
2023-06-13T10:50:00Z,-55,4796,364,17392,17,17,17,90,90,90,860.37,860.37,860.37,53.284,,53.284,0.258,4.3,4.3,,12.2,12.2,,9,9,,158.4,158.4,,812.31,812.31,,233.408,233.408,,50.122,50.122,,6.184,6.184,,2.072,2.072,,1.9,1.9,,2.814,2.814,,2.814,2.814,,5.376,5.376,,5.376,5.376,,7.32,7.32,,7.32,7.32,
2023-06-13T11:00:00Z,-56,5396,377,16752,16.6,16.6,16.6,90.4,90.4,90.4,860.368,860.368,860.368,59.732,,59.732,0.218,4.2,4.2,,12.5,12.5,,9.2,9.2,,156.2,156.2,,831.632,831.632,,237.322,237.322,,48.526,48.526,,5.712,5.712,,1.624,1.624,,1.026,1.026,,2.858,2.858,,2.858,2.858,,5.2,5.2,,5.2,5.2,,6.956,6.956,,6.956,6.956,
2023-06-13T11:10:00Z,-56,5996,420,16432,17,17,17,91,91,91,860.458,860.458,860.458,56.956,,56.956,0.208,3.8,3.8,,11.3,11.3,,8.6,8.6,,165.7,165.7,,752.242,752.242,,212.524,212.524,,42.726,42.726,,4.562,4.562,,1.87,1.87,,1.534,1.534,,2.402,2.402,,2.402,2.402,,4.692,4.692,,4.692,4.692,,6.132,6.132,,6.132,6.132,
