time_stamp,rssi,uptime,pa_latency,memory,humidity,humidity_a,humidity_b,temperature,temperature_a,temperature_b,pressure,pressure_a,pressure_b,voc,voc_a,voc_b,analog_input,pm2.5_alt,pm2.5_alt_a,pm2.5_alt_b,scattering_coefficient,scattering_coefficient_a,scattering_coefficient_b,deciviews,deciviews_a,deciviews_b,visual_range,visual_range_a,visual_range_b,0.3_um_count,0.3_um_count_a,0.3_um_count_b,0.5_um_count,0.5_um_count_a,0.5_um_count_b,1.0_um_count,1.0_um_count_a,1.0_um_count_b,2.5_um_count,2.5_um_count_a,2.5_um_count_b,5.0_um_count,5.0_um_count_a,5.0_um_count_b,10.0_um_count,10.0_um_count_a,10.0_um_count_b,pm1.0_cf_1,pm1.0_cf_1_a,pm1.0_cf_1_b,pm1.0_atm,pm1.0_atm_a,pm1.0_atm_b,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b,pm2.5_cf_1,pm2.5_cf_1_a,pm2.5_cf_1_b,pm10.0_atm,pm10.0_atm_a,pm10.0_atm_b,pm10.0_cf_1,pm10.0_cf_1_a,pm10.0_cf_1_b
2023-06-13T11:00:00Z,-57,837,484,15408,18.333,18.333,18.333,88,88,88,860.31,860.31,860.31,26.73,,26.73,1.147,4.2,4.2,,11.3,11.3,,8.6,8.6,,165.4,165.4,,754.413,754.413,,231.643,231.643,,51.983,51.983,,7.337,7.337,,1.86,1.86,,0.517,0.517,,3.383,3.383,,3.383,3.383,,7.02,7.02,,7.02,7.02,,8.23,8.23,,8.23,8.23,
2023-06-13T11:10:00Z,-57,1316,420,17712,17.4,17.4,17.4,89,89,89,860.382,860.382,860.382,47.118,,47.118,1.006,3.8,3.8,,10.5,10.5,,8.2,8.2,,172.3,172.3,,701.77,701.77,,216.564,216.564,,43.792,43.792,,5.11,5.11,,1.508,1.508,,0.56,0.56,,3.056,3.056,,3.056,3.056,,5.794,5.794,,5.794,5.794,,6.808,6.808,,6.808,6.808,
2023-06-13T11:20:00Z,-57,1916,387,16752,17,17,17,89,89,89,860.418,860.418,860.418,46.15,,46.15,1.26,4,4,,11,11,,8.4,8.4,,168.4,168.4,,731.128,731.128,,224.792,224.792,,48.87,48.87,,7.818,7.818,,1.648,1.648,,0.426,0.426,,3.252,3.252,,3.252,3.252,,6.846,6.846,,6.846,6.846,,7.914,7.914,,7.914,7.914,
2023-06-13T11:30:00Z,-60,2516,461,16752,17.6,17.6,17.6,89,89,89,860.424,860.424,860.424,39.016,,39.016,1.092,4.6,4.6,,12.9,12.9,,9.4,9.4,,153,153,,860.978,860.978,,259.898,259.898,,53.078,53.078,,6.68,6.68,,1.496,1.496,,0.472,0.472,,4.016,4.016,,4.016,4.016,,7.446,7.446,,7.446,7.446,,8.464,8.464,,8.464,8.464,
2023-06-13T11:40:00Z,-59,3116,364,16752,18.4,18.4,18.4,89.6,89.6,89.6,860.562,860.562,860.562,25.284,,25.284,0.846,5.3,5.3,,15.2,15.2,,10.4,10.4,,138.4,138.4,,1010.192,1010.192,,307.722,307.722,,65.106,65.106,,11.3,11.3,,3.02,3.02,,1.25,1.25,,5.002,5.002,,5.002,5.002,,9.512,9.512,,9.512,9.512,,11.55,11.55,,11.55,11.55,
2023-06-13T11:50:00Z,-58,3716,390,17392,20.4,20.4,20.4,89,89,89,860.488,860.488,860.488,23.38,,23.38,1.07,7.4,7.4,,20.5,20.5,,12.4,12.4,,112.8,112.8,,1365.046,1365.046,,417.942,417.942,,92.306,92.306,,16.488,16.488,,4.944,4.944,,2.07,2.07,,6.906,6.906,,6.906,6.906,,13.492,13.492,,13.492,13.492,,16.816,16.816,,16.816,16.816,
2023-06-13T12:00:00Z,-60,4316,359,16432,21.2,21.2,21.2,89,89,89,860.45,860.45,860.45,23.384,,23.384,0.84,7.7,7.7,,21.9,21.9,,12.9,12.9,,107.6,107.6,,1458.486,1458.486,,443.942,443.942,,92.714,92.714,,15.542,15.542,,2.88,2.88,,1.694,1.694,,7.58,7.58,,7.58,7.58,,14.262,14.262,,14.262,14.262,,16.398,16.398,,16.398,16.398,
2023-06-13T12:10:00Z,-59,4916,641,17072,22,22,22,89,89,89,860.454,860.454,860.454,22.904,,22.904,0.812,7.9,7.9,,21.8,21.8,,12.9,12.9,,107.8,107.8,,1454.764,1454.764,,445.992,445.992,,96.428,96.428,,14.898,14.898,,3.568,3.568,,1.734,1.734,,7.848,7.848,,7.848,7.848,,14.492,14.492,,14.492,14.492,,17.002,17.002,,17.002,17.002,
2023-06-13T12:20:00Z,-61,5516,422,17072,22,22,22,89,89,89,860.678,860.678,860.678,24.056,,24.056,0.87,7.9,7.9,,22.4,22.4,,13.1,13.1,,105.7,105.7,,1494.812,1494.812,,457.694,457.694,,91.88,91.88,,13.188,13.188,,3.888,3.888,,0.89,0.89,,7.724,7.724,,7.724,7.724,,13.81,13.81,,13.81,13.81,,16.342,16.342,,16.342,16.342,
2023-06-13T12:30:00Z,-60,6116,372,16432,22,22,22,89,89,89,861.01,861.01,861.01,25,,25,0.686,7.6,7.6,,21.3,21.3,,12.7,12.7,,109.5,109.5,,1423.21,1423.21,,434.238,434.238,,87.114,87.114,,10.074,10.074,,2.354,2.354,,0.814,0.814,,7.15,7.15,,7.15,7.15,,12.964,12.964,,12.964,12.964,,14.63,14.63,,14.63,14.63,
