Sensor,Coefficient,Intercept
MNUMS 158,1.2122571685944725,-20.10278981455201
MNUMS 196,1.1300864539581428,-13.516127372948176
MNUMS 139,1.133604435997146,-10.710854543088729
MNUMS 175,1.1037051598891652,-9.917582004044178
MNUMS 130,1.0714213941603554,-6.787176964317865
MNUMS 152,0.8779042756330444,13.252443159521633
MNUMS 183,1.075081843997265,-7.845073293522205
MNUMS 142,0.9549818968830297,4.115277968809849
MNUMS 131,1.0241888170305262,-4.364553412744513
MNUMS 141,0.8879527593966335,12.636594955583107
MNUMS 129,0.779914249451163,22.97053871224034
MNUMS 203,0.8816906242812291,10.75893995217858
MNUMS 156,1.1943359686778678,-17.55884689621695
MNUMS 124,1.162717907905435,-16.55399254631392
MNUMS 190,0.8263197282640015,16.410063572234293
MNUMS 194,1.038989035436105,-3.7663114081537117
MNUMS 162,1.2671788758326752,-23.25135551413257
MNUMS 172,1.1488897478864035,-13.501239991224068
MNUMS 121,0.9001396439849343,11.463402341158101
MNUMS 164,0.983263386378082,-0.22754257793644683
MNUMS 186,1.1899066964522045,-17.338727808225485
MNUMS 154,0.8536727224228302,16.54177090259084
MNUMS 122,1.0954378813430725,-8.537598274948564
MNUMS 149,0.35460638149137047,60.145228863670376
MNUMS 202,1.038035577928021,-3.6532861649945403
MNUMS 137,1.1062884196765994,-9.211706148292834
MNUMS 170,1.186409024846209,-16.83909640382504
MNUMS 132,1.1107409182612034,-10.590918691955636
MNUMS 159,1.221725329822092,-21.24421115890226
MNUMS 168,1.0920256021274162,-8.779498676701408
MNUMS 161,1.07622417036866,-7.473247616835238
MNUMS 166,1.0353839458047918,-3.3482107444272486
MNUMS 128,0.743256600139835,25.55070697633272
MNUMS 169,0.8366925124717853,17.655495319311868
MNUMS 204,1.3009323724578243,-28.57619282406732
MNUMS 126,0.7947737492514388,20.902180178054962
MNUMS 206,1.0916156147083476,-9.289679795011779
MNUMS 148,1.198802391525585,-20.123581825912154
MNUMS 195,0.9554021420228167,4.123436315840735
MNUMS 180,0.4100886382026659,55.108297044041635
MNUMS 182,0.39458592402242165,56.514299138786235
MNUMS 187,1.1856823631630597,-18.704256354823187
MNUMS 176,1.1936480056146428,-19.407496036338685
MNUMS 184,1.1238252719139674,-11.711511820939577
MNUMS 135,1.1254975601344037,-12.977195998179624
MNUMS 147,1.1601789516624141,-16.85051292335504
MNUMS 153,1.1419379549102155,-14.531809257456871
MNUMS 189,1.1159819722544686,-10.968288403885921
MNUMS 127,0.9992597469838416,-1.5121948610432554
MNUMS 199,0.8374213550537349,16.84995864473649
MNUMS 179,1.1427361106696377,-14.660883580463775
MNUMS 123,0.8746863379346681,14.277662459192896
MNUMS 174,1.1267372864706142,-11.924458748625383
MNUMS 192,0.8117679228923792,20.200808941532728
MNUMS 185,1.1289644186770917,-13.350241721298488
MNUMS 193,1.14265322755925,-13.813994807475979
MNUMS 205,1.0779593725947758,-7.395336718215674
MNUMS 163,0.8772855229140349,12.917091656147718
MNUMS 165,0.8377367000710506,17.03112212055325
MNUMS 171,1.1113670044399102,-12.75879820342466
MNUMS 188,0.87440642877454,14.400773400359498
MNUMS 125,1.1260789613069295,-13.059885996718904
MNUMS 143,1.1724587419770318,-16.30915369900913
MNUMS 198,0.40030242113952197,55.85999701141243
MNUMS 173,1.1673458546135547,-16.901088776072427
MNUMS 181,1.252916483203993,-23.73472088447363
MNUMS 178,1.1312253695584853,-12.393484704271685
MNUMS 138,0.8555072337187472,16.370630781087556
MNUMS 160,1.0788512541738042,-7.529922986130785
MNUMS 140,0.9906131368311576,-0.46914632957140157
MNUMS 136,1.106841228144507,-11.811427703866855
MNUMS 155,1.0675971597218177,-6.9319941265853515
MNUMS 197,1.1589186301187193,-16.089080804687015
MNUMS 150,0.4946034788533715,52.224933596196294
MNUMS 200,0.33768622717366686,64.76467714360872
MNUMS 151,0.39308436707869343,60.293825599036076
MNUMS 146,0.7754077671871188,27.897755194655417
MNUMS 191,0.577551287578247,44.410488903177445
MNUMS 145,0.36244661444244264,62.62176764477189
MNUMS 167,0.7623368807045023,28.883723600002313
MNUMS 201,0.9330288219575412,14.37918585610825
MNUMS 134,0.25249803809138466,71.6062890987231
MNUMS 157,0.6070431541870359,42.04979782311058
MNUMS 144,0.6903822010178974,34.75598330420583
MNUMS 133,0.8895610610556639,17.972072357751202
MNUMS 177,0.47279478179976353,53.163233622596465
