time_stamp,rssi,uptime,pa_latency,memory,humidity,humidity_a,humidity_b,temperature,temperature_a,temperature_b,pressure,pressure_a,pressure_b,voc,voc_a,voc_b,analog_input,pm2.5_alt,pm2.5_alt_a,pm2.5_alt_b,scattering_coefficient,scattering_coefficient_a,scattering_coefficient_b,deciviews,deciviews_a,deciviews_b,visual_range,visual_range_a,visual_range_b,0.3_um_count,0.3_um_count_a,0.3_um_count_b,0.5_um_count,0.5_um_count_a,0.5_um_count_b,1.0_um_count,1.0_um_count_a,1.0_um_count_b,2.5_um_count,2.5_um_count_a,2.5_um_count_b,5.0_um_count,5.0_um_count_a,5.0_um_count_b,10.0_um_count,10.0_um_count_a,10.0_um_count_b,pm1.0_cf_1,pm1.0_cf_1_a,pm1.0_cf_1_b,pm1.0_atm,pm1.0_atm_a,pm1.0_atm_b,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b,pm2.5_cf_1,pm2.5_cf_1_a,pm2.5_cf_1_b,pm10.0_atm,pm10.0_atm_a,pm10.0_atm_b,pm10.0_cf_1,pm10.0_cf_1_a,pm10.0_cf_1_b
2023-06-13T09:10:00Z,-58,1017,568,15328,17.75,17.75,17.75,89.5,89.5,89.5,861.217,861.217,861.217,29.648,,29.648,0.255,4.1,4.1,,13.2,13.2,,9.5,9.5,,150.7,150.7,,882.282,882.282,,250.15,250.15,,42.57,42.57,,3.767,3.767,,2.152,2.152,,0,0,,3.57,3.57,,3.57,3.57,,5.947,5.947,,5.947,5.947,,7.265,7.265,,7.265,7.265,
2023-06-13T09:20:00Z,-57,1556,360,16722,17,17,17,90,90,90,861.056,861.056,861.056,39.424,,39.424,0.254,4.1,4.1,,12.7,12.7,,9.3,9.3,,154.2,154.2,,849.732,849.732,,240.158,240.158,,43.804,43.804,,3.768,3.768,,1.158,1.158,,0,0,,3.352,3.352,,3.352,3.352,,5.824,5.824,,5.824,5.824,,6.758,6.758,,6.758,6.758,
2023-06-13T09:30:00Z,-57,2156,367,16048,17.6,17.6,17.6,90,90,90,860.954,860.954,860.954,38.934,,38.934,0.25,4.2,4.2,,13.1,13.1,,9.5,9.5,,151.4,151.4,,875.874,875.874,,247.83,247.83,,46.382,46.382,,5.916,5.916,,1.424,1.424,,0.13,0.13,,3.35,3.35,,3.35,3.35,,6.47,6.47,,6.47,6.47,,7.638,7.638,,7.638,7.638,
2023-06-13T09:40:00Z,-57,2756,355,16688,17,17,17,90,90,90,860.838,860.838,860.838,42.178,,42.178,0.254,4.2,4.2,,13.1,13.1,,9.4,9.4,,151.6,151.6,,873.482,873.482,,246.166,246.166,,45.642,45.642,,4.918,4.918,,1.556,1.556,,0,0,,3.56,3.56,,3.56,3.56,,6.192,6.192,,6.192,6.192,,7.172,7.172,,7.172,7.172,
2023-06-13T09:50:00Z,-56,3356,352,16688,17.4,17.4,17.4,90,90,90,860.678,860.678,860.678,41.136,,41.136,0.224,4,4,,12.4,12.4,,9.1,9.1,,156.5,156.5,,828.79,828.79,,231.266,231.266,,42.494,42.494,,3.218,3.218,,1.16,1.16,,0.254,0.254,,3.184,3.184,,3.184,3.184,,5.486,5.486,,5.486,5.486,,6.31,6.31,,6.31,6.31,
2023-06-13T10:00:00Z,-58,3956,359,17008,17.6,17.6,17.6,90,90,90,860.594,860.594,860.594,33.078,,33.078,0.244,3.6,3.6,,11.8,11.8,,8.8,8.8,,161.4,161.4,,786.866,786.866,,220.562,220.562,,37.924,37.924,,4.256,4.256,,1.55,1.55,,0.26,0.26,,3.046,3.046,,3.046,3.046,,5.24,5.24,,5.24,5.24,,6.21,6.21,,6.21,6.21,
2023-06-13T10:10:00Z,-59,4556,401,16688,17.4,17.4,17.4,90,90,90,860.476,860.476,860.476,34.202,,34.202,0.412,3.8,3.8,,11.8,11.8,,8.8,8.8,,161.1,161.1,,789.604,789.604,,224.52,224.52,,39.498,39.498,,3.588,3.588,,1.538,1.538,,0.126,0.126,,2.984,2.984,,2.984,2.984,,5.132,5.132,,5.132,5.132,,6.102,6.102,,6.102,6.102,
2023-06-13T10:20:00Z,-57,5157,404,16688,17,17,17,90,90,90,860.512,860.512,860.512,55.71,,55.71,0.388,3.5,3.5,,11.4,11.4,,8.6,8.6,,165,165,,757.97,757.97,,210.834,210.834,,35.078,35.078,,2.412,2.412,,0.464,0.464,,0,0,,2.826,2.826,,2.826,2.826,,4.73,4.73,,4.73,4.73,,5.116,5.116,,5.116,5.116,
2023-06-13T10:30:00Z,-59,5757,370,16688,17,17,17,90,90,90,860.508,860.508,860.508,60.632,,60.632,0.47,4.1,4.1,,12.5,12.5,,9.1,9.1,,156.3,156.3,,830.496,830.496,,234.76,234.76,,45.54,45.54,,4.5,4.5,,1.85,1.85,,0.13,0.13,,3.308,3.308,,3.308,3.308,,5.616,5.616,,5.616,5.616,,6.912,6.912,,6.912,6.912,
2023-06-13T10:40:00Z,-60,6357,358,16688,17,17,17,90,90,90,860.504,860.504,860.504,66.002,,66.002,0.396,3.9,3.9,,12.3,12.3,,9,9,,157.8,157.8,,817.464,817.464,,226.922,226.922,,42.194,42.194,,4.41,4.41,,1.67,1.67,,0.13,0.13,,3.03,3.03,,3.03,3.03,,5.426,5.426,,5.426,5.426,,6.534,6.534,,6.534,6.534,
