2023-06-19T00:00:00Z,333352,396,17784,18,18,,90,90,,864.734,864.734,,,,,0,3.4,3.5,3.2,11,10.8,11.2,8.4,8.3,8.5,168.1,170.2,166.1,733.17,717.67,748.67,194.346,189.866,198.826,34.313,36.71,31.916,2.508,2.08,2.936,0.603,0.346,0.86,0.14300000000000002,0.132,0.154,3.031,2.886,3.176,3.031,2.886,3.176,4.631,4.602,4.66,4.631,4.602,4.66,5.0329999999999995,4.858,5.208,5.0329999999999995,4.858,5.208
2023-06-19T00:10:00Z,333952,411,17464,18,18,,90,90,,864.67,864.67,,,,,0,3.4,3.6,3.3,11.1,10.8,11.4,8.5,8.3,8.6,167.4,170.3,164.6,738.828,717.002,760.654,196.37900000000002,189.364,203.394,35.366,38.73,32.002,2.439,2.668,2.21,0.565,0.48,0.65,0.277,0.23,0.324,3.02,2.986,3.054,3.02,2.986,3.054,4.7620000000000005,4.926,4.598,4.7620000000000005,4.926,4.598,5.164999999999999,5.286,5.044,5.164999999999999,5.286,5.044
2023-06-19T00:20:00Z,334552,347,17464,17.6,17.6,,90,90,,864.65,864.65,,,,,0,3.4,3.5,3.4,11.3,10.9,11.6,8.5,8.4,8.7,165.9,168.6,163.3,750.2239999999999,729.254,771.194,199.577,193.594,205.56,37.061,39.44,34.682,4.132,4.842,3.422,0.646,0.93,0.362,0.405,0.56,0.25,3.121,3.03,3.212,3.121,3.03,3.212,5.176,5.278,5.074,5.176,5.278,5.074,5.65,5.888,5.412,5.65,5.888,5.412
2023-06-19T00:30:00Z,335152,572,17464,17,17,,90,90,,864.576,864.576,,,,,0,3.8,3.9,3.7,12,11.9,12.2,8.9,8.9,9,159.7,160.7,158.6,801.3969999999999,792.558,810.236,211.661,207.368,215.954,41.435,43.782,39.088,3.9699999999999998,4.128,3.812,0.6479999999999999,0.57,0.726,0.373,0.204,0.542,3.232,3.292,3.172,3.232,3.292,3.172,5.525,5.664,5.386,5.525,5.664,5.386,5.974,6.018,5.93,5.974,6.018,5.93
2023-06-19T00:40:00Z,335752,539,17784,17,17,,90,90,,864.574,864.574,,,,,0,4,4.2,3.7,12.5,12.3,12.8,9.2,9,9.3,155.9,157.8,153.9,834.668,817.356,851.98,222.06,215.536,228.584,43.69,47.182,40.198,4.843,3.666,6.02,1.331,1.61,1.052,0.85,0.88,0.82,3.605,3.364,3.846,3.605,3.364,3.846,5.811999999999999,5.47,6.154,5.811999999999999,5.47,6.154,6.805,6.62,6.99,6.805,6.62,6.99
2023-06-19T00:50:00Z,336352,670,17784,17,17,,90,90,,864.526,864.526,,,,,0,4.1,4.2,4,12.7,12.3,13.1,9.3,9.1,9.4,154.5,157.3,151.9,846.527,822.122,870.932,224.849,217.228,232.47,44.996,46.368,43.624,4.59,3.634,5.546,0.778,0.792,0.764,0.545,0.636,0.454,3.5090000000000003,3.438,3.58,3.5090000000000003,3.438,3.58,5.986000000000001,5.724,6.248,5.986000000000001,5.724,6.248,6.65,6.396,6.904,6.65,6.396,6.904
2023-06-19T01:00:00Z,336953,811,17818,17,17,,90,90,,864.426,864.426,,,,,0,4.3,4.3,4.2,13.3,12.9,13.7,9.5,9.3,9.7,150.5,153.3,147.7,884.1469999999999,857.39,910.904,236.903,232.748,241.058,46.707,49.036,44.378,4.673,4.716,4.63,0.517,0.316,0.718,0.179,0.18,0.178,3.871,3.81,3.932,3.871,3.81,3.932,6.3629999999999995,6.41,6.316,6.3629999999999995,6.41,6.316,6.744,6.662,6.826,6.744,6.662,6.826
2023-06-19T01:10:00Z,337552,383,17144,17,17,,90,90,,864.538,864.538,,,,,0,4.5,4.5,4.5,13.8,13.5,14.1,9.8,9.6,9.9,147.1,149.1,145.1,917.398,897.618,937.178,246.74,243.222,250.258,49.181,51.046,47.316,4.66,5.628,3.692,0.97,0.954,0.986,0.535,0.622,0.448,3.9450000000000003,3.884,4.006,3.9450000000000003,3.884,4.006,6.606999999999999,6.792,6.422,6.606999999999999,6.792,6.422,7.286,7.478,7.094,7.286,7.478,7.094
2023-06-19T01:20:00Z,338152,613,18104,17,17,,90,90,,864.448,864.448,,,,,0,4.5,4.7,4.3,14.1,13.9,14.3,9.9,9.8,10,145.1,146.5,143.7,938.101,923.746,952.456,249.595,245.374,253.816,50.768,53.248,48.288,6.425,5.294,7.556,1.127,0.528,1.726,0.618,0.25,0.986,4.079,4.106,4.052,4.079,4.106,4.052,6.96,7.026,6.894,6.96,7.026,6.894,7.884,7.574,8.194,7.884,7.574,8.194
2023-06-19T01:30:00Z,338752,452,17464,17,17,,90,90,,864.568,864.568,,,,,0,4.6,4.6,4.5,14.3,13.7,14.9,10,9.7,10.3,143.5,147.5,139.8,954.002,913.324,994.68,256.148,246.852,265.444,50.257999999999996,50.106,50.41,5.6,3.718,7.482,1.082,0.442,1.722,0.5489999999999999,0.282,0.816,4.175000000000001,3.926,4.424,4.175000000000001,3.926,4.424,7.056,6.58,7.532,7.056,6.58,7.532,7.878,7.002,8.754,7.878,7.002,8.754
2023-06-19T01:40:00Z,339353,680,17144,16.4,16.4,,90.8,90.8,,864.494,864.494,,,,,0,4.8,4.9,4.6,14.9,14.5,15.3,10.3,10.1,10.4,139.9,142.3,137.5,993.594,966.524,1020.664,262.274,256.894,267.654,52.647999999999996,56.336,48.96,5.596,5.57,5.622,1.37,1.022,1.718,0.7170000000000001,0.538,0.896,4.408,4.408,4.408,4.408,4.408,4.408,7.305,7.436,7.174,7.305,7.436,7.174,8.258,8.13,8.386,8.258,8.13,8.386
2023-06-19T01:50:00Z,339953,1308,17498,16,16,,91,91,,864.434,864.434,,,,,0,4.7,4.9,4.5,15.1,15.1,15.1,10.3,10.3,10.3,138.9,138.9,138.9,1004.0930000000001,1004.198,1003.988,267.788,267.66,267.916,49.849000000000004,52.814,46.884,3.739,3.278,4.2,0.733,0.71,0.756,0.33599999999999997,0.374,0.298,4.381,4.442,4.32,4.381,4.442,4.32,6.865,6.956,6.774,6.865,6.956,6.774,7.446,7.544,7.348,7.446,7.544,7.348
2023-06-19T02:00:00Z,340552,417,17784,16,16,,91,91,,864.446,864.446,,,,,0,4.9,5.2,4.7,15.2,15.2,15.2,10.4,10.4,10.4,137.9,138,137.8,1015.627,1014.712,1016.542,271.826,271.864,271.788,54.714,57.916,51.512,5.715,4.992,6.438,1.301,0.88,1.722,0.8009999999999999,0.576,1.026,4.481,4.43,4.532,4.481,4.43,4.532,7.5600000000000005,7.694,7.426,7.5600000000000005,7.694,7.426,8.503,8.324,8.682,8.503,8.324,8.682
2023-06-19T02:10:00Z,341153,959,17178,15.4,15.4,,90.6,90.6,,864.528,864.528,,,,,0,7.2,7.6,6.9,20.7,20.4,21,12.5,12.4,12.6,111.8,113,110.7,1382.048,1362.682,1401.414,375.593,371.54,379.646,93.158,99.238,87.078,16.539,15.592,17.486,4.747,3.664,5.83,2.357,1.92,2.794,6.484,6.55,6.418,6.484,6.55,6.418,12.379999999999999,12.696,12.064,12.379999999999999,12.696,12.064,15.794,15.502,16.086,15.794,15.502,16.086
2023-06-19T02:20:00Z,341752,421,17464,14.2,14.2,,90,90,,864.518,864.518,,,,,0,7.7,8.1,7.3,21.9,21.6,22.2,12.9,12.8,13,107.4,108.6,106.3,1461.0729999999999,1439.904,1482.242,396.31399999999996,389.578,403.05,95.418,100.386,90.45,14.161999999999999,11.56,16.764,3.32,2.282,4.358,1.9489999999999998,1.386,2.512,6.994,7.002,6.986,6.994,7.002,6.986,12.748000000000001,12.8,12.696,12.748000000000001,12.8,12.696,15.249,14.502,15.996,15.249,14.502,15.996
2023-06-19T02:30:00Z,342352,363,17784,14,14,,89.2,89.2,,864.488,864.488,,,,,0,6.6,6.7,6.4,19.4,19.2,19.7,12,11.9,12.1,117,118.2,115.8,1295.9859999999999,1276.974,1314.998,350.84000000000003,345.144,356.536,74.286,76.762,71.81,7.345000000000001,6.37,8.32,1.708,1.642,1.774,0.667,0.65,0.684,6.259,6.108,6.41,6.259,6.108,6.41,10.208,10.042,10.374,10.208,10.042,10.374,11.408999999999999,11.144,11.674,11.408999999999999,11.144,11.674
2023-06-19T02:40:00Z,342952,362,18104,14,14,,89,89,,864.418,864.418,,,,,0,6.5,6.7,6.3,19.5,19.5,19.5,12.1,12,12.1,116.8,116.9,116.7,1299.193,1298.042,1300.344,347.105,344.622,349.588,71.896,73.494,70.298,5.895,4.45,7.34,1.255,0.938,1.572,0.6890000000000001,0.452,0.926,6.17,6.142,6.198,6.17,6.142,6.198,9.863,9.632,10.094,9.863,9.632,10.094,10.783999999999999,10.298,11.27,10.783999999999999,10.298,11.27
2023-06-19T02:50:00Z,343553,1207,18138,14,14,,88.4,88.4,,864.438,864.438,,,,,0,6.4,6.5,6.4,19,18.7,19.3,11.9,11.8,12,118.7,120.1,117.4,1269.2930000000001,1249.198,1289.388,338.001,336.484,339.518,71.099,72.138,70.06,5.346,4.932,5.76,1.117,0.608,1.626,0.469,0.284,0.654,5.977,6.094,5.86,5.977,6.094,5.86,9.591000000000001,9.704,9.478,9.591000000000001,9.704,9.478,10.4,10.138,10.662,10.4,10.138,10.662
