2023-06-16T00:00:00Z,74152,435,17144,17,17,,88.8,88.8,,867.096,867.096,,,,,0,2.7,2.6,2.8,8.3,7.9,8.7,6.9,6.7,7.1,195.3,199.9,191,553.633,528.494,578.772,148.64600000000002,138.196,159.096,28.191000000000003,28.082,28.3,1.286,1.394,1.178,0.127,0.254,0,0.082,0.164,0,1.992,1.758,2.226,1.992,1.758,2.226,3.2910000000000004,2.946,3.636,3.2910000000000004,2.946,3.636,3.391,3.146,3.636,3.391,3.146,3.636
2023-06-16T00:10:00Z,74752,392,17464,17,17,,88.4,88.4,,867.15,867.15,,,,,0,2.6,2.7,2.6,8.6,8.6,8.6,7.1,7.1,7.1,192.3,192.4,192.2,571.1579999999999,570.314,572.002,150.70800000000003,149.848,151.568,26.341,26.974,25.708,1.688,1.412,1.964,0.268,0.08,0.456,0.13,0,0.26,1.9340000000000002,1.76,2.108,1.9340000000000002,1.76,2.108,3.201,3.12,3.282,3.201,3.12,3.282,3.4130000000000003,3.16,3.666,3.4130000000000003,3.16,3.666
2023-06-16T00:20:00Z,75352,359,17784,17,17,,88,88,,867.198,867.198,,,,,0,2.8,2.8,2.8,8.8,8.4,9.2,7.2,7,7.4,189.7,194.4,185.3,586.4290000000001,559.114,613.744,154.749,147.762,161.736,30.006,30.624,29.388,2.4370000000000003,2.698,2.176,0.452,0.736,0.168,0.258,0.436,0.08,2.1470000000000002,2.08,2.214,2.1470000000000002,2.08,2.214,3.6340000000000003,3.482,3.786,3.6340000000000003,3.482,3.786,3.981,4.018,3.944,3.981,4.018,3.944
2023-06-16T00:30:00Z,75952,358,17784,18,18,,88,88,,867.266,867.266,,,,,0,2.9,2.9,2.8,9.2,8.8,9.6,7.4,7.2,7.6,185.8,190.1,181.6,610.861,584.116,637.606,161.003,155.214,166.792,30.205,31.124,29.286,2.4,1.99,2.81,0.32599999999999996,0.24,0.412,0.091,0.066,0.116,2.213,2.064,2.362,2.213,2.064,2.362,3.724,3.624,3.824,3.724,3.624,3.824,3.988,3.824,4.152,3.988,3.824,4.152
2023-06-16T00:40:00Z,76552,359,18104,18,18,,88.6,88.6,,867.268,867.268,,,,,0,3,3.1,2.9,9.6,9.5,9.7,7.7,7.6,7.7,181.3,182.5,180.2,639.299,631.662,646.936,172.417,169.124,175.71,31.973,32.622,31.324,2.9989999999999997,2.054,3.944,0.678,0.298,1.058,0.42300000000000004,0.186,0.66,2.4059999999999997,2.292,2.52,2.4059999999999997,2.292,2.52,4.109999999999999,3.918,4.302,4.109999999999999,3.918,4.302,4.6129999999999995,4.138,5.088,4.6129999999999995,4.138,5.088
2023-06-16T00:50:00Z,77152,357,17784,18,18,,89,89,,867.336,867.336,,,,,0,3.2,3.2,3.2,9.8,9.5,10,7.8,7.6,7.9,179.6,182.4,176.8,651.016,632.15,669.882,174.298,169.696,178.9,34.948,35.176,34.72,2.767,1.876,3.658,0.621,0.148,1.094,0.437,0.148,0.726,2.511,2.476,2.546,2.511,2.476,2.546,4.199,4.112,4.286,4.199,4.112,4.286,4.694,4.216,5.172,4.694,4.216,5.172
2023-06-16T01:00:00Z,77752,596,18104,18,18,,89,89,,867.428,867.428,,,,,0,3.2,3.2,3.2,10.1,9.5,10.7,7.9,7.6,8.3,176.2,182,170.9,673.802,635.096,712.508,179.03300000000002,168.698,189.368,34.483000000000004,34.612,34.354,3.423,2.11,4.736,0.20700000000000002,0.196,0.218,0.054,0,0.108,2.677,2.43,2.924,2.677,2.43,2.924,4.5280000000000005,4.094,4.962,4.5280000000000005,4.094,4.962,4.6739999999999995,4.224,5.124,4.6739999999999995,4.224,5.124
2023-06-16T01:10:00Z,78352,360,18104,18,18,,89,89,,867.486,867.486,,,,,0,3.2,3.2,3.1,10.1,9.9,10.4,8,7.8,8.1,175.8,178.5,173.2,676.6289999999999,657.93,695.328,181.144,176.144,186.144,33.721000000000004,34.52,32.922,2.9219999999999997,2.162,3.682,0.631,0.334,0.928,0.233,0.074,0.392,2.705,2.58,2.83,2.705,2.58,2.83,4.388999999999999,4.194,4.584,4.388999999999999,4.194,4.584,4.816,4.39,5.242,4.816,4.39,5.242
2023-06-16T01:20:00Z,78952,355,17144,18,18,,89,89,,867.468,867.468,,,,,0,3.4,3.5,3.2,10.5,10.3,10.7,8.2,8.1,8.3,172.4,174.1,170.8,701.118,689.19,713.046,186.167,184.596,187.738,36.07599999999999,38.922,33.23,2.867,3.102,2.632,0.509,0.4,0.618,0.122,0.082,0.162,2.735,2.8,2.67,2.735,2.8,2.67,4.566000000000001,4.732,4.4,4.566000000000001,4.732,4.4,4.952999999999999,5.08,4.826,4.952999999999999,5.08,4.826
2023-06-16T01:30:00Z,79552,433,17464,18,18,,88.6,88.6,,867.46,867.46,,,,,0,3.7,3.7,3.7,11.3,11,11.6,8.6,8.4,8.7,165.2,167.8,162.8,755.64,735.86,775.42,200.88299999999998,197.006,204.76,39.302,39.322,39.282,3.0149999999999997,2.488,3.542,0.7330000000000001,0.378,1.088,0.345,0.092,0.598,3.2439999999999998,3.152,3.336,3.2439999999999998,3.152,3.336,5.083,4.914,5.252,5.083,4.914,5.252,5.670999999999999,5.274,6.068,5.670999999999999,5.274,6.068
