"DateTime","Average","MNUMS 159 A"
"2024-06-04 10:00:00",3.1,4.26
"2024-06-04 13:00:00",,1.94
"2024-06-04 14:00:00",,1.7
"2024-06-04 15:00:00",,1.364
"2024-06-04 16:00:00",,1.115
"2024-06-04 17:00:00",,0.893
"2024-06-04 18:00:00",,0.73
"2024-06-04 19:00:00",,1.624
"2024-06-04 20:00:00",,1.78
"2024-06-04 21:00:00",,1.481
"2024-06-04 22:00:00",,1.779
"2024-06-04 23:00:00",,2.397
"2024-06-05 00:00:00",,3.021
"2024-06-05 01:00:00",,3.071
"2024-06-05 02:00:00",,2.583
"2024-06-05 03:00:00",,2.843
"2024-06-05 04:00:00",,2.936
"2024-06-05 05:00:00",,2.666
"2024-06-05 06:00:00",,2.702
"2024-06-05 07:00:00",,3.017
"2024-06-05 08:00:00",,3.692
"2024-06-05 09:00:00",,3.037
"2024-06-05 10:00:00",,3.506
"2024-06-05 11:00:00",,4.077
"2024-06-05 12:00:00",,4.656
"2024-06-05 13:00:00",,3.651
"2024-06-05 14:00:00",,1.886
"2024-06-05 15:00:00",,1.832
"2024-06-05 16:00:00",,0.822
"2024-06-05 17:00:00",,1.718
"2024-06-05 18:00:00",,2.43
"2024-06-05 19:00:00",,2.685
"2024-06-05 20:00:00",,2.07
"2024-06-05 21:00:00",,2.581
"2024-06-05 22:00:00",,3.036
"2024-06-05 23:00:00",,2.903
"2024-06-06 00:00:00",,3.713
"2024-06-06 01:00:00",,4.328
"2024-06-06 02:00:00",,4.748
"2024-06-06 03:00:00",,4.887
"2024-06-06 04:00:00",,5.096
"2024-06-06 05:00:00",,6.883
"2024-06-06 06:00:00",,6.847
"2024-06-06 07:00:00",,7.415
"2024-06-06 08:00:00",3.1,7.642
