"DateTime","Average","MNUMS 162 A"
"2024-06-03 15:00:00",2.6,3.876
"2024-06-03 16:00:00",,2.922
"2024-06-04 14:00:00",,1.198
"2024-06-04 15:00:00",,0.988
"2024-06-04 16:00:00",,0.819
"2024-06-04 17:00:00",,0.622
"2024-06-04 18:00:00",,0.529
"2024-06-04 19:00:00",,1
"2024-06-04 20:00:00",,1.364
"2024-06-04 21:00:00",,1.024
"2024-06-04 22:00:00",,1.357
"2024-06-04 23:00:00",,1.696
"2024-06-05 00:00:00",,2.185
"2024-06-05 01:00:00",,2.292
"2024-06-05 02:00:00",,1.966
"2024-06-05 03:00:00",,2.332
"2024-06-05 04:00:00",,2.297
"2024-06-05 05:00:00",,2.038
"2024-06-05 06:00:00",,2.319
"2024-06-05 07:00:00",,2.295
"2024-06-05 08:00:00",,3.024
"2024-06-05 09:00:00",,2.556
"2024-06-05 10:00:00",,2.995
"2024-06-05 11:00:00",,3.62
"2024-06-05 12:00:00",,3.888
"2024-06-05 13:00:00",,3.313
"2024-06-05 14:00:00",,1.575
"2024-06-05 15:00:00",,1.309
"2024-06-05 16:00:00",,0.502
"2024-06-05 17:00:00",,1.337
"2024-06-05 18:00:00",,1.959
"2024-06-05 19:00:00",,2.251
"2024-06-05 20:00:00",,1.792
"2024-06-05 21:00:00",,2.015
"2024-06-05 22:00:00",,2.554
"2024-06-05 23:00:00",,2.388
"2024-06-06 00:00:00",,3.123
"2024-06-06 01:00:00",,3.518
"2024-06-06 02:00:00",,4.131
"2024-06-06 03:00:00",,4.161
"2024-06-06 04:00:00",,4.419
"2024-06-06 05:00:00",,5.82
"2024-06-06 06:00:00",,5.72
"2024-06-06 07:00:00",,6.194
"2024-06-06 08:00:00",2.6,6.393
