time_stamp,rssi,uptime,pa_latency,memory,humidity,humidity_a,humidity_b,temperature,temperature_a,temperature_b,pressure,pressure_a,pressure_b,voc,voc_a,voc_b,analog_input,pm2.5_alt,pm2.5_alt_a,pm2.5_alt_b,scattering_coefficient,scattering_coefficient_a,scattering_coefficient_b,deciviews,deciviews_a,deciviews_b,visual_range,visual_range_a,visual_range_b,0.3_um_count,0.3_um_count_a,0.3_um_count_b,0.5_um_count,0.5_um_count_a,0.5_um_count_b,1.0_um_count,1.0_um_count_a,1.0_um_count_b,2.5_um_count,2.5_um_count_a,2.5_um_count_b,5.0_um_count,5.0_um_count_a,5.0_um_count_b,10.0_um_count,10.0_um_count_a,10.0_um_count_b,pm1.0_cf_1,pm1.0_cf_1_a,pm1.0_cf_1_b,pm1.0_atm,pm1.0_atm_a,pm1.0_atm_b,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b,pm2.5_cf_1,pm2.5_cf_1_a,pm2.5_cf_1_b,pm10.0_atm,pm10.0_atm_a,pm10.0_atm_b,pm10.0_cf_1,pm10.0_cf_1_a,pm10.0_cf_1_b
2023-06-13T11:00:00Z,-61,717,377,16467,19.8,19.8,19.8,85.8,85.8,85.8,860.144,860.144,860.144,26.576,,26.576,0.804,4,4,,10.9,10.9,,8.4,8.4,,168.5,168.5,,729.962,729.962,,212.03,212.03,,45.826,45.826,,4.372,4.372,,1.262,1.262,,0.58,0.58,,3.046,3.046,,3.046,3.046,,5.532,5.532,,5.532,5.532,,6.444,6.444,,6.444,6.444,
2023-06-13T11:10:00Z,-63,1316,375,17040,18.4,18.4,18.4,87.4,87.4,87.4,860.188,860.188,860.188,39.092,,39.092,1.078,3.5,3.5,,10,10,,7.9,7.9,,177.6,177.6,,664.218,664.218,,194.802,194.802,,40.266,40.266,,4.716,4.716,,1.336,1.336,,0.792,0.792,,2.628,2.628,,2.628,2.628,,5.016,5.016,,5.016,5.016,,6.012,6.012,,6.012,6.012,
2023-06-13T11:20:00Z,-63,1916,376,16720,18,18,18,88.4,88.4,88.4,860.244,860.244,860.244,34.988,,34.988,1.202,3.4,3.4,,9.7,9.7,,7.7,7.7,,179.9,179.9,,648.552,648.552,,191.11,191.11,,38.968,38.968,,4.02,4.02,,1.586,1.586,,0.83,0.83,,2.818,2.818,,2.818,2.818,,4.79,4.79,,4.79,4.79,,5.89,5.89,,5.89,5.89,
2023-06-13T11:30:00Z,-61,2516,393,17040,18.2,18.2,18.2,89,89,89,860.248,860.248,860.248,29.26,,29.26,0.804,4.2,4.2,,12,12,,8.9,8.9,,159.6,159.6,,801.876,801.876,,234.614,234.614,,46.744,46.744,,4.902,4.902,,1.276,1.276,,0.704,0.704,,3.696,3.696,,3.696,3.696,,6.326,6.326,,6.326,6.326,,7.21,7.21,,7.21,7.21,
2023-06-13T11:40:00Z,-64,3116,364,16720,19.4,19.4,19.4,89,89,89,860.386,860.386,860.386,25,,25,0.802,4.7,4.7,,13.6,13.6,,9.7,9.7,,148.4,148.4,,904.088,904.088,,268.276,268.276,,53.794,53.794,,6.622,6.622,,1.522,1.522,,0.676,0.676,,4.254,4.254,,4.254,4.254,,7.636,7.636,,7.636,7.636,,8.688,8.688,,8.688,8.688,
2023-06-13T11:50:00Z,-62,3716,356,16400,20.8,20.8,20.8,89,89,89,860.304,860.304,860.304,25,,25,1.016,5.9,5.9,,16.9,16.9,,11.1,11.1,,129,129,,1124.586,1124.586,,329.222,329.222,,66.96,66.96,,7.064,7.064,,1.97,1.97,,0.724,0.724,,5.758,5.758,,5.758,5.758,,9.33,9.33,,9.33,9.33,,10.71,10.71,,10.71,10.71,
2023-06-13T12:00:00Z,-64,4316,387,17040,21.8,21.8,21.8,89,89,89,860.266,860.266,860.266,24.206,,24.206,0.978,6.3,6.3,,19,19,,11.9,11.9,,119,119,,1265.378,1265.378,,372.348,372.348,,69.02,69.02,,8.388,8.388,,1.434,1.434,,0.458,0.458,,6.728,6.728,,6.728,6.728,,10.74,10.74,,10.74,10.74,,11.71,11.71,,11.71,11.71,
2023-06-13T12:10:00Z,-63,4916,687,17040,22.4,22.4,22.4,89,89,89,860.262,860.262,860.262,23.75,,23.75,0.858,6.8,6.8,,19.8,19.8,,12.2,12.2,,115.4,115.4,,1322.212,1322.212,,388.044,388.044,,77.638,77.638,,9.402,9.402,,2.154,2.154,,0.948,0.948,,6.948,6.948,,6.948,6.948,,11.334,11.334,,11.334,11.334,,12.876,12.876,,12.876,12.876,
2023-06-13T12:20:00Z,-61,5516,495,16720,23,23,23,89,89,89,860.494,860.494,860.494,23.734,,23.734,0.944,6.9,6.9,,20.1,20.1,,12.3,12.3,,114.2,114.2,,1341.088,1341.088,,390.706,390.706,,80.76,80.76,,10.968,10.968,,1.8,1.8,,0.488,0.488,,6.662,6.662,,6.662,6.662,,11.492,11.492,,11.492,11.492,,12.67,12.67,,12.67,12.67,
2023-06-13T12:30:00Z,-62,6116,359,17040,22.4,22.4,22.4,89,89,89,860.812,860.812,860.812,26.324,,26.324,0.75,6.3,6.3,,18.6,18.6,,11.7,11.7,,120.8,120.8,,1237.39,1237.39,,361.046,361.046,,69.78,69.78,,6.902,6.902,,1.674,1.674,,0.408,0.408,,6.37,6.37,,6.37,6.37,,10.364,10.364,,10.364,10.364,,11.44,11.44,,11.44,11.44,
